call,gota_call,club_name,section,transmitters,class,power_source,final_score,total_qsos,total_cw_qsos,total_digital_qsos,total_phone_qsos,power_multiplier,bonus_points,number_of_participants
W3TCA,NA,Tri-County ARC,WPA,3,3A,G,1374,287,80,0,207,2,6.4,15
W3TS,NA,NA,EPA,1,1B1B,B,4690,424,424,0,0,5,4.5,1
W3TZ,NA,NA,AR,1,1D,C,97,47,0,0,47,1,0.5,1
W3UAS,KB3VQE,Unallocated Space,MDC,3,3A,G,1416,225,8,0,217,2,9.5,12
W3UDX,AA3YW,BCARA,WPA,5,5A,G,4382,1160,656,0,504,2,7.5,5
W3US,NA,NA,VT,1,1C,G,1334,315,277,0,38,2,1.5,1
W3UU,NA,Harrisburg RA Club,EPA,2,2A,G,1102,195,0,21,174,2,6.7,16
W3VPJ,KB3AC,Susquehanna Valley ARC,EPA,2,2A,B,4246,963,530,0,433,2,12.6,23
W3VPR,NA,Anne Arundel RC,MDC,7,7A,G,3680,810,267,68,475,2,13.9,37
W3WFI,NA,Edgewood/York Connection,MDC,3,3A,G,150,50,0,0,50,2,0.5,3
W3WH,NA,NA,WPA,1,1D,C,1384,355,337,0,18,2,0,2
W3WOT,NA,NA,NC,1,1E,G,120,20,0,0,20,1,1,1
W3WRC,NA,World RC,SV,3,3A,B,1954,403,131,68,204,2,7.5,11
W3WT,NA,NA,EPA,1,1B1B,B,1960,161,161,0,0,5,3.5,1
W3YA,N3IW,Nittany ARC,WPA,3,3A,G,6026,4338,758,0,3580,1,9.3,50
W3YXE,NA,Radio Amateurs of Corry,WPA,3,3A,B,1260,105,0,0,105,2,10.5,23
W3ZGD,NA,Hilltop Transmitting Assn,EPA,2,2A,G,3796,1059,614,0,445,2,4.5,15
W3ZIC,NA,Fort Venango Mike & Key Club,WPA,7,7A,G,2516,379,119,185,75,2,11.5,45
W3ZMN,NA,NA,EPA,1,1E,B,280,23,23,0,0,5,0.5,1
W4AAZ,KI5FR,NOARC,NFL,2,2A,B,1606,177,41,0,136,2,11.7,63
W4AB,NA4DC,Broward  ARC & Davie Cooper City ARC,SFL,2,2A,G,2472,554,117,0,437,2,11.3,48
W4ABR,NA,Johnson City ARA,TN,3,3A,G,1016,148,0,35,113,2,6.5,10
W4AFC,NA,CARS/UPARC/EAST LAKE CERT Joint FD,WCF,4,4A,G,2004,168,0,109,59,2,14.5,11
W4AMW (+K4FYI),NA,NA,KY,2,2B2B,B,4010,371,371,0,0,5,3,2
W4AP,NA,Montgomery ARC,AL,2,2A,G,4828,968,841,0,127,2,12.1,41
W4ATD,KM4JCD,Decatur ARC,AL,2,2A,G,2416,589,166,88,335,2,7.3,31
W4B,NA,Panama City ARC,NFL,2,2F,B,3244,519,458,0,61,2,12.9,27
W4BFB,NC4DP,Mecklenburg ARS,NC,3,3A,G,4282,1081,54,156,871,2,17,80
W4BOC,KM4RKT,Alford Memorial RC,GA,5,5A,G,4166,800,334,114,352,2,16.7,61
W4BRK,NA,Berkeley Cty ARES,SC,1,1F,C,448,149,0,0,149,2,1.5,6
W4BUG,N4FL,Gold Coast ARA,SFL,2,2A,G,2078,437,155,22,260,2,8.5,40
W4BWQ,NA,NA,NFL,1,1E,G,350,100,0,0,100,2,1.5,1
W4BXI,NA,NA,AL,1,1D,C,270,183,87,0,96,1,0,1
W4C,KI4OAS,Springhill Rep Group FD,TN,3,3A,G,5478,1238,257,309,672,2,18.7,35
W4CAE,W4SJD,Columbia ARC,SC,5,5F,C,988,128,68,3,57,2,5.9,30
W4CAN,NA,NA,SC,1,1D,C,54,27,0,0,27,2,0,1
W4CAR,NA,Chesapeake AR Serv,VA,7,7A,G,2990,669,126,75,468,2,12.5,22
W4CDA,WQ4Z,Wilderness Road  ARC,KY,3,3A,G,3004,588,359,0,229,2,11.1,30
W4CN,KY4DX,ARTS of Louisville,KY,2,2A,G,2690,670,330,0,340,2,6.9,12
W4COV,NA,Virginia Mtn ARC,VA,2,2F,C,1580,432,161,22,249,2,3.5,11
W4CRA,N4F,Citrus Cty ARC,NFL,4,4A,B,2990,465,159,96,210,2,15.5,50
W4CUE,NR4J,Birmingham ARC,AL,4,4A,G,3894,953,115,54,784,2,16.5,35
W4CUL,N4XI,NA,VA,9,9A,G,6084,1610,1350,57,203,2,0.5,25
W4CVY,W4FIZ,Columbus ARC,GA,3,3A,G,4530,937,634,9,294,2,13.7,50
W4CW,NA,Sun Country ARS,NFL,5,5A,G,2526,513,255,20,238,2,9.5,20
W4DAK,NA,NA,NFL,1,1A,G,676,163,0,0,163,2,3.5,3
W4DCG,NA,Tar River ARC,NC,1,1F,C,246,48,0,0,48,2,1.5,4
W4DEP,NA,NA,NFL,1,1D,C,72,11,0,0,11,2,0.5,1
W4DHN,NA,Wiregrass ARC,AL,1,1A,G,3080,737,354,4,379,2,8.9,27
W4DHT/8,NA,NA,OH,1,1B1C,C,82,16,0,0,16,2,0.5,1
W4DIT,NA,NA,TN,1,1B1B,B,820,77,77,0,0,5,0.5,1
W4DMA,NA,NA,NFL,1,1E,B,152,1,0,0,1,2,1.5,1
W4DO,WA4TFZ,Albemarle ARC,VA,3,3F,G,3418,804,300,0,504,2,12.1,54
W4DOC,NA,Atlanta RC,GA,3,3A,B,564,70,28,9,33,2,3.5,25
W4DRN,NA,Dummy Loads Contest Group,AL,2,2A,G,6832,1886,1255,0,631,2,5.5,7
W4DUX,NA,Peace River Radio Assn,WCF,3,3A,G,2508,364,63,152,149,2,13.5,20
W4DV,NA,ARC of Augusta,GA,5,5A,G,1976,377,1,85,291,2,10.5,8
W4DW,N4RAL,Raleigh ARS,NC,6,6A,G,6602,2020,529,127,1364,2,12.5,25
W4ECA,NA,Effingham Cty Em Rad Serv,GA,3,3F,G,2838,594,222,178,194,2,8.5,23
W4EM,W4BS,Delt/MARA/Nashoba/Tri-State,TN,5,5A,B,4082,901,312,43,546,2,15.7,170
W4ES,NA,NA,AZ,1,1E,O,96,23,0,0,23,2,0.5,1
W4EZ,NA,Orange Cty Radio Amateurs/Durham FM Assn,NC,8,8AB,B,18990,2008,1229,151,628,5,20.5,47
W4F,NA,ARA of SW FL,SFL,4,4F,C,2024,837,0,0,837,2,3.5,20
W4FCR,NA,Franklin Cty ARC,VA,3,3A,G,7904,1811,1466,0,345,2,13.5,9
W4FD,W4APP,Ashe Cty  ARC,NC,2,2A,G,2188,290,49,0,241,2,15.1,25
W4FEB,NA,NA,WMA,1,1D,C,26,8,0,0,8,2,0.1,1
W4FWD,WX4BK,West Georgia ARS,GA,3,3AC,C,1136,73,0,0,73,2,9.9,7
W4GBR,NA,DeKalb Cty ARC,AL,3,3AB,B,2910,192,192,0,0,5,9.9,24
W4GE,NA,NA,SC,1,1D,C,918,274,160,0,114,2,0.5,1
W4GGM,NA,Maury ARC,TN,4,4A,G,3656,689,493,21,175,2,12.5,30
W4GHS,NA,NA,VA,1,1E,B,343,193,0,0,193,1,1.5,1
W4GL,NA,Sumter ARA,SC,2,2AC,C,1452,488,13,0,475,2,4.5,15
W4GOK,NA,NA,AL,1,1D,C,170,30,0,30,0,2,0.5,1
W4GR,WB4WTN,Gwinnett ARA,GA,8,8A,G,9388,2297,953,279,1065,2,23.3,106
W4GS,NA,Grand Strand ARC,SC,5,5A,G,1320,54,31,0,23,2,11.5,38
W4GWD,NA,Greenwood ARS,SC,2,2A,G,291,141,0,0,141,1,1.5,35
W4GZX,NA,NA,TN,5,5E,G,4790,1146,556,58,532,2,12.7,81
W4HAW,N4NAQ,West Palm Beach ARG,SFL,4,4A,B,2584,467,0,50,417,2,15.5,615
W4HAY,NA,NA,TN,1,1D,C,800,200,200,0,0,2,0,1
W4HFH,NA,Alexandria Radio Club,VA,5,5A,G,2416,430,53,0,377,2,14.5,40
W4HOD,NA,NA,AL,2,2D,C,3276,840,648,125,67,2,0.5,3
W4HS,NA,Wayne Cty ARA,NC,5,5A,G,4462,1208,298,0,910,2,14.5,53
W4HZL,NA,Middle Peninsula ARC,VA,1,1A,B,1368,303,106,0,197,2,5.5,28
W4IBM,NA,NA,GA,3,3A,G,812,141,0,40,101,2,4.5,7
W4IY,W4AD,NA,VA,11,11A,G,17056,4560,2558,255,1747,2,23.1,50
W4J,NA,Jupiter Tequesta Rep Group,SFL,2,2A,G,2986,823,85,0,738,2,11.7,50
W4JNB,WX4FC,Muscle Shoals ARC,AL,2,2A,G,6594,1637,975,0,662,2,13.7,30
W4K,NA,Calhoun Cty ARA,AL,2,2A,B,982,16,0,0,16,2,9.5,35
W4KBL,KK4ZMT,NA,KY,2,2A,G,1240,195,0,0,195,2,8.5,24
W4KPR,NA,Kings' Point ARC,WCF,2,2F,C,788,132,0,37,95,2,4.5,19
W4KVK,NA,Henderson Cty ARC,KY,3,3A,B,1000,40,33,2,5,2,8.5,15
W4LAM,NA,Heritage Hunt Hams,VA,2,2A,G,1330,301,37,2,262,2,6.5,13
W4LHS,KM4TID,Coastal ARS,GA,5,5A,B,4288,1154,315,0,839,2,13.5,36
W4LID,NA,NA,KY,1,1D,C,6,3,0,0,3,2,0,1
W4LKR,NA,NA,TN,1,1D,C,88,19,0,0,19,2,0.5,1
W4LX,NA,Fort Myers ARC,SFL,7,7A,G,3450,544,128,228,188,2,16.5,20
W4MHG,NA,Mile Highlanders Group,TN,2,2A,B,488,47,3,19,25,2,3.5,9
W4MIN,NA,DeSoto ARC,WCF,3,3F,C,668,165,37,107,21,2,0.5,7
W4MLB,AF4Z,NA,SFL,2,2F,B,7104,1786,911,0,875,2,17.1,38
W4MOE,NA,Western Carolina ARS,NC,5,5A,G,800,116,0,9,107,2,5.5,10
W4NC,W4S,Forsyth ARC,NC,9,9A,G,11908,3039,1536,214,1289,2,23.3,80
W4NE,NA,NA,SC,1,1B1B,B,930,78,78,0,0,5,1.5,1
W4NJA,NA,Paducah ARA,KY,3,3A,G,6068,1510,774,125,611,2,12.5,17
W4NNK,KM4SPR,Rappahannock ARA,VA,2,2F,G,1628,298,84,37,177,2,7.9,12
W4NPT,NA,North Port ARC,WCF,3,3A,G,4810,1222,633,25,564,2,10.5,15
W4OLB,NA,NA,TN,5,5A,G,5676,1626,687,0,939,2,10.5,20
W4OT,KC2LXV,Vero Beach ARC,SFL,3,3A,G,2140,489,56,0,433,2,10.5,25
W4OVH,NA,Ole VA Hams,VA,4,4A,G,2982,486,214,6,266,2,15.7,28
W4PCN,NA,Outer Banks Rep Assn,NC,4,4A,G,852,141,0,0,141,2,5.7,19
W4PL,NA,TN Valley DX Assn,TN,2,2A,G,4452,1085,756,0,329,2,7.7,16
W4POX,NA,Portsmouth ARC/ Em  Serv / CERT,VA,3,3A,G,884,217,0,0,217,2,4.5,17
W4PRC,NA,Winchester Pioneer ARC,KY,3,3F,G,1616,422,106,0,316,2,5.6,25
W4QK,NA,NA,GA,1,1E,G,868,205,204,0,1,2,0.5,1
W4QR,NA,NA,VA,3,3A,G,3096,835,0,58,777,2,13.1,70
W4R,NA,MGRA/CGARC,GA,5,5A,G,2664,441,0,166,275,2,14.5,75
W4RBS,NA,DeKalb Cty ARC - Richard's Rounders,AL,2,2A,G,1526,268,55,115,98,2,6.5,24
W4RKC,NA,Shenandoah Valley ARC,VA,3,3A,G,2994,721,351,0,370,2,8.5,14
W4SDJ,NA,Cherokee Cty NCARES,NC,3,3A,G,1146,124,0,24,100,2,8.5,8
W4SJV,NA,NA,NFL,1,1E,B,854,151,31,120,0,2,2.5,1
W4SLC,NA,St. Lucie Cty ARES/ FP ARC/PSL ARA Combined FD,SFL,2,2A,G,2406,462,266,0,196,2,9.5,27
W4SNC,NA,Iredell Cty ARS,NC,5,5A,G,3024,611,0,176,435,2,14.5,14
W4SOF,NA,NA,NM,1,1E,B,188,44,0,0,44,2,1,1
W4SS,NA,Palms West ARC,SFL,2,2A,G,5348,1383,866,0,517,2,8.5,20
W4TA,NA,Saint Petersburg ARC,WCF,6,6A,G,4860,932,598,0,334,2,18,42
W4TIY,NA,NA,GA,4,4A,B,2594,513,442,17,54,2,6.5,12
W4UA,KM4UHV,"High Point ARC , Inc",NC,3,3AC,C,2594,748,0,44,704,2,10.1,29
W4UC,NA,Five Flags ARA,NFL,2,2F,G,970,60,0,0,60,2,8.5,29
W4UD,NA,Bristol ARC,TN,3,3A,G,6716,1864,915,44,905,2,10.7,62
W4UG,NA,VA Beach ARC / Virginia DXCC,VA,4,4A,G,8054,2030,1046,161,823,2,15.8,26
W4ULH,NA,Florence ARC,SC,3,3A,G,3604,665,407,55,203,2,13.5,24
W4UOT,NA,MTARS / BCARS / SMRA,TN,3,3A,G,2380,326,20,49,257,2,15.9,48
W4UT,NA,NA,TN,1,1E,B,1560,151,151,0,0,5,0.5,1
W4VIC,NA,NA,VA,1,1D,C,878,414,414,0,0,1,0.5,1
W4VIY,NA,Milton ARC,NFL,3,3A,B,3802,788,437,151,200,2,10.5,12
W4WC,NA,Andrew Johnson ARC,TN,6,6A,G,5384,1238,816,63,359,2,11.5,28
W4WCQ,NA,Camping HAMs,WCF,3,3A,G,514,32,0,0,32,2,4.5,4
W4WLF,NA,NA,MS,1,1D,C,270,110,0,0,110,2,0.5,1
W4WVP,NA,Arlington ARC,VA,2,2AC,C,1642,611,35,0,576,2,3.5,8
W4XD,K4MRA,NA,VA,3,3A,G,7428,1962,839,18,1105,2,17.9,49
W4XR,NA,Fluvanna ARES Group,VA,3,3A,B,4018,1105,575,4,526,2,6.5,14
W4YPW,NA,NA,OH,1,1D,C,196,50,0,23,27,2,0.5,1
W4ZBB,NA,Playground ARC,NFL,2,2A,B,914,55,26,1,28,2,7.5,20
W4ZHR,K4HAL,Zamora RC,AL,3,3AC,C,5884,1501,1106,0,395,2,6.7,24
W4ZPR,NA,NA,VA,1,1E,B,360,40,40,0,0,2,2,1
W4ZWA,NA,NA,NC,1,1D,C,78,7,0,7,0,2,0.5,1
W5/MM0LID,NA,NA,STX,1,1D,C,712,582,80,0,502,1,0.5,1
W5ANR,NA,Fort Smith Area ARC,AR,6,6A,G,3644,749,304,44,401,2,14.5,20
W5AUU,NA,Faulkner Co. ARC,AR,3,3A,G,2470,645,144,1,500,2,8.9,40
W5AWP,AK4DI,Alcorn Cty AR Em Serv,MS,4,4A,G,1844,397,0,0,397,2,10.5,15
W5B,NM5HD,NM High Desert ARC,NM,2,2A,G,1920,184,160,21,3,2,11.9,20
W5BCR,NA,Bosque Cty ARC,NTX,4,4F,C,162,56,0,0,56,2,0.5,10
W5BII,NA,SWLA Amr Rep Club,LA,2,2A,G,1400,149,26,0,123,2,10.5,10
W5BLW,NA,Southern OK AR Em  Servs,OK,3,3AC,C,754,52,0,0,52,2,6.5,10
W5BMC,NA,NA,LA,2,2F,C,752,6,0,0,6,2,7.4,15
W5CCW,NA,NA,MS,3,3E,G,1420,352,132,1,219,2,4.5,6
W5CF,NA,NA,NM,1,1E,G,320,135,0,0,135,2,0.5,1
W5CSY,KS5Z,AR  Caravan Club / Albuquerque ARC,NM,2,2A,B,630,38,30,2,6,2,4.9,32
W5CT,NA,NA,STX,2,2E,G,12688,3601,2618,0,983,2,2.5,6
W5DDL,W5EXI,Acadiana ARA,LA,4,4A,G,4172,1180,7,44,1129,2,17.1,38
W5DRZ,NA,Broken Arrow ARC,OK,3,3A,G,2180,477,214,74,189,2,6.5,35
W5DW,NA,NA,NTX,1,1E,G,488,110,109,0,1,2,0.5,1
W5EA,WA5WX,Twin City Ham Club,LA,2,2A,G,4114,944,734,4,206,2,7.5,29
W5ENT,NA,Rains ARA / Hopkins ARC,NTX,2,2F,B,1982,352,0,204,148,2,8.7,20
W5F,NA,Red River AR Enthusiasts,NTX,3,3A,G,2944,712,266,9,437,2,9.7,12
W5FC,NA,Dallas ARC,NTX,4,4A,G,5216,1106,614,163,329,2,14.5,91
W5FQ,NA,Meridian ARC,MS,2,2F,B,684,78,0,39,39,2,4.5,17
W5G,NA,NA,LA,3,3E,G,3976,1029,604,0,425,2,7.1,67
W5GIX,K5LSU,Baton Rouge ARC,LA,3,3A,B,5046,1071,634,33,404,2,15.7,120
W5GM,NA,NA,NTX,1,1B1,B,572,211,0,0,211,2,1.5,1
W5GWD,NA,Chickasaw ARA,MS,3,3A,B,1248,399,0,0,399,2,4.5,10
W5GZ,NA,NA,NM,1,1D,C,4,2,0,0,2,2,0,1
W5HLP,NA,NA,NTX,1,1E,G,420,135,0,0,135,2,1.5,1
W5HUM,NA,Ouachita ARA,AR,2,2A,B,862,106,0,0,106,2,6.5,23
W5JDX,NA,NA,MS,4,4A,G,750,150,0,0,150,2,4.5,4
W5JVR,NA,NA,GA,1,1E,G,826,144,144,0,0,2,2.5,1
W5KA,NA,Austin ARC,STX,3,3A,B,2878,416,320,18,78,2,13.7,52
W5KS,K5USA,Lawton Fort-Sill  ARC,OK,2,2A,G,1786,110,8,0,102,2,15.5,42
W5LVC,W5LVC/G,Lewisville ARA,NTX,4,4F,G,1278,114,0,0,114,2,10.5,18
W5MAG,NA,Mt Magazine ARC,AR,3,3A,G,1428,239,0,0,239,2,9.5,12
W5MEL,W5TJS,OK City AutoPatch Association,OK,4,4A,G,3384,575,350,37,188,2,14.6,50
W5MGC,NA,NA,NTX,1,1D,C,84,34,0,8,26,2,0,1
W5MRC,K5CRX,McKinney ARC,NTX,3,3A,G,2094,507,0,0,507,2,10.8,57
W5NA,NA,MOBILE ARC,AL,4,4F,B,2634,380,312,0,68,2,12.5,23
W5NAC,WD5RAH,Nacogdoches ARC,NTX,2,2F,G,1414,204,65,3,136,2,8.7,14
W5NEM,NA,NE MS Radio Amateurs,MS,4,4F,G,2122,435,51,0,384,2,11.5,14
W5NFL,NA,Navarro ARC,NTX,2,2F,C,462,56,0,0,56,2,3.5,12
W5NOR,WB5ULK,South Canadian ARS,OK,2,2A,G,4694,1007,705,0,302,2,12.7,75
W5OBM,KF5HAJ,Olive Branch ARC,MS,2,2A,B,3392,914,3,14,897,2,15.3,25
W5ODS,NA,NA,OK,1,1B1B,B,2510,226,226,0,0,5,2.5,1
W5OEP,NA,Noshep RACES,LA,2,2F,C,676,78,0,0,78,2,5.2,5
W5P,W5PFC,NA,MS,3,3A,G,2348,296,180,63,53,2,12.7,50
W5PAA,NA,Aeronautical Center ARC,OK,3,3A,G,2364,539,308,0,231,2,6.7,10
W5PC,NA,Parker Cty ARC,NTX,2,2A,G,412,31,0,0,31,2,3.5,3
W5PDO,NA,LAARC,NM,2,2A,G,2212,430,87,154,189,2,8.7,15
W5PMS,NA,Pearl River Cty ARC,MS,1,1F,C,472,61,0,0,61,2,3.5,10
W5RIN,NA,NA,STX,3,3AC,C,2818,598,380,81,137,2,7,14
W5ROK,NA,NA,NTX,2,2D,C,3414,1012,670,0,342,2,0.5,7
W5ROS,NA,NA,STX,2,2D,C,390,145,0,0,145,2,1,12
W5RRR,NA,Johnson Space Center ARC,STX,3,3F,G,1584,387,0,25,362,2,7.6,22
W5SC,W0YVY,San Antonio RC,STX,4,4A,G,1870,278,0,82,196,2,11.5,18
W5SGL,NA,Mississippi Coast ARA,MS,4,4AC,C,1438,242,4,63,175,2,8.2,27
W5SH,NA,Kilocycle ARC,NTX,4,4A,G,4004,748,619,0,129,2,12.7,20
W5SI,KF5TRV,Texas Em Am Comm,STX,5,5F,C,1944,417,32,78,307,2,8.9,57
W5SLA,NA,Ozone ARC,LA,3,3F,B,772,54,6,1,47,2,6.5,12
W5TA,NA,NA,NV,7,7A,G,3996,722,508,43,171,2,14.5,35
W5TCR,NA,Tishomingo ARC,MS,5,5AC,C,1420,225,100,50,75,2,6.7,7
W5W,NA,WX5FWD NWS SKYWARN Team,NTX,1,1F,G,2168,652,0,7,645,2,8.5,8
W5WB,W5AUY,SW Dallas Cty ARC,NTX,3,3AC,C,5488,1393,668,13,712,2,13.4,74
W5WHN,NA,North Valley Hams,NM,1,1A,B,1414,242,90,0,152,2,7.5,3
W5WQ,NA,SW MS ARC,MS,1,1A,B,2118,287,0,97,190,2,13.5,15
W5WTM,W6HRC,Matagorda Cty ARC,STX,2,2A,G,2060,367,214,4,149,2,8.9,41
W5WX,NA,Panhandle  ARC,WTX,3,3A,G,3830,998,341,101,556,2,9.5,25
W5YA,AD5A,Rancho Escondido ARC,NM,3,3AB,B,14715,1360,1200,79,81,5,15.2,13
W5YL,NA,NA,LA,1,1F,G,528,89,0,0,89,2,3.5,4
W5YM,NA,ARC of the U  of Arkansas,AR,1,1A,B,2474,602,260,0,342,2,7.5,30
W5ZDN,W5TSA,Heart of Texas ARC,NTX,2,2A,G,5206,1270,747,81,442,2,10.1,54
W6AB,NA,NA,SB,4,4E,G,912,250,0,6,244,2,4,6
W6ABR,NA,Anchor Bay ARC,SF,2,2A,G,1686,508,0,0,508,2,6.7,10
W6AFA,NA,NA,LAX,1,1E,G,2304,1077,0,0,1077,2,1.5,1
W6AGO,NA,Aerospace Employees Assn ARC,LAX,2,2A,G,400,25,0,0,25,2,3.5,6
W6AJF,K6UUW,Valley of the Moon ARC,SF,3,3A,B,2194,471,201,0,270,2,8.5,10
W6ANF,NA,NA,CO,1,1D,C,70,10,0,0,10,2,0.5,1
W6APD,NA,NA,ORG,2,2A,G,288,119,0,0,119,2,0.5,8
W6ARA,K6OTA,Palo Alto ARA,SCV,4,4A,G,13352,3896,1775,0,2121,2,20.1,137
W6BA,KI6HGH,Morongo Basin ARC,ORG,5,5A,B,2104,371,6,0,365,2,13.5,18
W6BIV,NA,NA,LAX,2,2B2,B,666,79,79,0,0,2,3.5,2
W6BJB,NA,NA,SDG,1,1B1,G,444,69,0,28,41,2,2.5,1
W6BO,NA,NA,SV,2,2A,G,559,238,121,0,117,1,2,4
W6BW,NA,Mountain ARC,SJV,2,2A,O,1298,168,0,26,142,2,9.1,9
W6BX,NA,NA,SV,1,1AB,B,7010,667,645,0,22,5,4.5,3
W6BXN,NA,NA,SJV,6,6A,G,2460,450,140,255,55,2,7.7,30
W6CO,NA,Silverado ARS,EB,4,4A,G,872,136,0,0,136,2,6,26
W6COW,NA,NA,LAX,1,1E,B,810,67,65,0,2,5,1.5,1
W6CUS,NA,East Bay ARC,EB,2,2A,G,3196,743,251,129,363,2,9.5,20
W6CWM,NA,NA,SB,1,1E,G,1442,323,323,0,0,2,1.5,1
W6CX,NA,NA,EB,2,2A,O,188,NA,0,0,69,2,0.5,10
W6DAR,NA,NA,ORG,1,1D,C,124,32,30,0,2,2,0,1
W6DMR,NA,Del Mar CERT,SDG,1,1A,B,5242,1159,1087,0,72,2,7.5,5
W6DOJ,NA,NA,SV,4,4E,B,3918,1381,553,0,828,2,0.5,4
W6EGF,NA,Elk Grove-Florin ARC,SV,6,6A,G,934,88,0,4,84,2,7.5,8
W6EK,NA,Sierra Foothills ARC,SV,5,5AB,B,5020,431,264,31,136,5,13.9,18
W6ELA,NA,NA,SCV,1,1E,B,228,38,0,1,37,2,1.5,1
W6ERE,NA,Stanislaus ARA,SJV,9,9A,B,2242,249,139,8,102,2,14.5,30
W6F,KI6BJN,San Diego Six Shooters ARC,SDG,6,6A,G,7110,2510,143,52,2315,2,17,153
W6GNS,WM6M,NA,LAX,2,2A,G,1104,127,0,0,127,2,8.5,17
W6HA,AC6RW,Hughes  ARC,LAX,3,3A,G,4836,1622,51,0,1571,2,14.9,18
W6JBT,NA,Citrus Belt ARC,ORG,5,5A,G,2508,604,125,0,479,2,10.5,25
W6JFE,NA,NA,SB,2,2B2B,B,765,63,0,0,63,5,4.5,2
W6JW,W6J,Santa Clarita ARC,LAX,3,3A,G,2374,431,301,0,130,2,9.1,51
W6KA,NA,Pasadena RC/ JPL ARC/CITARC,LAX,4,4A,G,4310,1006,454,0,552,2,13.9,40
W6KYF,NA,NA,SCV,1,1E,B,238,22,22,0,0,2,1.5,1
W6LIE,NA,Kern Cty Central Valley ARC,SJV,3,3A,G,844,138,84,0,54,2,4,10
W6MLI,NA,Coronado Em Radio Ops,SDG,2,2A,G,1222,18,14,4,0,2,11.5,50
W6NF,NA,NA,MN,1,1D,C,194,36,36,0,0,2,0.5,1
W6NS,NA,NA,NV,1,1B1,B,326,69,69,0,0,2,0.5,1
W6NWG,NE6O,Palomar ARC,SDG,3,3A,B,6358,1793,845,1,947,2,10.8,89
W6O,NA,Huntington Beach RACES,ORG,3,3A,G,1200,125,0,0,125,2,9.5,26
W6PA,AI6CI,Hospital Disaster Support Comm Sys,ORG,2,2A,G,2592,518,253,0,265,2,10.5,34
W6PRC,NA,San Gorgonio Pass ARC,ORG,3,3A,B,1616,99,34,0,65,2,13.5,19
W6PW,NA,San Francisco RC,SF,3,3A,G,658,104,0,0,104,2,4.5,66
W6PZA,NA,NA,SV,1,1B1,G,892,140,71,10,59,2,4.5,1
W6QET,NA,Los Angeles ARC,LAX,3,3A,G,2564,476,226,0,250,2,11.6,16
W6R,NA,Paso Robles ARC,SB,2,2A,G,2362,532,204,0,328,2,8.9,24
W6RDF,NA,Point Loma  ARC,SDG,2,2F,C,4294,1099,673,0,426,2,7.5,4
W6RDX,NA,San Diego/Imperial Cty Chapter Am Red Cross,SDG,3,3F,C,552,191,0,0,191,2,1.7,23
W6RHC,NA,NA,SV,5,5A,G,1692,171,0,0,171,2,13.5,8
W6RKC,NA,NA,SV,1,1E,B,526,124,99,15,10,2,0.5,1
W6RO,NA,Associated Radio Amateurs of Long Beach,LAX,7,7A,B,3802,701,339,16,346,2,16.9,20
W6SBA,NA,South Bay ARC,LAX,2,2A,G,2562,406,196,44,166,2,12.7,25
W6SCF,NA,SC4 ARC,SCV,2,2A,G,1784,204,0,13,191,2,13.5,21
W6SD,NA,San Fernando Valley ARC,LAX,3,3A,G,1646,373,125,0,248,2,6.5,20
W6SF,NA,Stockton-Delta ARC,SJV,2,2A,G,996,245,28,0,217,2,4.5,23
W6SFM,NA,Samuel F Morse ARC,SV,2,2A,B,3914,696,696,0,0,2,11.3,32
W6SG,W6KB,Redwood Empire DX Assn/Marin ARS,SF,2,2A,G,8754,2630,962,0,1668,2,15.7,30
W6SIY,NA,NA,SJV,1,1E,B,1260,111,111,0,0,5,1.5,1
W6SLG,NA,NA,SCV,1,1D,C,156,3,0,0,3,2,1.5,5
W6SW,KJ6UVQ,San Andreas Faultline Survivors,SJV,2,2A,B,4238,1143,639,2,502,2,6.7,24
W6TAR,NA,NA,SCV,1,1A,G,490,20,0,0,20,2,4.5,5
W6TJ,KQ6UP,Riverside Cty ARA,ORG,2,2A,B,1580,210,5,0,205,2,11.5,24
W6TK,NA,NA,SB,1,1D,C,1184,617,495,22,100,1,0.5,1
W6TO,W6PSQ,Fresno ARC,SJV,3,3A,G,3588,696,389,74,233,2,12.7,20
W6TOI,NA,"Downey ARC,",LAX,4,4A,G,2214,654,36,42,576,2,7.5,23
W6TRW,KE6YEX,NA,LAX,7,7A,G,5610,1689,157,114,1418,2,16.9,42
W6UB,NA,NA,TN,1,1D,C,778,182,182,0,0,2,0.5,1
W6UQ,NA,San Mateo Radio Club,SCV,3,3A,G,4350,1186,314,0,872,2,13.5,22
W6UUS,NA,Convair/220 Club,SDG,3,3A,G,1832,211,125,0,86,2,11.6,27
W6UW,W6UU,Santa Clara Cty ARA,SCV,2,2A,B,1900,318,247,0,71,2,7.7,40
W6WC,NA,NA,ORG,3,3C,G,2414,437,353,42,42,2,7.5,16
W6YV,NA,USC ARC,LAX,2,2A,O,812,111,20,0,91,2,5.5,3
W6YX,K6SU,Stanford ARC,SCV,7,7F,G,17166,5300,2442,16,2842,2,16.5,34
W6ZE,AF6CF,Orange County ARC,ORG,4,4A,G,6242,1874,414,188,1272,2,12.9,40
W6ZL,NA,NA,ORG,1,1E,B,212,17,14,0,3,2,1.5,1
W7A,NA,Maple Valley ARC,WWA,2,2A,G,2100,345,1,34,310,2,13.4,39
W7ACS,WR5J,Puget Sound Rep Group / Seattle ACS,WWA,2,2A,O,4378,828,636,0,192,2,14.5,82
