call,gota_call,final_score,class,section,power_multiplier,club_name,number_of_participants,transmitters,power_source,total_cw_qsos,total_digital_qsos,total_phone_qsos,total_qsos,bonus_points,checklog_y_n,x17
NA5DX,NA,300,1B1B,IA,5,NA,1,1,B,15,0,0,15,150,NA,NA
NA5N,NA,1510,1E,NM,5,Rocky Mountain Ham Radio,1,1,B,136,0,0,136,150,NA,NA
NA5Q,NA,1982,1D,LA,2,Acadiana ARA,1,1,C,58,419,12,489,50,NA,NA
NA7DO,NA,222,1D,WWA,2,NA,1,1,C,43,0,0,43,50,NA,NA
NA7L,NA,546,2D,EPA,2,NA,1,2,C,0,124,0,124,50,NA,NA
NA8M,NA,818,2A,MI,2,Newaygo Co. Amateurs,6,2,G,10,0,114,124,550,NA,NA
NB1N,NA,1522,1D,EMA,2,NA,1,1,C,368,0,0,368,50,NA,NA
NB2L,NA,176,1D,WNY,2,Keuka Lake ARA,1,1,C,0,27,9,36,50,NA,NA
NC0B,NA,652,1E,CO,2,Boulder ARC,1,1,B,0,0,251,251,150,NA,NA
NC4AR,NA,306,1A,NC,2,Tri-Co. ARC (NC),5,1,B,0,14,0,14,250,NA,NA
NC4CA,NA,1594,4F,NC,2,Four Co. ARES,4,4,G,0,232,58,290,550,NA,NA
NC4CH (+KE8NNJ),KE8NNJ,2044,2F,NC,2,Chatham AuxComm Soc.,23,2,B,210,0,47,257,1110,NA,NA
NC4LC,NA,1056,2F,NC,2,Lincoln Co. RACES,6,2,C,0,90,73,163,550,NA,NA
NC4MC,NA,710,5A,NC,2,Montgomery ARS,5,5,B,0,0,70,70,570,NA,NA
NC4OC (+WD4FVO),WD4FVO,2652,4AC,NC,2,Onslow ARC,32,4,C,20,50,651,721,1070,NA,NA
NC4PC,NA,2270,3A,NC,2,Hampstead Hams,20,3,G,0,195,420,615,650,NA,NA
NC4SW (+NR4O),NA,1474,1B2,NC,2,NA,2,1,B,0,281,0,281,350,NA,NA
NC4TT,NA,1014,5AC,NC,2,Yadkin Valley ARC,5,5,C,23,56,174,253,350,NA,NA
NC5T,NA,0,3D,STX,0,NA,3,3,C,0,0,52,52,0,Y,NA
NC6V,NA,530,3E,ORG,2,NA,1,3,G,45,0,0,45,350,NA,NA
NC7G (+WA7ST),WA7ST,1989,2A,WWA,2,Highline ARC,26,2,B,94,0,124,218,1365,NA,NA
NC9P,NA,494,2D,STX,2,NA,2,2,C,0,111,0,111,50,Y,NA
ND1L,NA,120,1D,EMA,2,NA,1,1,C,0,0,35,35,50,NA,NA
ND4X,NA,1198,1E,KY,2,Paducah ARA,1,1,B,206,6,0,212,350,NA,NA
ND7T,NA,3456,2A,EWA,2,Desert Cabin,3,2,G,544,220,25,789,350,NA,NA
ND8D,NA,424,1C,OH,2,NA,1,1,B,64,0,9,73,150,NA,NA
ND8N,NA,1070,1D,AZ,2,Catalina RC and Radio Soc. of Tucson,1,1,C,212,43,0,255,50,NA,NA
ND9G,NA,70,1C,IN,2,NA,1,1,B,0,0,10,10,50,NA,NA
NE1FO,NA,1180,4A,NH,2,Northern New England Field AR Ops,5,4,B,69,0,127,196,650,NA,NA
NE2B,NA,138,1D,WNY,2,Binghamton ARA,1,1,C,16,0,12,28,50,NA,NA
NE5A,NA,1222,1D,OK,2,NA,1,1,C,293,0,0,293,50,NA,NA
NE7D,NA,1106,1D,OR,2,NA,1,1,C,264,0,0,264,50,NA,NA
NE7RD,NA,400,1E,OR,2,NA,1,1,B,55,0,15,70,150,NA,NA
NE7TE,NA,562,1D,AZ,2,Hassayampa AR Klub,1,1,C,103,0,0,103,150,NA,NA
NE7WY,NA,2606,3A,WY,2,North East WY ARA,14,3,G,0,304,520,824,350,NA,NA
NE9T,NA,278,1D,IN,2,Indy Midtown ARC,2,1,C,31,0,2,33,150,NA,NA
NE9U,NA,4844,2E,WI,2,Honey Badger Contesters,2,2,G,1092,51,11,1154,250,Y,NA
NF0T,NA,1286,1D,IA,2,NA,1,1,C,55,228,2,285,150,NA,NA
NF1T,NA,280,1E,WCF,2,NA,1,1,B,0,30,5,35,150,NA,NA
NF2L,NA,176,1D,WNY,2,NA,1,1,C,0,0,63,63,50,NA,NA
NF4AC,NA,7890,4A,NFL,2,Alachua EOC RC,15,4,G,374,1153,116,1643,1550,NA,NA
NF4CQ,NA,3344,4A,NFL,2,Columbia ARS,10,4,G,0,471,155,626,1150,NA,NA
NF4L,NA,450,1D,GA,2,NA,1,1,C,0,92,16,108,50,NA,NA
NF6P,NA,1452,1B1,EPA,2,Florida Contest Grp.,1,1,G,197,0,107,304,450,NA,NA
NG4L,NA,222,1D,WCF,2,Gulf Coast ARC,1,1,C,43,0,0,43,50,NA,NA
NG4S,NA,2090,1B2B,SC,5,NA,2,1,B,159,0,0,159,500,NA,NA
NG4V,NA,330,1B1,TN,2,NA,1,1,B,0,0,40,40,250,NA,NA
NG6X,NA,0,1D,MT,1,NA,1,1,C,115,0,208,323,0,Y,NA
NH6O,NA,360,1B1B,PAC,5,NA,1,1,B,1,0,0,1,350,NA,NA
NH7IT,NA,65,1C,PAC,5,NA,1,1,B,0,0,3,3,50,NA,NA
NI1E,NA,470,1D,NH,2,Granite State ARA,1,1,C,0,105,0,105,50,NA,NA
NI1X,NA,2112,5A,EMA,2,Whitman ARC,30,5,G,160,0,141,301,1190,NA,NA
NJ2AR (+K2HVE),K2HVE,2455,4AC,SNJ,2,Jersey Shore ARS,20,4,C,98,216,122,436,955,NA,NA
NJ2BC,NA,1890,2F,NNJ,2,Bergen Co. Em. Mgmt. RC,10,2,G,0,353,14,367,450,NA,NA
NJ2SP (+K2DFSI),K2DFSI,5135,3AB,NNJ,5,South Plainfield ARC,15,3,B,230,94,108,432,1355,NA,NA
NJ3A,NA,138,1D,DE,2,NA,1,1,C,0,0,44,44,50,NA,NA
NJ7A,NA,174,1D,UT,2,NA,1,1,C,0,31,0,31,50,NA,NA
NK2J,NA,1342,1E,AZ,2,NA,1,1,B,0,281,34,315,150,NA,NA
NK4DX,NA,1878,1B1,NFL,2,Florida Contest Grp.,1,1,G,48,284,0,332,550,NA,NA
NK4I,NA,444,1B1,TN,2,NA,1,1,B,0,0,22,22,400,NA,NA
NK9R,NA,322,1E,GA,2,NA,1,1,B,0,9,68,77,150,NA,NA
NM2AT,NA,692,3A,NM,2,The Albuquerque Bois,3,3,B,0,15,41,56,550,NA,NA
NM4N,NA,158,1D,TN,2,WCARES Contest Grp.,1,1,C,27,0,0,27,50,NA,NA
NM5HR,NA,1844,1A,NM,2,Rocky Mountain Ham Radio,6,1,G,0,143,311,454,650,NA,NA
NM7A,NA,340,1E,WWA,5,San Juan Co. ARS,3,1,B,0,0,38,38,150,NA,NA
NM8RC,NA,398,2F,MI,2,Top of Michigan ARC,8,2,C,0,19,86,105,150,NA,NA
NN0G,NA,894,1D,CO,2,Parker Radio Assn.,1,1,C,211,0,0,211,50,NA,NA
NN0JS,NA,214,1D,MO,2,MID-MO ARC,1,1,C,32,0,18,50,50,NA,NA
NN2L,NA,8170,1E,WNY,5,NA,1,1,B,802,0,0,802,150,NA,NA
NN3I,NA,1010,1B1B,MDC,5,Columbia (MD) ARA,1,1,B,36,0,0,36,650,NA,NA
NN3Q,NA,2650,1D,EPA,2,Frankford RC,1,1,C,650,0,0,650,50,NA,NA
NN3SI,NA,1260,2A,MDC,2,Smithsonian ARG,5,2,G,185,10,65,260,350,NA,NA
NN4SA,NA,2804,3E,AL,2,NASA Marshall Space Flight Center ARC,10,3,G,269,32,250,551,1100,NA,NA
NN4VA (+KM4KAF),KM4KAF,1516,3A,VA,2,Westmoreland ARC,10,3,B,3,25,257,285,890,NA,NA
NN5DE,NA,1326,1E,NTX,2,Mansfield-Johnson ARS,1,1,B,319,0,0,319,50,NA,NA
NN5NN,NA,150,1D,WY,2,NA,1,1,C,0,0,50,50,50,NA,NA
NN7BH,NA,122,1D,AZ,2,Tortolita RC,1,1,C,0,0,36,36,50,NA,NA
NN7O,NA,520,1B1B,ORG,5,Bishop ARC,1,1,B,22,0,0,22,300,NA,NA
NN8B,NA,1750,2D,OH,2,Lisbon Area ARA,1,2,C,0,425,0,425,50,NA,NA
NO2D,NA,498,1D,CO,2,Colorado QRP Club,1,1,C,112,0,0,112,50,NA,NA
NO5O,NA,0,1D,NV,1,Henderson ARC,1,1,C,0,0,145,145,0,Y,NA
NO5V,NA,525,1E,STX,5,NA,1,1,B,0,27,21,48,150,NA,NA
NO6B,NA,1185,2E,LAX,5,Pasadena RC,2,2,B,0,0,167,167,350,NA,NA
NO7G,NA,982,1D,MT,2,Hi-Line ARC,1,1,C,2,206,0,208,150,NA,NA
NP2Q (+KP2T),NA,2715,2B2B,VI,5,NA,2,2,B,0,234,25,259,250,NA,NA
NP2VI,NA,2708,1A,VI,2,St. Croix ARC,5,1,G,122,0,685,807,850,NA,NA
NP3X (+KP3Z),KP3Z,7930,2AC,PR,2,Monte del Estado FD Crew,7,2,C,1394,38,671,2103,860,NA,NA
NQ1W,NA,760,3A,EMA,2,Cape Ann ARA,10,3,B,0,0,5,5,750,NA,NA
NQ2W,NA,3250,1E,ENY,5,Hudson Valley Contesters and DXers,1,1,B,300,0,0,300,250,NA,NA
NQ9N,NA,804,1D,WI,2,NA,1,1,C,0,0,377,377,50,NA,NA
NR0AD,NA,2766,3F,MO,2,Platte Co. ARG,34,3,C,219,247,101,567,700,NA,NA
NR0Q,NA,1890,1D,OK,2,Young Amateurs RC,4,1,C,0,450,0,450,90,NA,NA
NR5ON,NA,1870,1E,NM,5,Rocky Mountain Ham Radio,2,1,B,0,150,4,154,350,NA,NA
NR6P,NA,426,2F,ORG,2,Coachella Valley ARC,16,2,C,18,57,28,103,70,NA,NA
NR6T,NA,155,1B1B,TN,5,NA,1,1,B,0,0,1,1,150,NA,NA
NR7WL,NA,1700,1AB,WWA,5,Narwhal ARS,13,1,B,0,105,0,105,650,NA,NA
NR7Z,NA,170,1B1,EB,2,NA,1,1,B,27,2,2,31,50,NA,NA
NR9E,NA,150,1B1C,IL,2,NA,1,1,C,0,0,50,50,50,NA,NA
NS0R,NA,7422,1D,KS,2,Kansas City Contest Club,1,1,C,1843,0,0,1843,50,NA,NA
NS1RA,NA,8864,3A,EMA,2,North Shore RA,27,3,G,1569,60,549,2178,1250,NA,NA
NS2N,NA,502,1D,WNY,2,NA,1,1,C,100,0,26,126,50,NA,NA
NS6X,NA,1620,1B1B,ENY,5,Ventura Co. ARC,1,1,B,11,126,0,137,250,NA,NA
NS7B,NA,250,1D,UT,2,NA,1,1,C,50,0,0,50,50,NA,NA
NS7F,NA,2075,1AB,AZ,5,Saguaro Nights ARC,9,1,B,82,35,11,128,850,NA,NA
NS8K,NA,1450,1D,MI,2,Cherryland ARC,1,1,C,350,0,0,350,50,NA,NA
NS8O,NA,1098,1E,OH,2,CW Operators' Club,1,1,B,212,0,0,212,250,NA,NA
NS9DX,NA,158,1D,IL,2,NA,1,1,C,0,0,54,54,50,NA,NA
NS9U,NA,155,1B1B,OH,5,NA,1,1,B,0,0,1,1,150,NA,NA
NT0B,NA,760,2A,MN,2,Mesabi Wireless ARC,10,2,G,0,0,55,55,650,NA,NA
NT0C,NA,2450,1D,MO,2,Macon Co. ARC,1,1,C,600,0,0,600,50,NA,NA
NT5AT,NA,530,1D,NTX,2,Richardson Wireless Klub,1,1,C,102,0,36,138,50,NA,NA
NT5CN,NA,440,1B1B,NTX,5,Majors Field ARC,1,1,B,0,0,38,38,250,NA,NA
NT5TT,NA,126,1D,NTX,2,Plano ARK,1,1,C,19,0,0,19,50,NA,NA
NT7C,NA,234,1E,KS,2,NA,1,1,B,0,21,0,21,150,NA,NA
NT7H (+WW7RG),WW7RG,1925,3A,WWA,2,The Olympia ARS,20,3,G,10,41,218,269,1285,NA,NA
NT7R,NA,456,1B1,AZ,2,NA,1,1,B,0,4,95,99,250,NA,NA
NU4SC,NA,1844,3D,SC,2,Low Country Contest Club,5,3,C,365,65,37,467,50,NA,NA
NU5DE,NA,1102,1E,STX,2,Naturist ARC,2,1,B,0,0,476,476,150,NA,NA
NU6N,NA,718,1E,SCV,2,NA,1,1,B,142,0,0,142,150,NA,NA
NU6R,NA,160,1B1,NTX,2,NA,1,1,B,0,0,5,5,150,NA,NA
NU7I,NA,764,1D,AZ,2,Arizona Outlaws Contest Club,1,1,C,176,0,5,181,50,NA,NA
NU8A,NA,958,1D,MI,2,Cherryland ARC,1,1,C,227,0,0,227,50,NA,NA
NV5S,NA,890,1E,STX,5,NA,1,1,B,74,0,0,74,150,NA,NA
NV7CV,NA,648,1A,NV,2,Sierra Intermountain Em. Radio Assn.,12,1,B,2,0,45,47,550,NA,NA
NW2C,NA,840,1A,NLI,2,Northeast Wireless RC,8,1,G,25,0,75,100,590,Y,NA
NW2K,NA,1390,1B1,NFL,2,Florida Contest Grp.,1,1,B,335,0,0,335,50,NA,NA
NW3L,NA,908,1B2,MDC,2,Queen Anne's ARC,2,1,G,128,0,73,201,250,NA,NA
NW3U,NA,246,1D,NC,2,South Wake ARC,1,1,C,0,0,98,98,50,NA,NA
NW7GO,NA,464,1D,WWA,2,Mike & Key ARC,1,1,C,0,103,1,104,50,NA,NA
NW8S (+N8ESG),N8ESG,11300,5A,OH,2,Black River Radio Ops,8,5,G,842,743,1195,2780,2570,NA,NA
NW8U,NA,1744,1D,WV,2,Central WV Wireless Assn.,1,1,C,416,0,15,431,50,NA,NA
NX1K,NA,460,1B1B,WMA,5,NA,1,1,B,21,0,0,21,250,NA,NA
NX3H,NA,774,1E,SC,2,Salkehatchie ARS,1,1,B,0,156,0,156,150,NA,NA
NX4N,NA,306,1D,SFL,2,NA,1,1,C,64,0,0,64,50,NA,NA
NX6D,NA,802,1E,EB,2,NA,1,1,B,0,163,0,163,150,NA,NA
NX8G,NA,78,1D,OH,2,Massillon ARC,1,1,C,0,7,0,7,50,NA,NA
NY0O,NA,365,1B1B,IA,5,Ft. Madison ARC,1,1,B,15,0,3,18,200,NA,NA
NY1V,NA,536,1D,IN,2,Soc. of Midwest Contesters,1,1,C,0,121,1,122,50,NA,NA
NY2H,NA,538,1D,NLI,2,NA,1,1,C,91,0,62,153,50,NA,NA
NY2U,NA,1206,3A,ENY,2,Troy ARA,9,3,G,0,6,16,22,1150,NA,NA
NY3B,NA,1050,1E,EPA,2,Frankford RC,1,1,B,250,0,0,250,50,NA,NA
NY4JB,NA,190,1D,TN,2,NA,1,1,C,0,35,0,35,50,NA,NA
NY4NC,NA,306,1B1,NC,2,Franklin Co. (NC) ARC,1,1,B,0,0,28,28,250,NA,NA
NY9P,NA,498,1D,NM,2,NA,1,1,C,112,0,0,112,50,NA,NA
NY9X,NA,970,1D,IL,2,NA,1,1,C,50,0,135,185,500,NA,NA
NZ0B,NA,282,1B1,IA,2,NA,1,1,B,0,0,16,16,250,NA,NA
NZ0T,NA,1034,1D,MO,2,Tri-Lakes ARC,1,1,C,246,0,0,246,50,NA,NA
NZ1D,NA,234,1D,NFL,2,Montachusett ARA,1,1,C,46,0,0,46,50,NA,NA
NZ2S,NA,336,1A,EWA,2,Inland Empire VHF Radio Amateurs,3,1,B,0,0,93,93,150,NA,NA
NZ2X,NA,4014,1E,GA,2,Piedmont ARC,1,1,G,0,891,0,891,450,NA,NA
NZ4CM,NA,154,1B1,NC,2,Moore Co. ARS,1,1,B,0,1,0,1,150,NA,NA
NZ5T,NA,1548,2AC,NTX,2,Lake Whitney ARS,20,2,C,133,132,69,334,350,NA,NA
NZ5TX,NA,214,1D,STX,2,Brazos Valley ARC,1,1,C,0,41,0,41,50,NA,NA
NZ5U,NA,614,1D,NM,2,NA,1,1,C,0,141,0,141,50,NA,NA
OM1ASZ,NA,230,1E,DX,2,NA,1,1,B,0,0,40,40,150,NA,NA
PA3BUD,NA,0,1D,DX,1,NA,1,1,C,10,8,0,18,0,Y,NA
PE1OBL,NA,174,1D,DX,2,NA,1,1,C,0,31,0,31,50,NA,NA
PT2ND,NA,330,1D,DX,2,NA,1,1,C,0,70,0,70,50,NA,NA
PY2EX,NA,856,1D,DX,2,NA,1,1,C,13,0,377,390,50,NA,NA
PY4NF,NA,54,1D,DX,2,NA,1,1,C,0,1,0,1,50,NA,NA
PY7MM,NA,122,1D,DX,2,Rio DX Grp.,1,1,C,18,0,0,18,50,NA,NA
RA3RCL,NA,554,1D,DX,2,NA,1,1,C,0,0,252,252,50,NA,NA
RC3W,NA,0,1D,DX,1,NA,1,1,C,3,0,0,3,0,Y,NA
S570CST,NA,232,1A,DX,2,NA,7,1,B,0,0,31,31,170,NA,NA
SA0UNX,NA,198,1D,DX,2,NA,1,1,C,0,12,0,12,150,NA,NA
SE3X,NA,130,1D,DX,2,NA,1,1,C,0,20,0,20,50,NA,NA
SM7PEV,NA,386,1D,DX,2,NA,1,1,C,0,84,0,84,50,NA,NA
TI3GB,NA,56,1D,DX,2,NA,1,1,C,0,0,3,3,50,NA,NA
UR7EC,NA,162,1B1,DX,2,NA,1,1,G,28,0,0,28,50,NA,NA
VA1CC,NA,350,1D,NS,2,Halifax ARC,1,1,C,75,0,0,75,50,NA,NA
VA2GCU,NA,488,1A,QC,2,Groupe de Communication d'Urgence,13,1,B,0,0,19,19,450,NA,NA
VA2KBR,NA,1062,1D,QC,2,NA,1,1,C,0,253,0,253,50,NA,NA
VA2KD,NA,470,1D,QC,2,NA,1,1,C,0,0,160,160,150,NA,NA
VA2PM,NA,2210,2D,QC,2,NA,2,2,C,0,540,0,540,50,NA,NA
VA2SIB,NA,226,1D,QC,2,NA,1,1,C,0,44,0,44,50,NA,NA
VA2UT,NA,748,1D,QC,2,NA,1,1,C,0,155,39,194,50,NA,NA
VA2VX (+VA2KB),NA,512,2B2,QC,2,NA,2,2,B,0,0,131,131,250,NA,NA
VA2YLB,NA,492,1D,QC,2,NA,1,1,C,0,87,47,134,50,NA,NA
VA3AG,NA,638,1D,GH,2,North Shore ARC (ON),1,1,C,0,147,0,147,50,NA,NA
VA3BXG,NA,406,1D,GH,2,York Region ARC,1,1,C,0,89,0,89,50,NA,NA
VA3CTA,NA,1884,3A,GH,2,Central Toronto ARC,15,3,G,104,44,311,459,670,NA,NA
VA3DO,NA,5272,4AC,ONE,2,Kingston Area Amateurs,4,4,C,339,506,721,1566,450,NA,NA
VA3DVY,NA,218,1D,GH,2,NA,2,1,C,0,37,0,37,70,NA,NA
VA3EC,NA,102,1D,GH,2,NA,1,1,C,13,0,0,13,50,NA,NA
VA3FH,NA,0,1D,ONS,1,NA,1,1,C,288,0,0,288,0,Y,NA
VA3FN,NA,2280,1B1B,ONS,5,NA,1,1,B,203,0,0,203,250,NA,NA
VA3GE,NA,574,1D,ONE,2,NA,1,1,C,131,0,0,131,50,NA,NA
VA3GMO,NA,916,1F,GH,2,Grupong Magellan Organization SRT,6,1,G,0,0,173,173,570,NA,NA
VA3IIF,NA,104,1D,GH,2,NA,1,1,C,12,0,3,15,50,NA,NA
VA3KEO,NA,584,1F,ONS,2,Inverhuron Ham RC,2,1,C,0,28,61,89,350,NA,NA
VA3KSF,NA,118,1D,ONS,2,Lambton Co. RC,1,1,C,17,0,0,17,50,NA,NA
VA3NFL,NA,568,1E,ONS,2,NA,1,1,B,0,103,3,106,150,NA,NA
VA3NLM,NA,832,1D,GH,2,North Shore ARC (ON),1,1,C,0,192,7,199,50,NA,NA
VA3NRR,NA,826,1A,ONE,2,Renfrew Co. ARC,10,1,G,0,0,148,148,530,NA,NA
VA3NSS,NA,316,1B1C,ONS,2,London ARC,1,1,C,0,1,121,122,70,NA,NA
VA3ONO,NA,176,1B1,GH,2,NA,1,1,B,0,0,13,13,150,NA,NA
VA3PAF,NA,106,1D,ONS,2,NA,1,1,C,14,0,0,14,50,NA,NA
VA3PMH,NA,68,1D,ONS,2,Kitchener-Waterloo ARC,1,1,C,0,0,9,9,50,NA,NA
VA3RFQ,NA,80,1D,GH,2,Niagara Peninsula ARC,1,1,C,0,0,15,15,50,NA,NA
VA3RKM,NA,1515,1B1B,ONE,5,Ottawa Valley QRP Soc.,1,1,B,60,36,1,97,550,NA,NA
VA3TAR,NA,322,1D,GH,2,NA,1,1,C,68,0,0,68,50,NA,NA
VA3THP,NA,1764,1E,ONE,2,Ottawa Valley Mobile RC,1,1,G,0,336,0,336,420,NA,NA
VA3TUK,NA,76,1D,GH,2,Niagara Peninsula ARC,1,1,C,0,0,13,13,50,NA,NA
VA3UG,NA,0,1D,ONS,1,Sun Parlour Retirees ARC,1,1,C,0,0,51,51,0,Y,NA
VA3WB,NA,610,1E,GH,2,Contest Club Ontario,1,1,B,115,0,0,115,150,NA,NA
VA3WEB,NA,620,1D,GH,2,North Shore ARC (ON),1,1,C,0,142,1,143,50,NA,NA
VA3WHC,NA,2075,3AB,GH,5,Western Hemisphere Amateur Contest Club,3,3,B,0,130,25,155,650,NA,NA
VA3WM,NA,178,1E,GH,2,Niagara Peninsula ARC,1,1,B,0,0,14,14,150,NA,NA
VA3WP,NA,930,1E,ONS,2,NA,1,1,B,0,98,34,132,470,NA,NA
VA3YLR,NA,540,1D,ONS,2,Inverhuron Ham RC,3,1,C,0,60,75,135,150,NA,NA
VA3YV,NA,4390,1B2B,ONS,5,NA,2,1,B,390,0,28,418,350,NA,NA
VA3YVE,NA,858,1D,GH,2,Burlington ARC,1,1,C,0,202,0,202,50,NA,NA
VA4ADM,NA,2390,1B1B,MB,5,NA,1,1,B,214,0,0,214,250,NA,NA
VA4CQ,NA,350,1E,MB,2,NA,1,1,G,0,25,0,25,250,NA,NA
VA4PAR,NA,2336,1AC,MB,2,Pathfinders ARC,5,1,C,0,0,1043,1043,250,NA,NA
VA5PAR,NA,644,2A,SK,2,Parkland ARC,3,2,B,0,0,197,197,250,NA,NA
VA6BED,NA,134,1D,AB,2,Calgary ARA,1,1,C,0,15,12,27,50,NA,NA
VA6RCN,NA,1118,1D,AB,2,Contest Club Ontario,1,1,C,122,106,78,306,50,NA,NA
VA6VA,NA,314,1A,AB,2,Grande Prairie Hams,4,1,S,7,0,58,65,170,NA,NA
VA6WWW,NA,82,1D,AB,2,NA,1,1,C,0,8,0,8,50,NA,NA
VA7CGM,NA,82,1D,BC,2,Comox Valley ARC,1,1,C,0,0,16,16,50,NA,NA
VA7CRC,NA,1324,3A,BC,2,Campbell River ARS,12,3,G,0,127,183,310,450,NA,NA
VA7GI,NA,0,1E,BC,1,Orca DX and Contest Club,1,1,B,152,0,0,152,0,Y,NA
VA7KBM,NA,158,1D,BC,2,Orca DX and Contest Club,1,1,C,0,27,0,27,50,NA,NA
VA7MM,NA,3152,2E,BC,2,Orca DX and Contest Club,5,2,B,493,108,99,700,550,NA,NA
VA7TOM,NA,174,1E,BC,2,NA,1,1,B,0,0,12,12,150,NA,NA
VA7VK,NA,0,1D,BC,1,NA,1,1,C,46,0,0,46,0,Y,NA
VE1ARC (+VE1WN),VE1WN,1176,2A,NS,2,Greenwood ARC,22,2,G,27,0,129,156,810,NA,NA
VE1AWR,NA,606,1A,NS,2,NA,3,1,B,0,0,178,178,250,NA,NA
VE1FO,NA,2164,2A,NS,2,Halifax ARC,13,2,G,70,0,222,292,1440,NA,NA
VE1LD (+VA1AVR),VA1AVR,7363,3A,NS,2,Annapolis Valley ARC and Kings Co. ARC,35,3,G,443,394,560,1397,2895,NA,NA
VE1VEI,NA,126,1D,NS,2,Greenwood ARC,1,1,C,19,0,0,19,50,NA,NA
VE2ARC (+VE2CWI),VE2CWI,3581,2A,QC,2,Montreal ARC/West Island ARC,35,2,B,427,46,172,645,1345,NA,NA
VE2CBS,NA,2415,1AB,QC,5,Club Radio Amateur Sorel-Tracy,7,1,B,129,97,1,227,150,NA,NA
VE2CQ (+VE2CDX),VE2CDX,5125,2A,QC,2,Club Radio Amateur de Quebec,36,2,G,188,443,233,864,2135,NA,NA
VE2CRD,NA,1206,2A,QC,2,Club Radioamateur de Drummondville,12,2,B,34,75,10,119,750,NA,NA
VE2CRL,NA,936,2A,QC,2,Club Radio Amateur Laval-Laurentides,5,2,B,19,5,95,119,650,NA,NA
VE2CRO,NA,1012,3A,QC,2,Club Radio Amateur de l'Outaouais,8,3,G,0,72,137,209,450,NA,NA
VE2CUR,NA,610,1AC,QC,2,Groupe Radio VE2RMP,8,1,C,2,112,52,166,50,NA,NA
VE2CVA,NA,752,3A,QC,2,Le Club de Radio Amateur de VE2CVA,10,3,G,0,0,1,1,750,NA,NA
VE2CVR,NA,1436,2A,QC,2,"Club Radioamateur de la Vallee du Richelieu
 du Richelieu",15,2,G,164,0,65,229,650,NA,NA
VE2CWQ,NA,1138,2A,QC,2,Club Radio Amateur VE2CWQ,13,2,B,32,1,178,211,650,NA,NA
VE2GT,NA,74,1D,QC,2,Club Radio Amateur Sorel-Tracy,1,1,C,1,4,2,7,50,NA,NA
VE2HEW,NA,1040,1D,QC,2,NA,1,1,C,59,132,13,204,250,NA,NA
VE2IAA,NA,410,1D,QC,2,NA,1,1,C,0,0,180,180,50,NA,NA
VE2KRT,NA,456,1A,QC,2,NA,4,1,B,0,0,143,143,170,NA,NA
VE2KZW,NA,810,1B1B,QC,5,Club Radio Amateur de l'Outaouais,1,1,B,56,0,0,56,250,NA,NA
VE2LJV,NA,60,1D,QC,2,NA,1,1,C,0,0,5,5,50,NA,NA
VE2MW,NA,210,1B1B,QC,5,Club Radio Amateur de l'Outaouais,1,1,B,0,0,12,12,150,NA,NA
VE2NTT,NA,2164,1D,QC,2,NA,1,1,C,0,0,1057,1057,50,NA,NA
VE2QV,NA,426,1D,QC,2,NA,1,1,C,69,0,0,69,150,NA,NA
VE2RRE,NA,52,1D,QC,2,NA,1,1,C,0,0,1,1,50,NA,NA
VE2TA,NA,1584,2F,QC,2,Club Radio Amateur de l'Estrie,2,2,C,0,212,293,505,150,NA,NA
VE2UMS,NA,3382,2AC,QC,2,Union Metropolitaine des Sans-filistes de Montreal,25,2,C,222,408,96,726,670,NA,NA
VE2VY,NA,504,1E,QC,2,NA,1,1,B,87,0,3,90,150,NA,NA
VE2WNF,NA,610,1D,QC,2,NA,1,1,C,0,140,0,140,50,NA,NA
VE2ZS,NA,382,1D,QC,2,NA,1,1,C,65,0,36,101,50,NA,NA
VE3AC (+VE3GSU),VE3GSU,4175,3A,ONN,2,Sudbury ARC,12,3,G,321,164,215,700,1805,NA,NA
VE3AIR,NA,1022,2A,ONE,2,Manotick ARG,4,2,G,0,0,86,86,850,NA,NA
VE3AQ,NA,1882,1D,GH,2,Contest Club Ontario,1,1,C,458,0,0,458,50,NA,NA
VE3AWS,NA,158,1D,GH,2,NA,1,1,C,0,0,54,54,50,NA,NA
VE3BK,NA,64,1D,GH,2,NA,1,1,C,0,0,7,7,50,NA,NA
VE3CJ,NA,1456,5A,GH,2,Burlington ARC,5,5,B,101,99,3,203,650,NA,NA
VE3CT,NA,2245,1B1B,ONE,5,Contest Club Ontario,1,1,B,205,3,3,211,150,NA,NA
VE3DC,NA,2614,6A,GH,2,Hamilton ARC,45,6,G,0,111,360,471,1450,NA,NA
VE3DLS,NA,218,1E,ONS,2,NA,1,1,B,0,0,34,34,150,NA,NA
VE3DQN,NA,620,1B1B,ONE,5,NA,1,1,B,47,0,0,47,150,NA,NA
VE3DVC,NA,358,1E,ONS,2,Haldimand Norfolk ARC,1,1,G,42,0,20,62,150,NA,NA
VE3EJM,NA,190,1E,ONS,5,NA,1,1,B,0,0,8,8,150,NA,NA
VE3EP,NA,510,1D,ONE,2,NA,1,1,C,104,0,22,126,50,NA,NA
VE3ETE,NA,454,1D,ONN,2,Manitoulin ARC,1,1,C,0,101,0,101,50,NA,NA
VE3FMK,NA,320,1D,ONE,2,Kingston Area Amateurs,1,1,C,0,0,85,85,150,NA,NA
