call_does_not_include_checklogs,gota_call,club_name,section,number_of_transmitters,category,power_source,final_score,total_qsos,total_cw_qs_os,total_digital_qs_os,total_phone_qs_os,power_multiplier,bonus_points,number_of_participants
W2LV,NA,Sussex Co ARC,NNJ,5,A,G,12806,3843,1629,96,2118,2,1670,30
W2MMD,NA,Gloucester Co ARC,SNJ,6,A,B,11152,2952,1766,123,1063,2,1470,35
W2MPX,NA,Metroplex ARC,NNJ,2,F,B,836,68,0,0,68,2,700,21
W2MRD,NA,NA,ENY,1,E,B,334,42,0,0,42,2,250,1
W2NPT,W2KBF,Fair Lawn ARC,NNJ,2,A,G,3022,576,330,0,246,2,1210,67
W2NYW,NA,Peekskill / Cortlandt ARA,ENY,2,A,G,2734,813,99,0,714,2,910,22
W2ODH/4,NA,NA,WCF,1,B1C,C,206,78,0,0,78,2,50,1
W2OFQ,NA,Rome RC,WNY,4,A,G,3664,735,422,0,313,2,1350,10
W2ORC,WA2DQL,Orleans Co ARC,WNY,2,F,C,6534,1605,1059,8,538,2,1190,24
W2OW,K2ZRO,Binghamton ARA,WNY,4,A,G,3244,635,245,157,233,2,1170,20
W2PE,NA,Radio Assn of Western New York,WNY,3,AC,C,2152,644,150,107,387,2,350,20
W2QYV,NA,NA,WNY,1,B2,G,400,50,25,0,25,2,250,2
W2RA,NA,NA,WNY,1,B2,G,7634,1846,1846,0,0,2,250,2
W2RAN,NA,NA,VA,1,B1B,B,545,46,33,0,13,5,150,1
W2RCT,NA,NA,NLI,1,E,B,218,34,0,0,34,2,150,1
W2RDX,W2AN,Rochester (NY) DX Assn,WNY,3,A,G,15092,4100,2421,0,1679,2,2050,50
W2RME,W2MK,Chenango Valley ARA,WNY,3,A,G,3882,911,220,100,591,2,1420,32
W2S,NA,SIARC +  Drumlins,WNY,6,A,O,2104,450,100,27,323,2,950,36
W2SO,NA,The Lancaster ARC,WNY,5,A,G,6066,1474,771,163,540,2,1250,13
W2VA,NA,Wantagh ARC,NLI,2,AC,C,272,94,17,0,77,2,50,10
W2VL,NA,LIMARC,NLI,5,A,G,3660,881,211,93,577,2,1290,70
W2XRX,W2EOC,XRX ARC + Monroe Co ARES,WNY,3,A,G,4186,1076,330,52,694,2,1270,25
W2XTV,NA,Atlantic Region Repeater Legion,NNJ,2,A,G,1708,359,220,0,139,2,550,5
W2YD,NA,Morris RC / Hanover Twsp OEM,NNJ,2,A,G,3776,700,469,94,137,2,1250,29
W2YRC,KF2FK,Yonkers ARC,ENY,3,A,G,2538,610,103,101,406,2,910,49
W2ZC,W2AXR,Salt City DX Assn,WNY,2,A,G,9192,2412,1729,0,683,2,910,11
W2ZJ,NA,ARA of the Southern Tier,WNY,3,AC,C,728,139,0,0,139,2,450,17
W2ZXR,NA,NA,NNJ,1,D,C,52,1,0,0,1,2,50,1
W3A,NA,Wireless Assn of South Hills,WPA,3,A,G,3530,893,533,64,296,2,550,20
W3ACH,N3TWU,Cumberland Valley ARC,WPA,3,A,B,2668,616,73,0,543,2,1290,43
W3AG,NA,NA,WPA,1,E,G,658,152,126,26,0,2,50,1
W3AI,NA,RF Hill ARC,EPA,5,A,G,2520,573,49,13,511,2,1250,20
W3AO,K3TBD,Potomac Valley RC & Columbia ARA,MDC,16,A,G,39430,12434,4229,1047,7158,2,4010,80
W3ARO,WA2YLY,Wayne Co ARC,EPA,6,A,G,4030,862,306,62,494,2,1570,16
W3BMD,NA,ICARC,WPA,2,A,G,992,271,0,0,271,2,450,9
W3BN,NA,NA,EPA,2,A,G,1332,288,0,3,285,2,750,35
W3BQC,NA,Boschveldt QRP Club,EPA,3,AB,B,1920,164,109,1,54,5,550,5
W3BTN,NA,North PennAmatrur RC,EPA,3,A,G,3076,702,151,0,551,2,1370,6
W3CC,NA,NA,EPA,1,B1,B,1002,213,213,0,0,2,150,1
W3CDI,NA,NA,MDC,1,D,C,808,229,150,0,79,2,50,2
W3CMA,NA,NA,EPA,4,A,G,1074,163,27,12,124,2,670,19
W3CSL,NA,Monessen ARC,WPA,3,A,G,1766,338,190,0,148,2,710,23
W3CU,NA,Maryland Mobileers ARC,MDC,3,A,G,2836,510,150,63,297,2,1390,24
W3CWC,W3HAG,Antietam Radio Assn,MDC,6,A,G,4688,858,528,103,227,2,1710,46
W3DE,NA,Delaware Valley ARS,DE,4,A,G,2418,735,49,20,666,2,810,15
W3DP,NA,NA,EPA,1,D,C,332,83,83,0,0,2,0,1
W3EM,W3AA,Phil-Mont Mobile RC,EPA,5,A,G,3032,945,122,14,809,2,870,50
W3EOC,NA,Chester Co ARES RACES,EPA,2,F,C,600,213,37,0,176,2,100,12
W3GIS,NA,NA,MDC,1,D,C,870,205,205,0,0,2,50,1
W3GV,NA,NA,WPA,4,E,G,2026,517,192,54,271,2,500,14
W3HDH,NA,NA,IL,1,D,C,332,169,113,0,56,1,50,1
W3HGT,NA,NA,WPA,1,E,G,3552,1197,454,0,743,2,250,7
W3IUU,NA,NA,MDC,1,D,C,494,111,39,72,0,2,50,1
W3KDR,NA,Dr Loomis Memorial Junior Mechanics League,MDC,1,A,G,3512,960,471,0,489,2,650,9
W3KGN,K3DCS,Adams Co ARS,EPA,3,F,C,2190,441,229,50,162,2,750,20
W3KS,NA,NA,DE,1,E,B,1056,403,0,0,403,2,250,1
W3KWH,NA,NA,WPA,3,E,G,1918,374,302,8,64,2,550,5
W3LAK,NA,NA,EPA,2,D,C,178,64,0,0,64,2,50,3
W3LIF,NA,NA,WPA,8,E,G,7720,2925,253,7,2665,2,1350,50
W3LL,NA,NA,MDC,1,E,G,2004,1764,0,90,1674,1,150,1
W3M,KV3B,MARC,MDC,5,A,G,5492,1486,198,197,1091,2,1730,36
W3MIE,N3QQH,Crawford ARS,WPA,2,A,G,4714,1138,447,112,579,2,1320,25
W3MUM,KC3IVN,Penn-Mar RC,EPA,2,A,G,2330,884,1,0,883,2,560,24
W3NTP,NA,NA,MDC,1,D,C,354,118,5,54,59,2,0,1
W3NWA,NA,Mid-Atlantic ARC,EPA,4,A,G,2108,326,53,0,273,2,1350,48
W3OC,KC3IXI,Two Rivers ARC,WPA,4,A,G,2376,632,61,0,571,2,990,19
W3OI,NA,Lehigh Valley ARC,EPA,2,A,G,1736,294,0,79,215,2,990,28
W3OK,NA,Delaware Lehigh ARC,EPA,2,A,G,2068,475,34,0,441,2,1050,50
W3PGA,NA,Aero ARC,MDC,5,A,G,2684,445,65,7,373,2,1650,16
W3PIE,NA,Uniontown ARC,WPA,2,A,G,2564,782,305,0,477,2,390,15
W3RLO,NA,NA,DE,1,D,C,54,17,0,10,7,2,0,1
W3RMS,NA,NA,EPA,1,E,G,850,600,0,0,600,1,250,1
W3RQ,NA,NA,MDC,1,D,C,94,11,11,0,0,2,50,1
W3RRR,NA,Red Rose Repeater Assn,EPA,10,A,G,1346,102,26,20,56,2,1050,19
W3RW,NA,Montgomeryville ARC,EPA,2,AC,C,1327,1277,0,0,1277,1,50,3
W3SGJ,NA,Beaver Valley ARA,WPA,3,A,G,1688,429,0,40,389,2,750,30
W3SK,NA,Penn Wireless Assn,EPA,4,A,G,3382,683,360,13,310,2,1270,25
W3SW,NA,NA,WNY,2,B2,B,1760,629,0,26,603,2,450,2
W3T,N3WXW,Pottstown Area ARC,EPA,3,A,G,4294,1160,352,0,808,2,1270,36
W3TCA,NA,Tri-County ARC,WPA,2,A,G,1382,341,80,0,261,2,540,14
W3TS,NA,NA,EPA,1,B1B,B,4710,426,426,0,0,5,450,1
W3TZ,NA,NA,AR,1,D,C,150,25,0,25,0,2,50,1
W3UDX,AA3YW,Butler Co ARA,WPA,5,A,G,6576,1733,1000,0,733,2,1110,14
W3US,NA,NA,MI,1,C,B,1818,428,406,0,22,2,150,1
W3USA,NA,Not Case ARC,OH,1,A,G,7434,1727,1665,0,62,2,650,3
W3VPJ,W3RGA,Susquehanna Valley ARC,EPA,2,A,B,5468,1481,758,0,723,2,990,33
W3VPR,NA,The Anne Arundel RC,MDC,5,A,G,3882,785,122,329,334,2,1410,32
W3WFI,NA,The Edgewood/York Connection,MDC,2,A,G,412,81,0,0,81,2,250,3
W3WRC,NA,World RC,SV,3,AC,C,1358,383,81,40,262,2,350,10
W3WT,NA,NA,EPA,1,B1B,B,2180,183,183,0,0,5,350,1
W3YI,NA,Panther ARC,WPA,2,AB,B,1120,77,73,4,0,5,350,6
W3YXE,NA,Radio Amateurs of Corry,WPA,3,A,B,1350,200,0,0,200,2,950,21
W3ZGD,NA,NA,EPA,2,E,G,2720,826,309,0,517,2,450,18
W3ZIC,NA,NA,WPA,6,A,G,2728,453,188,198,67,2,1050,8
W3ZKU,NA,NA,EPA,1,D,C,122,18,1,17,0,2,50,1
W4AAZ,K4F,North Okaloosa ARC,NFL,4,A,G,1950,177,44,29,104,2,1450,78
W4ABR,NA,Johnson City ARA,TN,3,A,B,2426,556,62,70,424,2,1050,12
W4AC,NA,Tamiami ARC,WCF,2,A,G,815,209,151,5,53,1,450,11
W4AET,NA,NA,TN,1,B1B,B,2005,315,26,0,289,5,300,1
W4AFC,NA,CARS/UPARC,WCF,3,AC,C,1622,362,0,54,308,2,790,34
W4AKH,NA,Ft Pierce ARC,SFL,2,AC,C,1064,85,72,0,13,2,750,23
W4AM,AE4MM,Chattanooga ARC,TN,2,A,G,1872,481,0,0,481,2,910,57
W4AMC,NA,Brightleaf ARC,NC,3,A,G,2060,500,105,100,295,2,650,20
W4AP,NA,Montgomery ARC,AL,2,A,G,5106,1228,800,0,428,2,1050,21
W4ATC,NA,NC State Univ Student ARS,NC,3,A,G,1226,304,0,34,270,2,550,5
W4ATD,KD4TGC,Decatur ARC,AL,2,A,G,1802,396,0,0,396,2,1010,32
W4ATL,NA,NA,GA,1,D,C,94,70,24,0,46,1,0,1
W4B,NA,Panama City ARC,NFL,2,F,G,5108,1027,846,56,125,2,1250,36
W4BAB,NA,NA,GA,1,E,B,2550,240,240,0,0,5,150,1
W4BCG,NA,NA,TN,1,D,C,198,37,0,37,0,2,50,1
W4BFB,NA,Mecklenburg ARS,NC,3,A,G,4158,1084,275,135,674,2,1170,47
W4BFT,NA,Beaufort Radio Amateur Group,SC,2,A,G,1158,47,3,4,40,2,1050,32
W4BOC,KM4YMI,Alford Memorial RC,GA,5,A,G,4230,773,387,80,306,2,1750,76
W4BTI,NA,Kennehoochie ARC,GA,2,A,G,1698,274,0,0,274,2,1150,20
W4BV,NA,Lincoln Co ARA,TN,4,A,G,1434,170,0,12,158,2,1070,7
W4C,KI4OAS,Springhill Repeater Assn Field Day,TN,3,A,G,5382,1137,320,309,508,2,1850,20
W4CA,AB4A,Roanoke Valley ARC,VA,3,A,G,2102,512,0,14,498,2,1050,24
W4CAE,N4BQQ,NA,SC,6,AC,C,2270,591,13,126,452,2,810,38
W4CB,NA,NA,VA,3,E,G,9612,2517,2014,0,503,2,550,4
W4CDA,WQ4Z,Wilderness Road ARC,KY,3,A,G,3596,713,400,0,313,2,1370,31
W4CHI,NA,NA,NC,1,D,C,156,53,0,0,53,2,50,1
W4CN,NA,NA,KY,2,A,G,2522,651,261,24,366,2,650,13
W4COV,NA,Virginia Mountain ARC,VA,2,F,C,2496,600,98,15,487,2,1070,7
W4CQ,NA,Charlotte ARC,NC,3,F,C,1462,210,0,91,119,2,860,9
W4CRA,W4F,Citrus Co ARC,NFL,4,A,G,2710,383,221,26,136,2,1450,30
W4CUE,KN4CXE,NA,AL,5,A,G,2718,545,77,2,466,2,1470,35
W4CUL,N4XI,Culpeper ARA,VA,3,A,G,2476,495,74,164,257,2,1010,25
W4CVY,W4FIZ,Columbus ARC,GA,3,A,G,8398,1885,1386,163,336,2,1530,47
W4DCG,NA,Tar River ARC,NC,1,F,C,314,7,0,0,7,2,300,3
W4DEX,NA,Rocky River Radio Rebels,NC,1,A,G,1088,469,0,0,469,2,150,3
W4DFC,NA,NA,GA,1,D,C,80,15,0,0,15,2,50,1
W4DFG,NA,Dutchfork ARG,SC,3,F,C,2784,985,48,129,808,2,460,13
W4DHN,NA,Wiregrass ARC,AL,1,A,G,3544,685,449,113,123,2,1050,32
W4DIT,NA,NA,TN,1,B1B,B,1210,86,86,0,0,5,350,1
W4DO,WA4TFZ,Albemarle ARC,VA,3,F,G,4624,1449,386,12,1051,2,930,48
W4DOC,NA,Atlanta RC,GA,3,A,B,668,138,1,0,137,2,390,15
W4DRN,NA,Dummy Loads Contest Group,AL,2,A,G,6372,1725,1086,0,639,2,750,6
W4DUX,NA,Peace River Radio Assn,WCF,3,A,G,4890,1143,602,125,416,2,1150,10
W4DV,NA,ARC of Augusta,GA,4,A,G,1940,355,2,88,265,2,1050,10
W4DW,W4RAL,Raleigh ARS,NC,8,A,G,11636,3494,1285,84,2125,2,1910,48
W4DXA,NA,Carolina DX Assn,NC,1,F,C,1520,651,84,0,567,2,50,2
W4ECA,AC4AC,Effingham Co ARES,GA,3,F,C,2430,431,85,134,212,2,1130,37
W4ECO,NA,NA,GA,3,E,B,296,123,0,0,123,2,50,6
W4ELP,NA,NA,GA,1,D,C,800,200,200,0,0,2,0,1
W4ES,NA,NA,AZ,1,E,G,170,35,0,0,35,2,100,1
W4EZ,NA,Orange Co Radio Amateurs/Durham FM Assn,NC,9,AB,B,19760,1973,1370,159,444,5,2250,49
W4FAR,NA,Foothills ARC,NC,2,AC,C,882,216,0,0,216,2,450,17
W4FD,W4APP,Ashe Co ARC,NC,2,A,G,1562,257,29,0,228,2,990,20
W4FPC,NA,NA,NFL,3,D,C,2064,1575,12,27,1536,1,450,13
W4FWD,WX4BK,West Georgia ARS,GA,3,F,C,1368,176,21,12,143,2,950,15
W4GBR,NA,North DeKalb QRP Cabal,AL,1,AB,B,3700,315,315,0,0,5,550,32
W4GGM,NA,Maury ARC,TN,3,A,B,3620,750,535,0,215,2,1050,15
W4GHV,NA,NA,NC,1,E,G,500,155,21,24,110,2,100,2
W4GL,NA,Sumter ARA,SC,2,AC,C,910,380,0,0,380,2,150,10
W4GO/M,NA,NA,VA,1,C,G,207,57,0,0,57,1,150,2
W4GR,KW4AL,GARS / Gwinnett ARES,GA,8,A,G,9436,2350,1099,224,1027,2,2090,97
W4GS,NA,Grand Strand ARC,SC,5,A,G,3360,667,388,0,279,2,1250,34
W4GSO,NA,NA,NC,2,A,G,2508,1003,26,0,977,2,450,10
W4GTA,NA,Tri-States ARC,GA,2,AC,C,1144,150,0,47,103,2,750,10
W4GZX,NA,NA,TN,5,E,G,3966,920,337,51,532,2,1350,91
W4HAY,NA,NA,TN,1,D,C,320,80,80,0,0,2,0,1
W4HFH,NA,Alexandria RC,VA,5,A,G,3256,748,175,0,573,2,1410,25
W4HOG,NA,NA,NC,4,D,C,3504,1228,349,0,879,2,350,12
W4HRL,NA,NA,VA,1,D,C,162,56,0,0,56,2,50,1
W4HS,NA,Wayne Co AR Assn,NC,5,A,G,5428,1469,517,3,949,2,1450,24
W4HZL,NA,Middle Peninsula ARC,VA,2,A,B,2748,673,276,0,397,2,850,36
W4IY,W4AD,Woodbridge Wireless,VA,12,A,G,20930,5435,3311,394,1730,2,2650,42
W4J,NA,Jupiter Tequesta Repeater Group,SFL,1,A,G,950,50,0,0,50,2,850,12
W4JDS,NA,NA,GA,1,D,C,182,33,33,0,0,2,50,1
W4JNB,NA,Muscle Shoals ARC,AL,3,A,G,8492,2323,1198,0,1125,2,1450,40
W4KBL,NA,Princeton Ham RC,KY,3,A,G,1494,270,1,26,243,2,900,8
W4KVK,NA,Henderson ARC,KY,4,A,B,1364,62,33,12,17,2,1150,12
W4LHS,NA,Coastal ARS,GA,3,A,G,2226,558,0,0,558,2,1110,35
W4LID,NA,NA,KY,1,D,C,266,133,0,0,133,2,0,1
W4LKZ,NA,Sumner Co ARA,TN,4,A,G,1394,225,47,0,178,2,850,30
W4LX,NA,FMARC,SFL,5,A,G,3354,601,200,51,350,2,1650,20
W4M,NA,Milledgeville ARC,GA,2,AC,C,1064,57,0,0,57,2,950,20
W4MHG,NA,Mile Highlander Group,TN,2,A,B,528,31,5,3,23,2,450,9
W4MIN,NA,NA,WCF,3,D,C,214,70,0,12,58,2,50,8
W4ML,NA,NA,VA,1,D,C,1590,1025,515,0,510,1,50,1
W4MLB,AF4Z,Platinum Coast ARS,SFL,2,F,B,6056,1454,789,0,665,2,1570,32
W4MM,NA,NA,GA,2,A,B,424,187,0,0,187,2,50,5
W4MOE,NA,Western Carolina ARS,NC,6,A,G,1490,299,0,71,228,2,750,15
W4MT,NA,Peninsula ARC,VA,3,A,G,3408,1035,0,94,941,2,1150,75
W4NC,W4S,Forsyth ARC,NC,9,A,G,13494,3559,1951,122,1486,2,2230,62
W4NGT,NA,North Georgia Tri-State ARC,GA,3,A,G,1210,181,24,50,107,2,700,19
W4NJA,NA,Paducah ARA,KY,3,A,G,8370,2440,1193,77,1170,2,950,16
W4NNK,NA,Rappahannock ARA,VA,2,F,C,1526,483,25,0,458,2,510,10
W4NPS,NA,Radio Amateur Society of Norfolk,VA,3,A,G,1375,605,0,20,585,1,750,13
W4NPT,NA,North Port ARC,WCF,3,A,G,3570,714,558,88,68,2,850,15
W4NUN,NA,NA,GA,2,D,C,2216,559,449,0,110,2,200,7
W4NYK,NA,Blue Ridge ARS,SC,3,A,B,1378,316,0,48,268,2,650,8
W4OB,NA,NA,GA,1,B1B,B,335,47,0,0,47,5,100,1
W4OLB,KI5SF,Smoky Mt ARC,TN,5,A,G,8422,2654,656,286,1712,2,1230,23
W4OT,NA,Vero Beach ARC,SFL,5,A,G,2566,338,204,16,118,2,1450,54
W4OVH,NA,Ole Virginia Hams,VA,4,A,G,4144,772,475,30,267,2,1590,31
W4OWL,NA,Barred Owl RC,VA,2,AB,B,2820,247,188,19,40,5,550,5
W4PAR,NA,NA,NC,2,D,C,374,155,7,0,148,2,50,9
W4PL,NA,Tennessee Valley DX Assn,TN,2,A,G,5890,1671,1099,0,572,2,350,16
W4PRC,NA,Winchester Pioneer ARC,KY,2,F,C,724,232,0,0,232,2,260,11
W4R,NA,MGRA/CGARC,GA,5,A,G,3674,858,0,274,584,2,1410,51
W4RKC,NA,Shenandoah Valley ARC,VA,4,A,G,4156,1034,429,40,565,2,1150,17
W4RSC,NA,Silver Comet ARS,GA,3,A,G,1094,202,0,10,192,2,670,28
W4SDJ,NA,WCARS-Murphy / Cherokee Co ARES,NC,5,A,G,1796,294,0,29,265,2,1150,9
W4SK,NA,NA,TN,1,B1B,B,3050,300,300,0,0,5,50,1
W4SNC,NA,Iredell Co ARS,NC,5,A,G,5296,1511,0,297,1214,2,1680,11
W4T,KT4BW,Cumberland Plateau ARC,TN,3,A,G,5038,1014,620,210,184,2,1350,24
W4TA,NA,NA,WCF,3,E,G,4236,1335,495,13,827,2,550,30
W4TDV,NA,NA,VA,1,E,B,1050,90,90,0,0,5,150,1
W4TIY,WX4RAY,NA,GA,4,A,B,3238,745,457,42,246,2,750,8
W4TRC,WB4DES,Kingsport-Bays Mountain ARC,TN,3,A,G,1890,320,41,9,270,2,1150,16
W4TZX,NA,NA,KY,1,D,C,404,177,0,0,177,2,50,1
W4UA,KM4WON,High Point ARC,NC,3,AC,C,3078,880,0,134,746,2,1050,34
W4UC,NA,Five Flags ARA,NFL,3,F,G,1296,173,0,0,173,2,950,27
W4UCJ,KK4ZYB,Thomasville ARC,GA,4,F,C,548,118,28,33,57,2,190,6
W4UD,NA,Bristol ARC,TN,4,A,G,8494,2386,1156,0,1230,2,1410,56
W4UG,NA,VBARC & VADXCC,VA,4,A,G,6222,1429,814,193,422,2,1350,26
W4ULH,WX4ARC,Florence ARC,SC,3,A,G,3300,556,329,120,107,2,1290,28
W4UOT,NA,Middle Tenn ARS,TN,3,A,G,1340,255,1,99,155,2,630,32
W4UT,NA,NA,TN,1,E,B,2415,230,223,0,7,5,150,1
W4V,NA,62 Bald Rock Repeater Group,AL,2,F,C,880,265,0,0,265,2,350,19
W4VA,KW4VA,NA,VA,3,A,G,6582,1639,872,115,652,2,1330,24
W4VIC,NA,NA,VA,1,D,C,420,200,170,0,30,1,50,1
W4VIY,NA,Milton ARC,NFL,3,A,O,3886,763,535,70,158,2,1150,23
W4WC,NA,Andrew Johnson ARC,TN,6,A,G,5888,1426,958,85,383,2,950,21
W4WE,NA,NA,AL,1,B2B,B,400,10,0,0,10,5,350,2
W4WVP,NA,Arlington ARC,VA,2,A,G,884,323,44,0,279,2,150,15
W4XD,K4MRA,NA,VA,3,A,G,8796,2342,1116,115,1111,2,1650,85
W4YG,NA,NA,VA,1,E,G,254,102,0,0,102,2,50,1
W4YK,NA,Blue Ridge ARC,NC,3,A,G,4340,1118,364,163,591,2,1050,15
W4YPW,NA,NA,OH,1,D,C,128,39,0,0,39,2,50,1
W4ZPR,NA,NA,VA,1,B1,B,388,47,47,0,0,2,200,1
W5/MMØLID,NA,NA,STX,1,D,C,1920,935,835,0,100,1,150,1
W5ABD,NA,Westside ARC,LA,1,A,B,352,1,0,0,1,2,350,7
W5AHS,NA,NA,AR,1,A,G,2200,801,154,0,647,2,290,5
W5ANR,NA,NA,AR,2,A,G,3480,837,678,0,159,2,450,5
W5AOK,NA,Tri-State ARG,OK,3,AC,C,558,160,84,0,76,2,70,15
W5AUU,NA,Faulkner Co ARC,AR,3,A,G,2898,816,2,36,778,2,1190,25
W5AWP,W5OA,Alcorn Co ARES,MS,4,A,G,2018,414,0,0,414,2,1190,31
W5BCS,NA,Bryan ARC,STX,2,A,G,1428,215,23,1,191,2,950,62
W5BMC,NA,Bayouland Emergency AR Service,LA,2,F,C,806,28,0,0,28,2,750,15
W5C,NA,Cove Repeater Assn,NTX,4,A,G,2134,335,14,118,203,2,1200,40
W5CCW,NA,NA,MS,2,D,C,890,193,117,0,76,2,270,4
W5CFC,NA,Cy-Fair CERT,STX,3,A,G,804,27,0,0,27,2,750,6
W5CSY,NA,NA,NM,3,A,B,790,38,32,0,6,2,650,3
W5CT,NA,NA,STX,2,E,G,12836,3792,2491,0,1301,2,270,9
W5DRR,NA,NA,VA,1,D,C,124,37,0,0,37,2,50,1
W5DRZ,KG6HOU,Broken Arrow ARC,OK,3,A,G,1862,389,179,38,172,2,650,45
W5EA,NA,Northeast Louisiana ARC,LA,2,A,G,2092,451,259,1,191,2,670,25
W5ENT,NA,Rains/Hopkins Co ARCs,NTX,2,F,G,902,81,7,38,36,2,650,27
W5F,NA,Red River AR Enthusiasts,OK,3,AB,B,1190,54,0,54,0,5,650,3
W5FC,NA,Dallas ARC,NTX,4,A,G,3188,540,188,81,271,2,1570,100
W5GAD,NA,NA,LA,3,E,G,3328,767,320,72,375,2,1010,50
W5GIX,K5LSU,Baton Rouge ARC,LA,3,A,B,3106,767,337,104,326,2,690,50
W5GWD,N5PYQ,Chickasaw ARA,MS,2,A,B,1688,449,0,0,449,2,790,30
W5HRC,W5HRC,Hurst ARC,NTX,3,A,G,1486,125,33,0,92,2,1170,32
W5HUM,NA,Ouachita ARA,AR,2,A,B,812,81,0,0,81,2,650,9
W5IDX,NA,NA,STX,1,A,G,618,229,0,0,229,2,160,3
W5IEM,NA,NA,KY,1,C,B,270,110,0,0,110,2,50,1
W5IRP,NA,Angelina Co ARES/Deep East Texas ARC,STX,1,F,C,808,285,27,7,251,2,170,26
W5JAS,NA,Lakes Area ARC,STX,2,AC,C,1096,73,0,0,73,2,950,9
W5JDX,NA,NA,MS,4,E,G,1056,237,0,66,171,2,450,4
W5JEP,NA,NA,AR,1,D,C,124,37,0,0,37,2,50,1
W5JVR,NA,NA,GA,1,E,G,702,113,113,0,0,2,250,1
W5KA,K5LBJ,Austin ARC,STX,3,A,O,2614,414,256,32,126,2,1210,46
W5KTC,NA,Port Lavaca ARC,STX,2,A,B,1912,263,185,33,45,2,950,5
W5LRP,NA,South East Arkansas Contest Group,AR,1,A,G,550,99,0,1,98,2,350,4
W5LVC,W5EVT,Lewisville ARA,NTX,3,F,G,1680,220,0,0,220,2,1240,43
W5MAG,NA,Mt Magazine ARC,AR,4,A,G,1824,281,0,16,265,2,1230,12
W5MEL,W5TJS,Oklahoma City AutoPatch Assn,OK,4,A,G,5346,1114,685,134,295,2,1480,50
W5MMW,NA,NA,SCV,1,B1,B,380,44,0,21,23,2,250,1
W5MSQ,NA,NA,STX,2,E,B,1425,161,114,0,47,5,50,5
W5NA,NA,Mobile ARC,AL,2,F,C,1766,355,203,0,152,2,650,10
W5NAC,NA,NA,NTX,3,F,C,1488,254,163,2,89,2,650,10
W5NC,KF5LFK,NARS,STX,2,A,G,2592,540,335,36,169,2,770,30
W5NEM,KE5LUX,Northeast Mississippi Radio Amateurs,MS,2,A,G,3472,1002,259,0,743,2,950,13
W5NFL,NA,Navarro ARC,NTX,2,F,C,600,55,0,0,55,2,490,25
W5NN,NA,NA,MO,1,C,G,962,200,196,0,4,2,170,3
W5NOR,WB5ULK,South Canadian ARS,OK,2,A,G,4970,1122,838,0,284,2,1050,100
W5OBM,K5OLV,NA,MS,3,A,G,3562,1154,50,2,1102,2,1150,15
W5PAA,NA,Aeronautical Center ARC,OK,2,A,G,1998,291,200,33,58,2,950,9
W5PDO,NA,LAARC,NM,2,A,G,2716,608,188,57,363,2,1010,15
W5QX,W5MAT,San Angelo ARC,WTX,2,A,G,1028,68,0,26,42,2,840,23
W5R,NA,NWA Wx Watch,AR,4,A,G,1662,310,166,0,144,2,710,4
W5RDL,NA,NA,NM,1,C,G,156,28,0,0,28,2,100,1
W5RIN,WB5YDA,Beaumont ARC,STX,3,AC,C,3724,761,423,138,200,2,1080,49
W5ROK,NA,NA,NTX,3,D,C,4376,1241,772,0,469,2,350,6
W5RRR,NA,JSCARC,STX,5,F,G,2398,487,37,0,450,2,1350,20
W5RTA,NA,NA,STX,3,D,C,954,379,23,0,356,2,150,9
W5SAF,NA,Santa Fe ARES,NM,1,A,B,730,15,0,0,15,2,700,18
W5SC,NA,San Antonio RC,STX,4,A,G,1766,259,1,58,200,2,1130,35
W5SGL,NA,Mississippi Coast ARA,MS,4,AC,C,1800,375,0,50,325,2,950,24
W5SH,NA,Kilocycle Club Of Fort Worth,NTX,5,AC,C,2930,641,325,114,202,2,770,21
W5SI,KE5MSE,Texas Emergency Amateur Communicators,STX,6,F,C,1956,484,100,69,315,2,650,81
W5SLA,NA,NA,LA,3,F,C,810,58,22,0,36,2,650,6
W5SSV,NA,NA,STX,3,D,C,690,170,0,0,170,2,350,36
W5SUL,NA,Sulphur ARC,LA,3,A,G,1156,93,0,0,93,2,970,18
W5T,NA,WX5FWD Skywarn Team,NTX,1,F,C,1618,283,0,1,282,2,1050,8
W5TCR,NA,Tishomingo ARC,MS,4,AC,C,1244,277,150,10,117,2,370,9
W5TMC,NA,NA,OK,1,D,C,1210,580,0,0,580,2,50,1
W5TTY,NA,NA,STX,1,D,C,146,48,0,0,48,2,50,1
W5UR,NA,Albuquerque DX Assn,NM,1,A,G,3236,754,589,0,165,2,550,6
W5USJ,NA,NA,NTX,1,D,C,134,21,21,0,0,2,50,1
W5VDM,NA,NA,STX,1,D,C,20,5,5,0,0,2,0,1
W5W,W5PFC,Central Mississippi ARA,MS,3,A,G,1718,359,51,24,284,2,850,21
W5WB,W5AUY,Southwest Dallas Co ARC,NTX,2,AC,C,2972,563,268,0,295,2,1310,35
W5WIL,NA,NA,OK,1,B1B,B,1050,100,100,0,0,5,50,1
W5WQ,NA,Southwest Mississippi ARC,MS,1,A,B,1790,178,25,67,86,2,1250,24
W5WRA,NA,Lawrence Co ARC,AR,2,AC,C,942,113,11,12,90,2,670,33
W5WTC,NA,NA,OK,1,B1,B,690,110,0,0,110,2,470,1
W5WTM,NA,Matagorda Co ARC,STX,2,A,G,1716,264,150,9,105,2,870,38
W5YA,AD5A,Rancho Escondido ARC,NM,3,AB,B,13840,1317,1123,18,176,5,1550,11
