call,gota_call,score,category,section,pwr_mult,club_name,participants,xmtrs,power_source,total_cw_qs_os,total_digital_qs_os,total_phone_qs_os,total_qs_os,bonus_points
K0YR,NA,396,1D,MN,2,Mora Open Repeater Assn,1,1,C,0,0,173,173,50
K0ZBI,NA,208,1D,MN,2,Hiawatha Valley ARC,1,1,C,1,0,27,28,150
K0ZJD,NA,190,1E,GA,2,Woodbridge Wireless,1,1,B,0,0,20,20,150
K0ZR,NA,948,1D,VA,1,Loudoun ARG,1,1,C,449,0,0,449,50
KP2AD,NA,468,1B2,VI,2,Water Island DX group,2,1,G,0,0,109,109,250
KP2J,NA,282,1D,VI,2,St. Thomas ARC,1,1,C,0,0,16,16,250
KP2L,NA,930,1D,SC,2,North Augusta Belvedere RC,1,1,C,0,220,0,220,50
KP2RH,NA,60,1D,VI,2,St. Thomas ARC,1,1,C,0,0,5,5,50
KP2RUM,NA,2336,2E,VI,2,St. Croix ARC,2,2,G,506,0,31,537,250
KP4DQC,NA,530,1D,PR,2,Federacion de Radio Aficionados de Puerto Rico,1,1,C,0,107,26,133,50
KP4EC,NA,3806,3A,PR,2,Los Fanfarrones FD Squad,6,3,G,672,78,128,878,550
KP4FRA,NA,366,2C,PR,2,Federacion de Radio Aficionados de Puerto Rico,2,2,C,0,0,8,8,350
KP4JFR,NA,338,1D,PR,2,Federacion de Radio Aficionados de Puerto Rico,1,1,C,0,72,0,72,50
KP4JJO,NA,306,2D,PR,2,Federacion de Radio Aficionados de Puerto Rico,1,2,C,0,35,8,43,150
KP4JRS,NA,890,1D,PR,2,Federacion de Radio Aficionados de Puerto Rico,1,1,C,210,0,0,210,50
KP4LBA,NA,176,1D,PR,2,Radio Operadores Del Este,1,1,C,0,31,1,32,50
KP4MD,NA,586,1D,SV,1,River City AR Comms Soc,1,1,C,106,42,140,288,150
KP4NET,WP3B,260,1A,PR,2,L.A.R.E.S. NET,5,1,G,0,0,70,70,120
KP4P,NA,746,1D,STX,2,NA,1,1,C,174,0,0,174,50
KP4RD,NA,594,1D,PR,2,Radio Operadores Del Este,1,1,C,136,0,0,136,50
KP4RMG,NA,194,1D,PR,2,Federacion de Radio Aficionados de Puerto Rico,1,1,C,0,31,10,41,50
KP4RV,NA,1004,1D,PR,2,Radio Operadores Del Este,1,1,C,0,101,275,376,50
KP4WA,NA,136,1D,PR,2,Radio Operadores Del Este,1,1,C,0,0,43,43,50
KQ1P,NA,790,1B1B,ME,5,Ellsworth ARA,1,1,B,64,0,0,64,150
KQ3K,NA,362,1D,NFL,2,Silver Springs RC,1,1,C,0,78,0,78,50
KQ3O,NA,174,1D,NFL,2,Tallahassee ARS,1,1,C,0,31,0,31,50
KQ4KK,NA,140,1D,SC,2,North Augusta Belvedere RC,1,1,C,0,0,45,45,50
KQ4KX,NA,838,1D,WCF,2,Lakeland ARC,1,1,C,159,31,14,204,50
KQ6BN,NA,258,1E,EB,2,Hayward RC,1,1,G,0,0,54,54,150
KQ6DI,NA,298,1E,SV,2,NA,1,1,B,0,0,24,24,250
KQ6NO,NA,318,1D,SB,2,Ventura County ARS,1,1,C,67,0,0,67,50
KQ6OL,NA,100,1D,EB,2,Lamorinda Area Radio Interest Group,1,1,C,0,0,25,25,50
KQ6RS,NA,100,1A,SDG,2,Poway ARS,3,1,B,0,0,25,25,50
KQ7TJ,NA,546,1E,NV,2,High Sierra Field Day Group,1,1,B,49,0,0,49,350
KQ9J,NA,290,1D,WI,2,NA,1,1,C,60,0,0,60,50
KQ0J,NA,106,1D,WCF,2,Sun City Center ARC,1,1,C,0,14,0,14,50
KQ0Q,NA,196,1D,MO,2,Nixa ARC,1,1,C,0,0,73,73,50
KR1ST,NA,650,1D,EPA,1,NA,1,1,C,0,0,600,600,50
KR2AA,NA,3274,1D,NLI,1,NA,1,1,C,1612,0,0,1612,50
KR2D,NA,602,1D,NNJ,2,Sussex County ARC,1,1,C,138,0,0,138,50
KR2E,NA,60,1D,AZ,2,Arizona Outlaws Contest Club,1,1,C,0,0,5,5,50
KR3DX,NA,89,1D,WPA,1,Albuquerque DX Assn,1,1,C,0,0,39,39,50
KR4AE,NA,4010,1E,GA,5,North Georgia QRP Club,1,1,B,386,0,0,386,150
KR4F,NA,3270,1D,AL,2,Huntsville ARC,1,1,C,805,0,0,805,50
KR4FK,NA,390,1D,TN,2,Smoky Mountain ARC,1,1,C,0,0,120,120,150
KR4JY,NA,270,1D,AL,2,Montgomery Amateur Club,1,1,C,0,0,110,110,50
KR4S,NA,106,1D,IL,2,Twin City (IL) ARC,1,1,C,0,0,28,28,50
KR4U,NA,678,1D,WCF,2,Aardvark Wireless Group,1,1,C,100,57,0,157,50
KR4UB,NA,1198,1D,NC,2,Orange County Radio Amateurs & Durham FM Assn,1,1,C,0,287,0,287,50
KR5QA,NA,140,1D,NTX,2,Ellis County ARC,1,1,C,0,0,45,45,50
KR6AI,NA,380,1B1B,SV,5,NA,1,1,B,33,0,0,33,50
KR6BG,NA,48,1D,SDG,2,Ramona Outback ARS,1,1,C,0,0,24,24,0
KR6CV,NA,128,1D,LAX,2,South Pasadena ARC,1,1,C,0,0,39,39,50
KR6SSY,NA,1070,3E,SDG,2,Fallbrook ARC,3,3,G,0,0,310,310,450
KR7W,NA,452,1D,WWA,2,Radio Club of Tacoma,1,1,C,100,0,1,101,50
KR7X,NA,462,1E,OR,2,Willamette Valley DX Club,1,1,B,48,30,0,78,150
KR0P,NA,958,1D,NE,2,NA,1,1,C,0,227,0,227,50
KR0RD,NA,348,1E,MO,2,St Louis & Suburban RC,1,1,G,0,0,124,124,100
KR0U,NA,1270,1E,CO,5,Colorado QRP Club,1,1,B,112,0,0,112,150
KS1G,NA,512,1B1,VA,2,Loudoun ARG,1,1,B,0,0,31,31,450
KS2G,NA,1254,1D,NLI,2,Radio Central ARC and Order of Boiled Owls of NY,1,1,C,32,0,438,470,250
KS2YL,NA,322,1D,WNY,2,Keuka Lake ARA,1,1,C,68,0,0,68,50
KS3H,NA,326,1E,VA,2,NA,1,1,G,2,0,84,86,150
KS3K,NA,862,1D,SFL,2,West Palm Beach Amateur Radio Group,1,1,C,131,41,12,184,150
KS3O,NA,454,1B2C,MDC,2,Columbia (MD) ARA,2,1,C,0,31,40,71,250
KS3RO,NA,274,2D,EPA,2,Lehigh Valley ARC,1,2,C,0,56,0,56,50
KS3Z,NA,862,1B1,EPA,2,North Penn ARC,1,1,G,0,0,141,141,580
KS4BO,NA,160,1D,VA,2,Roanoke Valley ARC,1,1,C,0,0,55,55,50
KS4FE,NA,56,1D,KY,2,NA,1,1,C,0,1,1,2,50
KS4GD,NA,66,1D,GA,2,FVVFD,1,1,C,0,4,0,4,50
KS4KJ,NA,954,1D,GA,2,North Fulton ARL,1,1,C,0,0,402,402,150
KS4KY,NA,362,1E,GA,2,Alford Memorial RC,1,1,B,0,0,106,106,150
KS4L,NA,974,1D,AL,2,Huntsville ARC,1,1,C,206,0,0,206,150
KS4S,NA,322,1D,NC,2,NA,1,1,C,68,0,0,68,50
KS4TAC,NA,274,1E,AL,2,Montgomery Amateur Club,1,1,S,0,0,62,62,150
KS4V,NA,1098,1D,KY,2,Paducah ARA,1,1,C,160,77,0,237,150
KS4X,NA,1585,1E,TN,5,Tennessee Contest Group,1,1,B,152,0,3,155,50
KS4YX,NA,1726,1D,SC,2,Keowee Toxaway ARC,1,1,C,352,67,0,419,50
KS5Z,NA,7186,2E,WTX,2,Lubbock ARC,2,2,G,1447,149,76,1672,650
KS6F,NA,420,1E,ORG,2,Desert RATS of Palm Springs,1,1,B,0,68,24,92,100
KS6M,NA,810,1E,EB,2,Oakland Radio Communication Assn,1,1,G,0,140,0,140,250
KS6RFI,NA,165,1E,ORG,5,South Orange Amateur Radio Assoc.,1,1,B,0,0,3,3,150
KS7T,NA,1027,1D,MT,1,NA,1,1,C,463,1,49,513,50
KS9G,NA,896,2E,IN,2,NA,3,2,G,16,0,231,247,370
KS9W,NA,5266,1D,CO,2,CorTek Radio Assn,1,1,C,1304,0,0,1304,50
KS0AA,NA,1690,1D,KS,2,Kansas City DX Club,1,1,C,0,410,0,410,50
KS0AT,NA,502,1B2,KS,2,Atchison County Amateur Radio Service,2,1,G,0,0,101,101,300
KS0JA,N0YUP,2360,3A,KS,2,Jackson ARC,20,3,G,22,41,369,432,1370
KS0KS,NA,1094,2A,KS,2,Santa Fe Trail ARC,21,2,G,114,0,84,198,470
KS0MO,NA,2522,1D,MO,2,Kansas City Contest Club,1,1,C,618,0,0,618,50
KT1F,NA,912,1D,NH,2,Granite State ARA,1,1,C,215,0,1,216,50
KT1I,NA,698,1D,WMA,2,Mohawk ARC,1,1,C,162,0,0,162,50
KT3A,NA,778,1B1,EPA,2,NA,1,1,B,51,0,12,63,550
KT3I,NA,370,1D,VA,2,Alexandria RC,1,1,C,0,55,0,55,150
KT3P,NA,270,1D,WPA,2,Mercer County ARC,1,1,C,0,55,0,55,50
KT3RR,NA,270,1D,EPA,2,Carroll County Contesters,1,1,C,0,0,110,110,50
KT3V,NA,584,1E,WCF,2,Sarasota Emergency RC,1,1,G,0,46,70,116,260
KT4EM,NA,256,1E,NC,2,Raleigh ARS,1,1,B,0,0,53,53,150
KT4JB,NA,204,1D,VA,2,Williamsburg Area ARC,1,1,C,0,37,3,40,50
KT4JF,NA,156,1D,EPA,2,Reading RC,1,1,C,0,0,53,53,50
KT4O,NA,578,1D,TN,2,Bristol (TN) ARC,1,1,C,0,0,214,214,150
KT4OO,NA,240,1E,SC,2,NA,1,1,G,0,0,70,70,100
KT4VQ,NA,272,1D,GA,2,Cherokee ARS,1,1,C,0,0,111,111,50
KT4X,NA,162,1D,GA,2,NA,1,1,C,0,0,56,56,50
KT4XN,NA,642,1D,NFL,1,N4N Field Day Group,1,1,C,296,0,0,296,50
KT4ZB,NA,1334,1D,GA,2,Coastal ARS,1,1,C,0,0,642,642,50
KT5DIG,NA,4755,3AB,OK,5,Tulsa Digital RC,10,3,B,164,256,21,441,450
KT5MR,NA,242,1D,STX,2,NA,1,1,C,0,48,0,48,50
KT5TE,NA,180,1D,STX,2,Nacogdoches ARC,1,1,C,0,0,65,65,50
KT6JK,NA,276,1D,SCV,2,Cupertino ARES,1,1,C,0,0,13,13,250
KT7AZ,NA,462,1D,AZ,2,Oro Valley ARC,1,1,C,0,103,0,103,50
KT7P,NA,96,1D,AZ,2,Yavapai ARC,1,1,C,0,0,23,23,50
KT9JM,NA,256,1D,IN,2,Putnam County ARES/RACES,1,1,C,0,0,103,103,50
KT9K,NA,2154,3A,IN,2,Ohio Valley ARC,9,3,B,0,56,340,396,1250
KT9X,NA,200,1D,NV,2,NA,1,1,C,15,12,21,48,50
KT0A,NA,2680,1B1B,SD,5,Hot Springs ARC,1,1,B,253,0,0,253,150
KT0DX,NA,1110,1E,CO,2,Pikes Peak Radio Amateur Assn,1,1,G,0,0,530,530,50
KT0F,NA,1094,1C,KS,2,Rocky Mountain Race Week,2,1,B,180,0,162,342,50
KT0W,NA,976,1B2,SD,2,Prairie Dog ARC,2,1,G,0,81,201,282,250
KU1Q,NA,124,1D,CT,2,NA,2,1,C,1,0,60,61,0
KU2C,NA,686,1D,EPA,1,Frankford RC,1,1,C,300,18,0,318,50
KU4BY,NA,448,1D,NC,2,Albemarle ARS,1,1,C,0,97,5,102,50
KU4CG,NA,476,2B1,WV,2,NA,1,2,G,0,0,113,113,250
KU4KD,NA,228,1D,KY,2,Wilderness Road ARC,1,1,C,0,0,89,89,50
KU4MH,NA,584,1B1,VA,2,NA,1,1,G,24,36,47,107,250
KU4PY,NA,322,1D,AL,2,Montgomery Amateur Club,1,1,C,3,14,2,19,250
KU4RC,NA,82,1D,NTX,2,NA,1,1,C,0,0,16,16,50
KU4UV,NA,375,1B2B,KY,5,NA,2,1,B,14,0,17,31,150
KU4V,NA,670,1D,NC,2,Potomac Valley RC,1,1,C,58,61,22,141,150
KU4VG,NA,522,1E,KY,2,Clark County (IN) ARC,1,1,S,3,65,0,68,250
KU5M,NA,322,1D,OK,2,Bartlesville ARC,1,1,C,68,0,0,68,50
KU7K,NA,1168,1B1,OR,2,NA,1,1,G,251,0,7,258,150
KU7M,NA,94,1D,WWA,2,San Juan County ARS,1,1,C,0,0,22,22,50
KU8E,NA,2564,1D,GA,1,South East Contest Club,1,1,C,1257,0,0,1257,50
KU8T,NA,1534,1E,IN,2,Fort Wayne RC,1,1,G,346,0,0,346,150
KU8Z,NA,328,1D,VA,2,NA,1,1,C,0,0,139,139,50
KU9Z,NA,1890,1E,IL,2,The Guys,1,1,G,341,58,22,421,250
KV1J,NA,802,1D,EMA,2,Algonquin ARC,1,1,C,86,102,0,188,50
KV2X,NA,1922,1B1,WNY,2,Rochester (NY) DX Assn,1,1,B,442,0,2,444,150
KV3T,NA,2400,1B1B,IL,5,North Shore (IL) RC,1,1,B,205,0,0,205,350
KV3W,NA,450,1D,VA,2,Alexandria RC,1,1,C,100,0,0,100,50
KV4AC,NA,2014,1E,AL,2,Montgomery Amateur Club,1,1,G,416,0,0,416,350
KV4I,NA,116,1D,NFL,1,Lake ARA,1,1,C,0,0,66,66,50
KV4JM,NA,166,1D,VA,2,Virginia Beach ARC,1,1,C,0,29,0,29,50
KV4N,NA,1178,1D,NC,2,Union County (NC) ARC,1,1,C,0,257,0,257,150
KV4T,NA,833,1D,AL,1,University of Alabama RC W4UAL,1,1,C,0,177,429,606,50
KV4TE,NA,854,1D,GA,2,Paulding ARC,1,1,C,0,173,6,179,150
KV4UC,NA,294,1D,VA,2,Woodbridge Wireless,1,1,C,0,61,0,61,50
KV4UD,NA,816,1D,GA,1,Fayette County ARC,1,1,C,120,0,426,546,150
KV4XY,NA,706,1D,TN,2,Tellico Lake ARC,1,1,C,0,132,14,146,150
KV4ZZ,NA,422,1D,NC,2,Moore County ARS,1,1,C,0,93,0,93,50
KV5Y,NA,1642,1D,CO,2,Boulder ARC,1,1,C,398,0,0,398,50
KV6R,NA,470,1B2B,ORG,5,Hughes ARC,2,1,B,0,0,42,42,260
KV7LC,NA,304,1D,UT,2,Davis County ARC,1,1,C,0,36,5,41,150
KV7V,NA,884,1D,UT,2,Dixie ARC,1,1,C,112,0,93,205,250
KV8Q,NA,3714,1D,OH,2,NA,1,1,C,916,0,0,916,50
KV8Z,NA,252,1D,OH,2,NA,1,1,C,0,0,36,36,180
KV9N,NA,228,1D,IN,2,Cass County ARC,1,1,C,19,0,51,70,50
KV0I,NA,2083,1D,NE,1,Bellevue ARC,1,1,C,810,0,413,1223,50
KW1HF,NA,172,1D,OR,2,NA,1,1,C,0,0,61,61,50
KW2T,NA,378,1E,WMA,2,Nashoba Valley ARC,1,1,B,0,23,18,41,250
KW3D,NA,124,1D,GA,2,Sawnee ARA,1,1,C,0,0,37,37,50
KW4AQ,NA,732,1D,GA,2,ARC of Butts County,1,1,C,0,0,341,341,50
KW4GF,NA,138,1D,VA,2,Virginia Beach ARC/Virginia DX Century Club,1,1,C,1,0,42,43,50
KW4JS,NA,1000,1B1B,TN,5,Straight Key Century Club,1,1,B,95,0,0,95,50
KW4KZ,NA,262,1D,NC,2,Orange County Radio Amateurs & Durham FM Assn,1,1,C,0,0,106,106,50
KW4LU,NA,216,1D,TN,2,NA,1,1,C,0,0,33,33,150
KW4MB,NA,224,1D,WCF,2,Brandon ARS,1,1,C,0,2,83,85,50
KW4RJ,NA,98,1D,TN,2,Delta ARC,1,1,C,0,0,24,24,50
KW4TI,NA,1314,1E,NC,2,Raleigh ARS,1,1,G,0,291,0,291,150
KW4UJ,NA,234,1D,VA,2,Alexandria RC,1,1,C,0,0,92,92,50
KW4UT,NA,616,1D,NFL,2,Panama City ARC,1,1,C,49,0,35,84,350
KW4VA,NA,166,1D,VA,2,Fauquier ARA,2,1,C,24,0,0,24,70
KW4VE,NA,1750,1D,TN,2,NA,1,1,C,0,0,850,850,50
KW4WA,NA,635,1E,SFL,5,Palms West ARC,1,1,B,26,0,5,31,350
KW4WL,NA,160,1D,GA,2,Sawnee ARA,1,1,C,0,0,55,55,50
KW4XQ,NA,100,1D,SC,2,Charleston ARS,1,1,C,0,0,25,25,50
KW4XZ,NA,726,1D,VA,2,King George Amateur Radio Operators,1,1,C,0,169,0,169,50
KW4ZD,NA,228,1D,AL,2,Montgomery Amateur Club,1,1,C,0,0,39,39,150
KW5STW,NA,180,1E,AR,2,Arkansas River Valley Amateur Radio Foundation,1,1,S,0,6,3,9,150
KW6B,NA,256,1D,ORG,2,Irvine Disaster EmComms,1,1,C,0,0,28,28,200
KW6REX,NA,296,1E,ORG,2,PAPA System,1,1,G,0,35,3,38,150
KW6RON,NA,170,1D,LAX,2,Los Angeles ARC,1,1,C,0,0,60,60,50
KW6SA,NA,96,1D,EB,2,Lamorinda Area Radio Interest Group,1,1,C,0,0,23,23,50
KW6V,NA,202,1E,SF,2,NA,1,1,B,0,0,26,26,150
KW7R,NA,414,1D,NTX,2,NA,1,1,C,0,91,0,91,50
KW7WP,NA,342,1B1,OR,2,NA,1,1,B,66,0,14,80,50
KW8N,NA,6942,1B1,OH,2,Mad River RC,1,1,G,1557,0,82,1639,550
KW9D,NA,114,1D,IL,2,NA,1,1,C,0,0,32,32,50
KW9R,NA,2360,1E,WI,5,NA,1,1,B,211,0,0,211,250
KW0E,NA,324,1B1,IL,2,Fox River Radio League,1,1,G,0,0,87,87,150
KW0J,NA,1502,1D,IA,2,River Bend Wireless Operators Club,1,1,C,363,0,0,363,50
KW0MPS,NA,72,1D,MN,2,NA,1,1,C,0,4,3,7,50
KW0RM,NA,142,1D,MI,2,Blossomland ARA,1,1,C,0,23,0,23,50
KX1C,NA,102,1D,EMA,2,Falmouth ARA,1,1,C,0,0,26,26,50
KX2S,NA,314,1D,EPA,2,Hilltop Transmitting Assn,1,1,C,66,0,0,66,50
KX3D,NA,158,1D,EPA,2,Southern PA Communications Group,1,1,C,0,0,54,54,50
KX3Z,NA,66,1D,EPA,2,South Mountain Radio Amateurs,1,1,C,0,0,8,8,50
KX4AV,NA,272,1E,KY,2,NA,3,1,B,0,0,101,101,70
KX4AZ,NA,786,1E,GA,2,Athens (GA) RC,1,1,B,0,103,12,115,350
KX4CAM,NA,66,1D,NC,2,High Point ARC,1,1,C,0,0,8,8,50
KX4CH,NA,60,1D,TN,2,Oak Ridge ARC,1,1,C,0,0,5,5,50
KX4HA,NA,1190,1D,GA,2,Gwinnett ARS,1,1,C,0,284,2,286,50
KX4KU,NA,754,1D,VA,2,Fauquier ARA,1,1,C,134,17,0,151,150
KX4LZ,NA,60,1C,MT,2,Reve Carberry,1,1,B,0,0,5,5,50
KX4MI,NA,312,1E,SC,2,Trident ARC,1,1,B,0,0,81,81,150
KX4O,NA,1460,1E,VA,5,Fauquier ARA,1,1,B,111,0,0,111,350
KX4OY,NA,188,1D,VA,2,Vienna Wireless Soc,1,1,C,0,34,1,35,50
KX4P,NA,576,1D,NC,2,Orange County Radio Amateurs & Durham FM Assn,36,1,C,127,0,9,136,50
KX4TE,NA,762,1D,NC,2,Greensboro ARA,1,1,C,0,178,0,178,50
KX4WS,NA,318,1D,SFL,2,NA,1,1,C,0,42,0,42,150
KX4YJ,NA,175,1C,TN,5,NA,1,1,B,0,0,5,5,150
KX6A,NA,754,1D,ORG,2,Orange County (CA) ARC,4,1,C,141,0,40,181,110
KX6X,NA,194,1D,AZ,2,Cochise ARA,1,1,C,32,0,8,40,50
KX7DAR,NA,82,1D,ID,2,NA,1,1,C,0,0,16,16,50
KX7L,NA,675,1B1B,WWA,5,NA,1,1,B,52,0,1,53,150
KX8U,NA,330,1E,OH,2,Butler County (OH) ARA,1,1,G,0,44,2,46,150
KX9X,NA,1646,1D,IL,2,Twin City (IL) ARC,1,1,C,276,0,146,422,250
KY1RK,NA,368,1E,KY,2,ARTS of Louisville,1,1,G,0,0,109,109,150
KY4E,NA,1982,1D,SC,2,Salkehatchie ARS,6,1,C,0,398,0,398,390
KY4KD,NA,630,1D,KY,2,Wilderness Road ARC,1,1,C,0,145,0,145,50
KY4KY,NA,3596,2F,KY,2,Bullitt ARS,12,2,C,601,0,121,722,950
KY4L,NA,1758,1E,TN,2,Oak Ridge ARC,1,1,G,327,0,0,327,450
KY4RS,NA,336,1D,KY,2,Tamiami ARC,1,1,C,0,68,7,75,50
KY4X,NA,2160,2A,KY,2,Mammoth Cave ARC,10,2,S,0,70,555,625,770
KY5M,NA,350,1D,NTX,2,Johnson County ARC,1,1,C,0,0,150,150,50
KY7M,NA,316,1E,SV,2,Arizona Outlaws Contest Club,1,1,B,48,6,15,69,70
KY0AZ,NA,58,1D,CO,2,Northern Colorado ARC,1,1,C,0,0,4,4,50
KY0GBZ,NA,175,1B1B,MN,5,Riverbend Wireless and Mechanical Soc,1,1,B,0,0,5,5,150
KY0Q,NA,4490,1E,IL,5,Schaumburg ARC,1,1,B,424,0,0,424,250
KZ1M,K1MUJ,3560,5A,CT,2,Eastern CT ARA,20,5,G,185,0,925,1110,970
KZ1O,NA,974,1E,NFL,2,NA,1,1,G,41,163,4,208,150
KZ2I,NA,1308,1D,SNJ,2,Old Barney ARC,1,1,C,76,14,449,539,50
KZ2V,NA,250,1D,SCV,2,West Valley ARA,1,1,C,50,0,0,50,50
KZ3L,NA,202,1E,OH,2,NA,1,1,B,1,0,24,25,150
KZ3MW,NA,1920,1E,EPA,5,Wayne County ARC,1,1,B,0,149,0,149,430
KZ4CM,NA,114,1E,NFL,2,KA4WJA Repeater Group,1,1,G,0,0,32,32,50
KZ4EX,NA,180,1D,NFL,2,Chipola ARC,1,1,C,30,0,5,35,50
KZ5D,NA,2352,1D,LA,1,NA,1,1,C,1151,0,0,1151,50
KZ6T,NA,686,1E,SF,2,Sonoma County Radio Amateurs,1,1,B,0,27,64,91,450
KZ7ZUL,NA,942,1D,UT,2,NA,1,1,C,0,223,0,223,50
KZ0FOX,NA,52,1D,NTX,2,McKinney ARC,1,1,C,0,0,1,1,50
N1ABY,NA,304,1D,CT,2,NA,1,1,C,0,0,127,127,50
N1ACW,NA,246,1E,OR,2,Lake Oswego ARC,1,1,B,0,0,48,48,150
N1ADM,NA,274,1D,GA,2,ARC of Columbia County,1,1,C,0,56,0,56,50
N1ADX,NA,198,1D,WMA,2,NA,1,1,C,0,0,74,74,50
N1AHO,NA,422,1D,MDC,2,Queen Anne's ARC,1,1,C,0,93,0,93,50
N1ALO,NA,134,1D,EMA,2,Billerica ARS,1,1,C,0,0,42,42,50
N1AMD,NA,390,1D,NH,2,Great Bay RA,1,1,C,0,83,4,87,50
N1AOK,NA,54,1D,CO,2,NA,1,1,C,0,0,2,2,50
N1API,NA,1322,1D,CT,2,Meriden ARC,1,1,C,8,310,0,318,50
N1ATM,NA,228,1D,EMA,2,Sturdy Mem Hospital ARC,2,1,C,0,0,89,89,50
N1AW,NA,482,1E,WMA,2,Franklin County (MA) ARC,1,1,B,57,0,2,59,250
N1BBQ,NA,1256,1E,VT,2,Green Mountain Wireless Soc,3,1,B,0,125,3,128,750
N1BJF,NA,274,1B1,VA,2,Mount Vernon (VA) ARC,1,1,B,0,0,62,62,150
N1BKB,NA,1184,1D,ORG,2,Orange County (CA) ARC,1,1,C,0,67,433,500,50
N1BRL,NA,886,1D,CT,2,Meriden ARC,1,1,C,0,209,0,209,50
N1BUG,NA,5642,1D,ME,2,Piscataquis ARC,1,1,C,1373,0,0,1373,150
N1BYT,NA,572,1E,EMA,2,Police Amateur Radio Team of Westford,1,1,B,0,0,111,111,350
N1CC,NA,230,1D,AZ,2,Long Island CW Club,1,1,C,45,0,0,45,50
N1CEO,NA,1218,1E,EMA,2,Nashua Area Radio Soc,1,1,B,50,17,0,67,950
N1CFB,NA,100,1D,EMA,2,Whitman ARC,1,1,C,12,0,1,13,50
N1CJS,NA,160,1D,ME,2,Ellsworth ARA,1,1,C,0,0,55,55,50
N1CKA,NA,496,1E,SF,2,Sonoma County Radio Amateurs,2,1,B,31,0,61,92,250
N1CLG,NA,744,1D,RI,2,Coventry EMA,1,1,C,0,171,5,176,50
N1CM,NA,183,1D,CT,1,Stamford ARA,1,1,C,0,0,33,33,150
N1DAE,NA,66,1D,ME,2,Pine State ARC,1,1,C,0,0,8,8,50
N1DAM,NA,715,1E,EMA,5,Police Amateur Radio Team of Westford,1,1,B,24,0,45,69,250
N1DAY,NA,1194,1D,NC,2,Blue Ridge ARC,1,1,C,0,286,0,286,50
N1DBL,NA,318,1D,WMA,2,Mohawk ARC,1,1,C,21,0,92,113,50
N1DC,NA,1410,1B1,EMA,2,K1USN RC,1,1,B,311,0,8,319,150
N1DIQ,NA,358,1D,VT,2,NA,1,1,C,0,0,154,154,50
N1DM,NA,782,1D,EMA,2,Providence RA,1,1,C,109,74,0,183,50
N1DOU,NA,186,1E,NH,2,White Mountain ARC,5,1,G,0,0,93,93,0
N1EDF,NA,660,1E,EMA,5,NA,1,1,B,0,61,0,61,50
N1EK,NA,814,1E,MDC,2,Montgomery ARC/Damascus ECT,1,1,G,0,0,282,282,250
N1EM,NA,1226,3A,EMA,2,Algonquin ARC,7,3,G,0,67,104,171,750
N1EP,NA,760,1D,ME,2,Maine Ham Radio Soc,1,1,C,0,0,205,205,350
N1ERC,NA,2700,4A,EMA,2,Northeast ARC,10,4,G,0,215,695,910,450
N1ERS,NA,1182,1D,WMA,2,Mohawk ARC,1,1,C,0,140,136,276,350
N1EW,NA,432,1E,NTX,2,Tyler ARC,1,1,G,0,0,141,141,150
N1EWF,NA,55,1B1B,CT,5,NA,1,1,B,0,0,1,1,50
N1FAM,NA,244,1D,CT,2,Tri-City ARC of CT,1,1,C,0,0,97,97,50
N1FS,NA,1116,2A,VT,2,Addison County ARA,3,2,G,143,20,7,170,450
N1FSK,NA,246,1D,WMA,2,Central Mass ARA,1,1,C,0,49,0,49,50
N1FTP,NA,308,1E,WMA,2,Hampden County Radio Assn,1,1,G,0,0,79,79,150
N1GB,NA,490,1D,VT,2,Littleton Area Radio Klub,1,1,C,0,110,0,110,50
N1GFV,NA,884,1D,VA,2,Vienna Wireless Soc,1,1,C,1,0,365,366,150
N1GSA,NA,870,1D,CT,2,Candlewood ARA,1,1,C,204,0,2,206,50
N1HAC,NA,228,1E,NH,2,Twin State RC,1,1,B,0,0,39,39,150
N1HEL,NA,388,1D,SCV,2,Half Moon Bay ARC,1,1,C,0,0,169,169,50
N1HOB,NA,170,1E,OK,2,South Canadian ARS,1,1,G,23,0,14,37,50
N1HTS,NA,438,1E,EMA,2,Billerica ARS,1,1,B,0,0,94,94,250
N1IA,NA,224,1D,NC,2,NA,1,1,C,19,24,1,44,50
N1IBM,NA,710,1D,SNJ,2,Old Barney ARC,1,1,C,18,147,0,165,50
N1IBQ,NA,164,1B1,CT,2,Candlewood ARA,1,1,B,0,0,7,7,150
N1ILZ,NA,968,1E,EMA,2,Barnstable ARC,1,1,B,15,84,31,130,510
N1IXF,NA,1052,1D,CT,2,Murphys Marauders,1,1,C,30,80,281,391,50
N1JCT,NA,166,1D,EMA,2,Falmouth ARA,1,1,C,0,0,8,8,150
N1JD,NA,1314,1E,ME,2,NA,1,1,G,291,0,0,291,150
N1JEZ,NA,223,1E,VT,1,Radio Amateurs of Northern Vermont,1,1,G,0,0,173,173,50
N1JFU,NA,234,1D,EMA,2,NA,1,1,C,0,46,0,46,50
N1JIE,NA,216,1D,WMA,2,Hampden County Radio Assn,1,1,C,0,0,33,33,150
N1JOO,NA,74,1D,NFL,2,Ewephoria RC,1,1,C,0,0,12,12,50
N1KDO,NA,2066,2D,GA,2,N4N Field Day Group,1,2,C,0,467,24,491,150
N1KM,NA,551,1D,RI,1,Yankee Clipper Contest Club,1,1,C,250,0,1,251,50
N1KSY,NA,190,1D,CT,2,Shoreline ARC,1,1,C,0,0,70,70,50
