call,gota_call,final_score,class,section,power_multiplier,club_name,number_of_participants,transmitters,power_source,total_cw_qsos,total_digital_qsos,total_phone_qsos,total_qsos,bonus_points,checklog_y_n
N5YHF,NA,1738,1B1C,WTX,2,Oak Hill ARC,1,1,C,0,303,13,316,500,NA
N5YIZ,NA,218,1B1,STX,2,Cross Roads Ham RC,1,1,B,0,0,84,84,50,NA
N5ZY,NA,730,2E,OK,2,Oklahoma DX Assn.,1,2,B,0,120,0,120,250,NA
N6ACA,NA,1220,1AB,EB,5,Livermore AR Klub,3,1,B,0,55,4,59,650,NA
N6AKO,NA,382,1D,LAX,2,NA,1,1,C,0,83,0,83,50,NA
N6AV,NA,668,1D,LAX,2,Southern CA Contest Club,1,1,C,152,0,5,157,50,NA
N6BHX,NA,150,1D,EB,2,NA,1,1,C,6,19,0,25,50,NA
N6BOX,NA,832,1E,ORG,2,Moreno Valley ARA,1,1,G,0,37,42,79,600,NA
N6DGM,NA,322,1E,SB,2,NA,1,1,B,0,68,0,68,50,NA
N6DME,NA,124,1D,SFL,2,Everglades ARC,1,1,C,0,0,37,37,50,NA
N6DPL,NA,58,1D,ORG,2,NA,1,1,C,0,0,4,4,50,NA
N6DRE,NA,60,1D,SDG,2,Convair/220 ARC,1,1,C,0,0,5,5,50,NA
N6DW,NA,0,1D,VA,1,Franklin Co. (VA) ARC,1,1,C,121,129,0,250,0,Y
N6EWG,NA,126,1D,SJV,2,NA,1,1,C,19,0,0,19,50,NA
N6FQ,NA,2298,3A,SDG,2,Fallbrook ARC,45,3,G,11,139,314,464,1070,NA
N6GRM,NA,770,1B1,EB,2,NA,1,1,B,0,2,106,108,550,NA
N6HI,NA,770,1E,AZ,5,Arizona Outlaws Contest Club,1,1,B,62,0,0,62,150,Y
N6IC,NA,218,1D,LAX,2,NA,1,1,C,42,0,0,42,50,NA
N6IJ,NA,470,2A,SCV,2,Monterey Bay ARA,9,2,B,2,2,2,6,450,NA
N6IPD,KN6BMO,3697,2A,ORG,2,Irvine Disaster EmComm,32,2,B,124,133,277,534,2115,NA
N6IQY,NA,858,1D,SV,2,NA,1,1,C,0,202,0,202,50,NA
N6IRD,NA,575,1B2B,AL,5,NA,2,1,B,0,10,1,11,470,NA
N6KEN,NA,270,1E,SV,2,NA,1,1,B,6,0,48,54,150,NA
N6KHO,NA,434,1D,OR,2,Valley RC of Oregon,1,1,C,0,96,0,96,50,NA
N6KM,NA,122,1D,SDG,2,NA,1,1,C,13,0,10,23,50,NA
N6MDV (+K6VHY),NA,588,1B2,LAX,2,NA,2,1,B,42,0,35,77,350,NA
N6MI,NA,7926,2A,SB,2,Tom's Garage ARC,6,2,G,1141,152,842,2135,1070,NA
N6MTS,NA,220,1C,SB,2,NA,1,1,B,0,0,35,35,150,NA
N6NA,NA,2822,4A,SV,2,River City AR Comms Soc.,10,4,B,300,95,246,641,750,NA
N6NFB,NA,174,1E,SJV,2,Lodi ARC,1,1,B,0,0,12,12,150,NA
N6NKO,NA,730,1E,WI,2,NA,1,1,B,0,70,0,70,450,NA
N6NO,NA,1052,1D,LAX,2,PRC/SPARC/JPLARC/CITARC,1,1,C,225,0,1,226,150,NA
N6OHI,NA,70,1D,SCV,2,NA,1,1,C,0,0,10,10,50,NA
N6OOA,NA,1226,1A,SJV,2,Central Valley AR Enthusiasts,3,1,B,0,0,438,438,350,NA
N6OV,NA,1136,3A,ORG,2,Bishop ARC,10,3,G,0,0,193,193,750,NA
N6P,W6SPR,7049,4A,LAX,2,PRC/SPARC/JPLARC/CITARC,30,4,G,581,167,1061,1809,1935,NA
N6PAZ,NA,1052,1E,SJV,2,NA,1,1,B,150,0,1,151,450,NA
N6PBJ,NA,98,1D,NFL,2,Silver Springs RC,1,1,C,0,10,4,14,50,NA
N6PM,NA,622,1D,ORG,2,South Orange ARA,1,1,C,0,143,0,143,50,NA
N6PRZ,NA,114,1D,EB,2,NA,1,1,C,0,16,0,16,50,NA
N6PWY,NA,1334,3A,SDG,2,Poway ARS,30,3,G,0,196,50,246,450,NA
N6R,NA,6976,10A,SB,2,Ventura Co. ARS/Simi Settlers ARC,82,10,G,92,483,1313,1888,2050,NA
N6RAM,NA,382,1D,STX,2,Brazos Valley ARC,1,1,C,0,83,0,83,50,NA
N6RK,NA,3726,1E,SV,2,NA,1,1,G,894,0,0,894,150,NA
N6RY,NA,0,1D,AZ,1,NA,1,1,C,0,55,0,55,0,Y
N6RZR,NA,515,1B1B,SF,5,Northern CA Contest Club,1,1,B,0,30,13,43,150,NA
N6SBC,NA,2626,6A,SCV,2,San Benito Co. ARA,14,6,B,0,235,68,303,1550,NA
N6SJV,NA,896,3A,SJV,2,Lodi ARC,19,3,B,0,0,48,48,800,NA
N6SSF,NA,408,3F,SCV,2,SSF Fire CERT,6,3,C,0,0,54,54,300,NA
N6TNT,NA,210,1D,AZ,2,Arizona Outlaws Contest Club,1,1,C,0,40,0,40,50,NA
N6TQ,NA,592,1E,SF,2,Redwood Empire DX Assn.,1,1,S,135,0,1,136,50,NA
N6TR,NA,595,1AB,IN,5,Boring ARC,3,1,B,14,0,1,15,450,NA
N6US,NA,4094,1E,NM,2,Bay Area Radio Killowats,2,1,B,1011,0,0,1011,50,NA
N6UTC,NA,784,1D,LAX,2,Assoc. Radio Amateurs of Long Beach,1,1,C,8,110,31,149,250,NA
N6VH,NA,136,1D,SDG,2,NA,1,1,C,16,0,11,27,50,NA
N6VI,NA,3450,5A,LAX,2,ARESLAX NW,9,5,G,299,106,290,695,1250,NA
N6VNO,NA,770,1B1B,SCV,5,NA,1,1,B,32,0,0,32,1250,NA
N6WB,NA,2260,1A,SDG,2,Escondido ARS,14,1,G,260,55,125,440,750,NA
N6WT,NA,1174,1E,SB,2,NA,1,1,B,201,0,110,311,150,NA
N6WYZ,NA,700,1B1,SV,2,Sierra Foothills ARC,1,1,B,0,34,207,241,150,NA
N6ZDH,NA,294,1D,SJV,2,NA,1,1,C,0,60,2,62,50,NA
N6ZEN,NA,74,1E,SCV,2,Half Moon Bay ARC,1,1,B,0,6,0,6,50,NA
N7A,NA,1458,1F,NV,2,Amargosa ARC,6,1,C,0,100,104,204,850,NA
N7CFO,NA,302,1B1,EWA,2,NA,1,1,B,0,0,76,76,150,NA
N7CN (+NA7RF),NA,1074,1B2,UT,2,NA,2,1,G,0,0,237,237,600,NA
N7DB,NA,612,1D,OR,2,NA,1,1,C,57,40,37,134,150,NA
N7DLV,NA,828,1B1,WWA,2,NA,1,1,B,0,0,114,114,600,NA
N7DZ,NA,1606,1B1,OR,2,Radio Soc. of Tucson,1,1,B,314,0,0,314,350,NA
N7EI (+AG7FU),NA,430,1B2,OR,2,Columbia (OR) ARA,2,1,B,0,0,190,190,50,NA
N7EPD,NA,2346,1E,WWA,2,Western WA DX Club,1,1,B,475,0,48,523,350,NA
N7FVQ,NA,330,1D,AZ,2,NA,1,1,C,0,70,0,70,50,NA
N7GHZ,NA,1894,1E,AZ,2,Tortolita Radio Club,1,1,B,0,436,0,436,150,NA
N7GTE,NA,0,1D,UT,1,NA,1,1,C,39,0,228,267,0,Y
N7GV,WE7GV,2062,2AC,AZ,2,Green Valley ARC,16,2,C,287,0,32,319,850,NA
N7HCN,NA,950,1E,EWA,5,NA,1,1,B,60,0,0,60,350,NA
N7HYV,NA,364,1D,NV,2,NA,1,1,C,25,5,97,127,50,NA
N7KN,NA,580,1E,WWA,2,NA,1,1,B,76,0,63,139,150,NA
N7LD,NA,418,1D,NV,2,NA,1,1,C,0,0,184,184,50,NA
N7LE,W7SAG,5909,3A,OR,2,Central OR DX Club,13,3,G,677,322,384,1383,1145,NA
N7MJL,NA,0,1D,WWA,1,NA,1,1,C,0,13,0,13,0,Y
N7MKY,NA,854,1D,ID,2,NA,1,1,C,0,201,0,201,50,NA
N7MU,NA,138,1D,WWA,2,NA,1,1,C,22,0,0,22,50,NA
N7NB,NA,1040,1E,WWA,5,NA,1,1,B,79,0,0,79,250,NA
N7ON,NA,282,1D,NV,2,NA,1,1,C,58,0,0,58,50,NA
N7OS,NA,2186,3A,WWA,2,Microhams ARC,34,3,B,127,28,198,353,1170,NA
N7OY,NJ7OK,1114,3A,OR,2,Lincoln Co. ARC,12,3,G,0,0,82,82,950,NA
N7PIB,NA,568,1E,SF,2,Valley of the Moon ARC,1,1,S,0,117,0,117,100,NA
N7PVW,NA,130,1D,KY,2,NA,1,1,C,0,20,0,20,50,NA
N7PWZ,NA,170,1D,AZ,2,Thunderbird ARC,1,1,C,0,30,0,30,50,NA
N7RB,NA,2328,5A,MT,2,Capital City ARC,30,5,G,224,44,53,321,1150,NA
N7RBL,NA,1136,1D,UT,2,NA,1,1,C,0,196,16,212,320,NA
N7RCS,NA,500,1B1B,WWA,5,NA,1,1,B,25,0,0,25,250,NA
N7RGF,NA,780,1B1B,OR,5,NA,1,1,B,0,53,0,53,250,NA
N7RLV,NA,265,1E,WWA,5,Mike & Key ARC,1,1,B,0,0,23,23,150,NA
N7RVD,NA,1880,1B1,WWA,2,NA,1,1,B,177,140,6,323,600,NA
N7SE,NA,910,1E,CO,2,NA,1,1,B,190,0,0,190,150,NA
N7SG,NA,350,1B1,OR,2,NA,1,1,B,50,0,0,50,150,NA
N7SU,NA,798,1D,AZ,2,NA,1,1,C,187,0,0,187,50,NA
N7TAR,N7TWL,686,3A,AZ,2,Tonto ARA,5,3,B,0,3,12,15,650,NA
N7TPR,NA,84,1D,WWA,2,NA,1,1,C,0,0,17,17,50,NA
N7U,NA,3086,5A,UT,2,Rainbow Canyon ARC,28,5,G,361,50,191,602,1060,NA
N7UFC,NA,670,1D,WWA,2,NA,1,1,C,0,127,1,128,160,NA
N7ULT,NA,82,1A,AZ,2,NA,3,1,B,0,0,16,16,50,NA
N7UVH,NA,3342,2D,ID,2,Spokane DX Assn.,1,2,C,0,823,0,823,50,NA
N7VAZ,NA,112,1D,NV,2,Sierra Nevada ARS,1,1,C,0,0,31,31,50,NA
N7VGO,NA,252,1D,WWA,2,NA,1,1,C,0,48,5,53,50,NA
N7VM,NA,158,1D,SDG,2,NA,1,1,C,0,27,0,27,50,NA
N7VR,NA,294,1E,MT,2,NA,1,1,G,0,36,0,36,150,NA
N7W,N7GCR,6152,2A,WY,2,Carbon Co. DX Club,9,2,B,623,13,1464,2100,680,NA
N7WAH,K7SH,2334,1A,WWA,2,Wahkiakum Co. ARC,20,1,B,0,291,60,351,1050,NA
N7WS,NA,414,1D,AZ,2,NA,1,1,C,0,0,132,132,150,NA
N7WTG,NA,130,1D,EWA,2,NA,1,1,C,0,20,0,20,50,NA
N7WY,NA,658,1D,WY,2,Shy-Wy ARC,1,1,C,151,0,2,153,50,NA
N7XQA,NA,58,1D,AZ,2,Explorer Post 599,2,1,C,0,0,4,4,50,NA
N7XW,NA,705,1B1B,WWA,5,NA,1,1,B,47,0,17,64,150,NA
N7YMZ,NA,204,1B1,SCV,2,NA,1,1,B,0,0,27,27,150,NA
N7YO,NA,880,1C,MT,1,West Valley ARC (AZ),2,1,C,0,0,830,830,50,NA
N8A,NA,5070,1E,OH,5,NA,2,1,B,270,175,0,445,620,NA
N8ALB,NA,94,1D,OH,2,NA,1,1,C,11,0,0,11,50,NA
N8BC,NA,3374,5A,OH,2,Lake Co. ARA,12,5,G,646,59,102,807,350,NA
N8BOA,NA,502,1B1,MI,2,NA,1,1,G,63,0,0,63,250,NA
N8BTR,NA,70,1D,WI,2,NA,1,1,C,0,5,0,5,50,NA
N8BV,NA,904,1D,OH,2,Oh-Ky-In ARS,1,1,C,0,0,427,427,50,NA
N8BVD,NA,350,1D,OH,2,Splinter Grp. ARC,1,1,C,0,50,0,50,150,NA
N8CPA,NA,850,1D,OH,2,NA,1,1,C,200,0,0,200,50,NA
N8DPD,NA,774,1D,OH,2,Ashtabula Co. ARC,1,1,C,0,181,0,181,50,NA
N8DRJ,NA,160,1D,OH,2,NA,1,1,C,0,27,1,28,50,NA
N8EFO (+N8MPF),NA,2615,2B2B,OH,5,NA,2,2,B,131,0,121,252,700,NA
N8ERL,NA,530,1D,MI,2,Saginaw Valley ARA,1,1,C,9,86,0,95,150,NA
N8FYL,NA,314,1D,MI,2,NA,1,1,C,41,0,0,41,150,NA
N8HWV,NA,340,1D,WI,2,NA,1,1,C,70,0,5,75,50,NA
N8II,NA,4134,1D,WV,2,NA,1,1,C,116,905,0,1021,50,NA
N8JXJ,NA,176,1D,OH,2,Mound ARA,1,1,C,0,0,63,63,50,NA
N8KQ,NA,322,1D,OH,2,NA,1,1,C,68,0,0,68,50,NA
N8LC,K8AJJ,4834,4AC,MI,2,L'Anse Creuse ARC,25,4,C,346,351,268,965,1510,NA
N8LOV,NA,156,1E,OH,2,NA,1,1,B,0,0,3,3,150,NA
N8LZI,NA,106,1D,OH,2,NA,1,1,C,0,0,28,28,50,NA
N8M,NA,1324,2A,WV,2,MAPOA,14,2,G,21,142,161,324,350,NA
N8MD,NA,168,1D,MN,2,NA,1,1,C,0,0,59,59,50,NA
N8MR,NA,1244,1B1,MI,2,Livonia ARC/Ford ARL,1,1,B,273,0,1,274,150,NA
N8MRS,NA,408,1D,OH,2,Oh-Ky-In ARS,1,1,C,0,62,5,67,150,NA
N8NC,NA,1685,5AB,OH,5,North Coast ARC,9,5,B,1,0,145,146,950,NA
N8NCR,NA,1586,1E,WPA,2,NA,1,1,B,0,46,476,522,450,NA
N8OCN,NA,1866,4D,OH,2,145.21 Grp.,4,4,C,212,0,484,696,50,NA
N8OQ,NA,2440,1E,VA,5,Fluvanna ARES Grp.,1,1,B,0,219,0,219,250,NA
N8OVI,NA,518,1A,MI,2,Novi ARC,3,1,S,84,0,16,100,150,Y
N8PFK,NA,1594,1E,MI,2,NA,1,1,B,0,361,0,361,150,NA
N8PN,NA,160,1B1B,MI,5,NA,1,1,B,0,1,0,1,150,NA
N8QA,NA,1333,5AC,OH,1,Portsmouth RC,15,5,C,0,190,403,593,550,NA
N8RAT,NA,1218,1E,WV,2,NA,1,1,G,0,0,534,534,150,NA
N8RQ,NA,96,1D,OH,2,NA,1,1,C,0,0,23,23,50,NA
N8SL,NA,2900,4A,MI,2,South Lyon Area ARC,32,4,G,73,117,490,680,1160,NA
N8SLT,NA,482,1E,WV,2,Central WV Wireless Assn.,1,1,G,0,0,116,116,250,NA
N8TCP,NA,1214,1E,OH,2,Splinter Grp. ARC,1,1,G,0,241,0,241,250,NA
N8TLS,NA,96,2D,OH,2,NA,1,2,C,0,0,23,23,50,NA
N8TP,NA,242,1E,GA,2,NA,1,1,B,0,0,46,46,150,NA
N8UC,NA,206,1D,MI,2,Black River ARC,1,1,C,0,39,0,39,50,NA
N8UPC,NA,148,1D,OH,2,NA,1,1,C,0,16,17,33,50,NA
N8VBL,NA,192,1B1,MI,2,NA,1,1,B,0,0,21,21,150,NA
N8VU,NA,204,1D,GA,2,NA,1,1,C,0,0,77,77,50,NA
N8VV,NA,402,1D,OH,2,Coshocton Co. ARA,1,1,C,88,0,0,88,50,NA
N8WUA,NA,622,1D,OH,2,Splinter Grp. ARC,1,1,C,0,143,0,143,50,NA
N8WXQ,NA,2155,1B1B,WPA,5,NA,1,1,B,181,0,19,200,250,NA
N8XI,NA,872,1D,MI,2,Livonia ARC/Ford ARL,1,1,C,196,0,19,215,50,NA
N8XMS,NA,410,1B1B,MI,5,NA,1,1,B,16,0,0,16,250,NA
N8YDM,NA,134,1D,OH,2,NA,1,1,C,0,0,42,42,50,NA
N9AGC,NA,1034,5A,OH,2,NA,5,5,G,0,82,28,110,650,NA
N9AJD,NA,636,1D,IN,2,NA,1,1,C,2,124,41,167,50,NA
N9ARC,NA,74,1F,IL,2,ARC of Illinois,3,1,C,0,0,12,12,50,NA
N9ARX,NA,0,1D,NE,0,Heartland DX Assn.,1,1,C,0,0,84,84,0,Y
N9AUP,NA,314,1D,IL,2,NA,1,1,C,0,66,0,66,50,NA
N9BCN,KD9YPY,7581,2A,IN,2,Piglet Radio,17,2,B,660,109,1130,1899,2245,NA
N9BDR,NA,186,2D,WI,2,NA,2,2,C,0,29,10,39,50,NA
N9CHA,NA,646,1E,WI,2,NA,2,1,G,0,0,148,148,350,NA
N9CQQ,NA,254,1E,WI,2,NA,1,1,B,0,51,0,51,50,NA
N9CX,NA,0,1D,OH,1,CRES ARC,1,1,C,115,0,2,117,0,Y
N9DPP,NA,386,1E,IN,2,Smoky Mountain ARC,1,1,G,0,0,118,118,150,NA
N9EDK,NA,206,1D,CO,2,NA,1,1,C,0,38,2,40,50,NA
N9EOC,KB9FJV,1031,3A,IN,2,Central IN ARA,13,3,B,0,11,86,97,815,NA
N9EP,NA,2634,1C,IL,2,NA,1,1,B,508,83,10,601,250,NA
N9GMT,NA,6574,9E,WI,2,FM38 Repeater Grp.,10,9,G,323,505,1056,1884,1150,NA
N9HC,NA,1482,3AC,IN,2,Hendricks Co. ARS,30,3,C,0,82,152,234,850,NA
N9HOX,NA,350,1B1,IL,2,NA,1,1,B,0,0,50,50,250,NA
N9HXR,NA,278,1E,IL,2,Windy City ARS,1,1,B,0,32,0,32,150,NA
N9JCA,NA,202,1D,IN,2,NA,1,1,C,0,38,0,38,50,NA
N9LPQ,NA,194,1E,WI,2,NA,1,1,B,0,11,0,11,150,NA
N9LQP,NA,82,2F,IN,2,AR of Decatur Co.,2,2,C,0,0,16,16,50,NA
N9MSG,NA,1334,1D,IL,2,Peoria Area ARC,1,1,C,181,95,40,316,150,NA
N9N,W9ET,4333,5A,WI,2,Yellow Thunder ARC,10,5,G,3,357,459,819,1975,NA
N9NAV,NA,118,1D,WI,2,Wolf River ARC,1,1,C,0,7,20,27,50,NA
N9NDB,NA,86,1D,IN,2,NA,1,1,C,0,0,18,18,50,NA
N9OHW,NA,1015,1B1B,SCV,5,NA,1,1,B,59,0,15,74,350,NA
N9PHS,NA,1606,3A,WI,2,Burnett Washburn RA,10,3,G,2,216,132,350,470,NA
N9PJM,NA,930,1E,IN,5,NA,1,1,B,0,58,0,58,350,NA
N9PQJ,NA,186,1D,SC,2,NA,2,1,C,0,0,58,58,70,NA
N9RJV,KD9FMN,6335,2A,IL,2,Schaumburg ARC,50,2,G,1082,37,172,1291,1515,NA
N9TBD,NA,262,1D,IL,2,Bolingbrook ARS,1,1,C,0,53,0,53,50,NA
N9TF,NA,2350,1D,TN,2,Soc. of Midwest Contesters,1,1,C,575,0,0,575,50,NA
N9WH,KD9PPX,5649,3A,IL,2,The 415 ARC,17,3,G,262,333,517,1112,2235,NA
N9WKW,NA,370,1C,IN,2,NA,1,1,B,80,0,0,80,50,NA
N9WNJ,NA,150,1D,IN,2,NA,1,1,C,0,25,0,25,50,NA
N9ZWY,NA,678,1E,WI,2,NA,1,1,B,0,82,0,82,350,NA
NA0PW,NA,1786,4A,CO,2,Pueblo West ARC,15,4,B,212,0,44,256,850,NA
NA1RA,NA,906,2F,CT,2,Northville ARA,15,2,C,19,0,90,109,650,NA
NA2NY,NA,2014,1D,ENY,2,NA,1,1,C,0,491,0,491,50,NA
NA3DX,NA,1924,2AC,OH,2,Long Tail RC,3,2,C,453,0,31,484,50,NA
NA4DA,NA,1200,1B1,NFL,2,NA,1,1,G,0,109,307,416,150,NA
NA4DC,NA,3434,2A,SFL,2,Davie/Cooper City ARC,24,2,G,351,153,84,588,1250,NA
NA4DL,NA,350,2B1B,TN,5,NA,1,2,B,0,10,0,10,250,NA
NA6NA,NA,216,1D,SDG,2,NA,1,1,C,0,0,83,83,50,NA
NA6O,NA,550,1E,EB,2,Northern CA Contest Club,1,1,B,100,0,0,100,150,NA
NA7DO,NA,274,1D,WWA,2,NA,1,1,C,56,0,0,56,50,NA
NA7SS,W7YED,4824,3AC,WWA,2,TwoHoots DX Club,10,3,C,614,466,62,1142,380,NA
NA8SA,NA,594,2A,OH,2,NASA Glenn ARC,7,2,G,0,15,42,57,450,NA
NA9J,NA,214,1D,WCF,2,Charlotte ARS,1,1,C,5,35,2,42,50,NA
NA9VY,NA,594,1E,IN,2,NA,1,1,G,0,111,0,111,150,NA
NC0B,NA,602,1E,CO,2,Boulder ARC,1,1,B,0,0,226,226,150,NA
NC0MO,W0PGH,1207,4AC,MO,2,North Central MO ARC,4,4,C,0,8,25,33,1125,NA
NC4AR,NA,1277,1F,NC,2,Tri-Co. ARC (NC),10,1,C,0,0,111,111,1055,NA
NC4CA,NA,1908,4F,NC,2,North Carolina Four Co. ARES,4,4,C,0,370,39,409,350,NA
NC4HH,NA,2086,4A,NC,2,Hillbilly Hams ARC,8,4,G,0,59,400,459,1050,NA
NC4LC,NA,614,3F,NC,2,Lincoln Co. Volunteer Comm.,27,3,C,0,8,56,64,470,NA
NC4ML,NA,1756,2AC,NC,2,Moore Co. ARS,23,2,C,0,150,483,633,190,NA
NC4OC,KN4LHH,3435,5AC,NC,2,Onslow ARC,27,5,C,62,175,701,938,1085,NA
NC4SW,NA,530,1B1,NC,2,Potomac Valley RC,1,1,B,0,70,0,70,250,NA
NC4TT,NA,866,5AC,NC,2,Yadkin Valley ARC,5,5,C,0,132,44,176,250,NA
NC4ZO,NA,810,5AC,NC,2,Randolph ARC (NC),5,5,C,0,64,52,116,450,NA
NC5T,NA,216,1B1,STX,2,NA,1,1,B,0,0,33,33,150,NA
NC6Q,NA,534,1D,LAX,2,Assoc. Radio Amateurs of Long Beach,1,1,C,96,0,0,96,150,NA
NC7G,WA7ST,874,2A,WWA,2,Highline ARC,27,2,B,0,0,62,62,750,NA
NC7R,NA,388,1B1,CT,2,NA,1,1,B,0,0,69,69,250,NA
NC9P,NA,718,2D,STX,2,NA,2,2,C,0,167,0,167,50,NA
ND0MN,NA,850,1D,MI,2,NA,1,1,C,0,200,0,200,50,NA
ND4DX,NA,478,1D,NFL,2,NA,1,1,C,0,107,0,107,50,NA
ND4X,NA,1182,1E,KY,2,Paducah ARA,1,1,B,208,0,0,208,350,NA
ND5DX,KI5JRP,956,3A,NTX,2,North TX ARS,4,3,B,10,10,43,63,790,Y
ND8D,NA,158,1C,OH,2,NA,1,1,G,0,0,4,4,150,NA
ND9G,NA,204,1C,NFL,2,NA,1,1,B,0,0,27,27,150,NA
NE1FO,NA,1800,4A,NH,2,Northern New England Field AR Ops.,6,4,B,100,22,231,353,850,NA
NE2R,NA,782,1D,SNJ,2,Gloucester Co. ARC,1,1,C,183,0,0,183,50,NA
NE2T,NA,694,1D,WNY,2,Tompkins Co. ARA,1,1,C,136,0,0,136,150,NA
NE2V,NA,3118,1E,NNJ,2,Splitrock ARA,5,1,G,677,0,0,677,410,NA
NE4MW,NA,1050,3D,AL,2,BB60 AR Grp.,4,3,C,0,237,26,263,50,NA
NE4RD,NA,398,1D,MT,2,NA,1,1,C,0,87,0,87,50,NA
NE5A,NA,1542,1D,OK,2,NA,1,1,C,373,0,0,373,50,NA
NE5IL,NA,382,1D,NTX,2,Plano ARC,1,1,C,0,83,0,83,50,NA
NE5TX,NA,2934,3D,STX,2,Eastside ARS,6,3,C,21,46,1308,1375,50,NA
NE7RD,NA,374,1E,OR,2,NA,1,1,B,51,0,10,61,150,NA
NE7TE,NA,354,1D,AZ,2,NA,1,1,C,76,0,0,76,50,NA
NE7WY,NA,1390,3A,WY,2,North East WY ARA,7,3,G,0,0,520,520,350,NA
NE9T,NA,200,1D,IN,2,Indy Midtown ARC,1,1,C,35,0,5,40,50,NA
NF1T,NA,264,1A,WCF,2,Sawgrass Breakfast Club,5,1,B,0,0,7,7,250,NA
NF3R,NA,186,1D,EPA,2,Education Alliance for AR,1,1,C,0,34,0,34,50,NA
NF4AC,NF4RC,9093,4F,NFL,2,Alachua EOC RC,34,4,C,417,1109,132,1658,2725,NA
NF4L,NA,1000,1E,GA,2,NA,1,1,B,0,75,0,75,700,NA
NF6P,NA,1418,1B1,WCF,2,NA,1,1,G,175,0,184,359,350,Y
NF8M,NA,150,1D,MI,2,NA,1,1,C,25,0,0,25,50,NA
NG2S,NA,286,1D,TN,2,NA,1,1,C,0,0,118,118,50,NA
NG4L,NA,334,1D,WCF,2,Gulf Coast ARC,1,1,C,71,0,0,71,50,Y
NG7M,NA,4866,1B1,UT,2,NA,1,1,G,834,43,404,1281,550,NA
NG7X,NA,0,1D,AZ,1,NA,1,1,C,102,120,61,283,0,Y
NH6D,NA,1250,1D,PAC,2,NA,1,1,C,0,300,0,300,50,Y
NI0F,NA,315,1E,KS,5,NA,1,1,B,0,0,33,33,150,NA
NI1E,NA,374,1D,NH,2,Granite State ARA,1,1,C,0,81,0,81,50,NA
NI4ET,NA,214,1D,TN,2,NA,1,1,C,0,41,0,41,50,NA
NI5B,NA,294,1E,STX,2,NA,1,1,B,0,61,0,61,50,NA
NJ1F,NA,330,1D,ENY,2,Saratoga Co. ARA,1,1,C,45,0,0,45,150,NA
NJ2AR,K2HVE,1707,4AC,SNJ,2,Jersey Shore ARS,21,4,C,0,171,84,255,855,NA
NJ2BC,NA,1558,5F,NNJ,2,Bergen Co. Em. Mgmt. RC,7,5,G,0,152,140,292,670,NA
NJ2SP,KD2FSI,4040,3AB,NNJ,5,South Plainfield ARC,11,3,B,169,74,52,295,1350,NA
NJ4Q,NA,302,1D,VA,2,Lynchburg ARC,1,1,C,63,0,0,63,50,Y
NJ6Q,NA,426,1B1,SDG,2,NA,1,1,B,44,0,0,44,250,NA
NJ8G,NA,838,1D,AZ,2,Thunderbird ARC,1,1,C,0,197,0,197,50,NA
NM1J,NA,550,1D,EMA,2,Yankee Clipper Contest Club,1,1,C,125,0,0,125,50,NA
NM1Y,NA,162,1D,CT,2,Middlesex ARS,1,1,C,0,0,56,56,50,NA
NM3J,NA,532,1E,MDC,2,NA,1,1,B,48,0,95,143,150,NA
NM4AA,NA,5500,3E,NFL,2,NA,3,3,G,865,200,375,1440,490,NA
NM4N,NA,450,1E,TN,5,WCARES-TN,1,1,B,30,0,0,30,150,NA
NM7A,NA,72,1D,WWA,2,NA,3,1,C,0,0,11,11,50,NA
NM8RC,NK5J,550,3F,MI,2,Top of Michigan ARC,11,3,C,0,1,98,99,350,NA
NN0G,NA,1070,1B1B,CO,5,Parker Radio Assn.,1,1,B,82,0,0,82,250,Y
NN0Y,NA,1080,1B1B,CO,5,NA,1,1,B,0,63,0,63,450,NA
NN2L,NA,8220,1E,WNY,5,Rochester (NY) DX Assn.,1,1,S,748,39,0,787,350,NA
NN3I,NA,815,1B1B,MDC,5,NA,1,1,B,36,0,1,37,450,NA
NN3SI,NA,2384,3A,MDC,2,Smithsonian ARG,8,3,B,103,20,521,644,850,NA
NN4EE,NA,338,1D,GA,2,Athens RC,1,1,C,13,54,0,67,70,NA
NN4NT,NA,632,1B1,AL,2,NA,1,1,B,10,10,1,21,550,NA
NN4SA,NA,1966,2E,AL,2,NASA Marshall Space Flight Center ARC,7,2,G,96,137,92,325,850,NA
NN4VA,NA,1780,3A,VA,2,Westmoreland ARC,12,3,B,100,3,259,362,850,NA
NN5G,NA,408,1D,NTX,2,Richardson Wireless Klub,1,1,C,0,0,179,179,50,NA
NN5T,NA,1254,1D,NTX,2,Richardson Wireless Klub,1,1,C,41,260,0,301,50,NA
NN7O,NA,366,1D,OR,2,NA,1,1,C,73,0,12,85,50,NA
NN8B,NA,1978,2D,OH,2,Lisbon Area ARA,1,2,C,0,407,0,407,350,NA
NO2C,NA,270,1E,NLI,5,NA,1,1,B,0,0,24,24,150,NA
NO2D,NA,658,1D,CO,2,Colorado QRP Club,1,1,C,152,0,0,152,50,NA
NO4D,NA,1220,1E,SC,5,NA,1,1,B,0,107,0,107,150,NA
NO5V,NA,800,1E,STX,5,NA,1,1,B,0,39,52,91,150,NA
NO7G,NA,478,1D,MT,2,NA,1,1,C,2,105,0,107,50,NA
NO8I,NA,1634,4A,OH,2,Huber Heights ARC,8,4,G,8,163,50,221,850,NA
