call,gota_call,final_score,qst_class_plus,section,power_multiplier,club_name,number_of_participants,number_of_transmitters,power_source,total_cw_qs_os,total_digital_qs_os,total_phone_qs_os,total_qsos,bonus_points
W2CM,NA,3836,4A,WNY,2,Liverpool Amateur Rptr Club,20,4,G,155,294,345,794,1350
W2CRA,NA,2802,4A,NNJ,2,Cherryville Rptr Assn. II,24,4,G,50,119,488,657,1150
W2CXV,NA,1730,1A,WNY,2,Fulton ARC & Oswego Co. RACES,18,1,G,212,0,166,378,550
W2DQ,NA,64,2AC,NLI,2,Suffolk Co. RC,18,2,C,0,0,32,32,0
W2DXE,NA,422,1D,WNY,2,NA,1,1,C,93,0,0,93,50
W2ECK,NA,210,1E,GA,2,NA,1,1,B,40,0,0,40,50
W2EF,NA,2136,1F,NNJ,2,West Essex ARC,8,1,C,189,0,165,354,1050
W2EUP,NA,720,3A,WNY,2,Buffalo AR Rptr Assn.,5,3,B,0,0,135,135,450
W2F,NA,272,1E,NNY,2,NA,2,1,G,0,0,111,111,50
W2FHA,NA,2396,4A,WNY,2,Ft. Herkimer ARA,15,4,G,0,68,237,305,1650
W2FU,NA,4616,1B1,IA,2,NA,1,1,G,1060,4,5,1069,350
W2GDJ,NA,352,1D,ENY,2,NA,1,1,C,87,0,2,89,0
W2GPK,NA,1078,1D,NFL,2,NA,1,1,C,225,7,0,232,150
W2GSA,K2REM,2368,2F,NNJ,2,Garden State ARA,26,2,C,235,14,231,480,910
W2GSB,W2TOB,11882,6F,NLI,2,Great South Bay ARC,70,6,C,1420,0,2026,3446,2150
W2HO,W2LGB,3684,5A,ENY,2,Orange Co. (NY) ARC,46,5,G,110,178,391,679,1750
W2IOC,NA,68,1D,NNJ,2,NA,1,1,C,0,0,9,9,50
W2IQ,NA,3098,4A,TN,2,Lakeway ARC,24,4,G,21,52,728,801,1350
W2IR,K2AE,7210,6A,ENY,2,NA,70,6,G,563,104,1306,1973,1930
W2JLK,NA,2470,1B1B,NNJ,5,NA,1,1,B,202,0,0,202,450
W2JST,NA,1928,5A,NNY,2,Bear Bait RC,35,5,B,24,98,110,232,1220
W2LCQ,NA,910,1D,NLI,2,NA,1,1,C,215,0,0,215,50
W2LI,NA,2200,2A,NNJ,2,NA,29,2,G,14,31,385,430,1250
W2LRC,NA,1474,2A,NLI,2,Larkfield ARC,25,2,G,134,0,194,328,550
W2LV,NA,12556,5A,NNJ,2,Sussex Co. ARC,25,5,G,1958,2,1483,3443,1750
W2MMD,NA,13016,8A,SNJ,2,Gloucester Co. ARC,30,8,G,2224,134,867,3225,1850
W2MPX,NA,978,3F,NNJ,2,Metroplex ARC,5,3,G,0,0,139,139,700
W2MRD,NA,334,1E,ENY,2,NA,1,1,B,0,0,42,42,250
W2NPT,KD2KLN,6810,4A,NNJ,2,Fair Lawn ARC,49,4,G,946,0,768,1714,1490
W2NYW,NA,2886,2A,ENY,2,Peekskill & Cortlandt ARA,22,2,G,257,0,474,731,910
W2OFQ,NA,3390,4A,WNY,2,Rome RC,28,4,G,273,16,242,531,1750
W2ORC,WA2DQL,5918,2F,WNY,2,Orleans Co. ARC,19,2,C,816,0,722,1538,1210
W2OW,NA,1442,4A,WNY,2,Binghamton ARA,12,4,G,58,28,24,110,1050
W2PE,NA,1454,4AC,WNY,2,Radio Assn. of WNY,19,4,C,90,37,278,405,390
W2PIX,NA,62,1D,EWA,2,NA,1,1,C,0,0,6,6,50
W2QYV,NA,922,1A,WNY,2,Niagara RC,12,1,G,53,0,180,233,350
W2RBJ,NA,2312,2A,ENY,2,East Greenbush ARA,23,2,B,22,0,567,589,1090
W2RC,NA,8358,2AC,NLI,2,Radio Central ARC & Order of Boiled Owls of NY,20,2,C,1259,0,1086,2345,1150
W2RCX,NA,1568,3A,WNY,2,Genesee Radio Amateurs,12,3,G,55,0,389,444,570
W2RDX,W2AN,12980,3A,WNY,2,Rochester (NY) DX Assn.,30,3,G,2096,0,1383,3479,1830
W2RME,NA,2318,3A,WNY,2,Chenango Valley ARA,22,3,G,74,0,551,625,920
W2RR,NA,1322,1D,WNY,1,NA,5,1,C,486,0,0,486,350
W2RUI,NA,2366,5A,WNY,2,LARA,20,5,G,205,0,188,393,1170
W2SO,NA,3896,5A,WNY,2,The Lancaster ARC,15,5,G,326,97,477,900,1250
W2VA,NA,516,2AC,NLI,2,Wantagh ARC,9,2,C,34,0,65,99,250
W2VDZ,NA,396,1D,NNJ,2,NA,1,1,C,0,0,173,173,50
W2VL,NA,5248,5A,NLI,2,Long Island Mobile ARC,84,5,G,360,83,953,1396,1570
W2XRX,W2EOC,4436,3A,WNY,2,XRX & Monroe Co. ARES RCs Joint FD,30,3,G,481,38,475,994,1410
W2YD,NA,3532,2A,NNJ,2,Morris RC & Hanover Twsp OEM,31,2,G,409,54,215,678,1250
W2YRC,KD2D,3036,3A,ENY,2,Yonkers ARC,68,3,G,6,115,711,832,1130
W2ZC,W2AXR,8758,2A,WNY,2,Salt City DXA,12,2,G,1588,5,678,2271,1030
W2ZJ,NA,782,3AC,WNY,2,ARA of the Southern Tier,16,3,C,0,15,136,151,450
W2ZQ,KB2SYB,2906,2A,SNJ,2,DE Valley Radio Assn.,50,2,G,214,0,290,504,1470
W3ACH,KB3PCA,2578,4A,WPA,2,Cumberland Valley ARC,48,4,B,0,0,604,604,1370
W3AI,NA,2302,5A,EPA,2,RF Hill ARC,15,5,G,7,15,732,754,750
W3AO,K3CUJ,33942,15A,MDC,2,Potomac Valley RC & Columbia ARA,60,15,G,3808,876,5788,10472,3630
W3ARO,WA2YLY,3820,6A,EPA,2,Wayne Co. ARC,22,6,G,400,37,361,798,1350
W3ATB,NA,1015,1B1B,NH,5,NA,1,1,B,56,0,1,57,450
W3B,NA,4876,4A,WPA,2,Wrls Assn. of South Hills,30,4,G,701,44,673,1418,550
W3BMD,NA,466,1A,WPA,2,Indiana Co. ARC,9,1,G,63,0,22,85,170
W3BN,NA,1786,3A,EPA,2,NA,57,3,G,3,1,300,304,1170
W3BQC,NA,2405,2AB,EPA,5,Boschveldt QRP Club,4,2,B,148,1,73,222,550
W3BSA,NA,1064,1A,VA,2,BSA Venturing Crew 80,6,1,G,0,0,207,207,650
W3BTN,NA,3148,3A,EPA,2,N Penn ARC,7,3,G,104,55,561,720,1390
W3CB,NA,134,1D,MDC,2,NA,1,1,C,21,0,0,21,50
W3CDI,NA,1146,1D,MDC,2,NA,1,1,C,252,0,44,296,50
W3CMA,NA,1170,3A,EPA,2,Tamaqua Wrls Assn.,15,3,G,0,80,0,80,850
W3CSL,NA,2102,3A,WPA,2,Monessen ARC,21,3,G,306,0,84,390,710
W3CU,NA,4248,4A,MDC,2,MD Mobileers ARC,24,4,G,459,109,253,821,1470
W3CWC,NA,4228,7A,MDC,2,Antietam Radio Assn.,36,7,G,414,147,167,728,1650
W3DE,NA,2610,4A,DE,2,DE Valley ARS,20,4,G,62,0,776,838,810
W3EM,W3AA,3702,5A,EPA,2,Phil-Mont Mobile RC,45,5,G,200,0,776,976,1350
W3FW,NA,878,1D,EPA,1,NA,1,1,C,249,0,330,579,50
W3GH,NA,1036,5A,WPA,2,Skyview Radio Soc.,14,5,B,97,84,131,312,50
W3GIS,NA,1114,1D,MDC,2,NA,1,1,C,266,0,0,266,50
W3GV,NA,4084,4E,WPA,2,NA,18,4,G,690,16,380,1086,500
W3HZU,W3ZGD,2442,3A,EPA,2,Hilltop Transmitter Assn. & Keystone VHF Club,18,3,G,251,40,374,665,530
W3IUU,NA,726,1D,MDC,2,NA,1,1,C,119,0,100,219,50
W3IZ,NA,70,1D,CT,1,NA,1,1,C,10,0,0,10,50
W3KDR,NA,4066,1A,MDC,2,Dr. Loomis Memorial Junior Mechanics Lge,11,1,G,446,0,816,1262,650
W3KGN,NA,2498,3F,EPA,2,Adams Co. ARS,20,3,C,246,130,172,548,650
W3KM,NA,158,1D,EPA,2,NA,1,1,C,14,3,20,37,50
W3KS,NA,1020,1E,DE,2,NA,1,1,B,0,0,335,335,350
W3KWH,NA,1184,3E,WPA,2,NA,15,3,G,30,11,235,276,550
W3LAK,NA,148,2D,EPA,2,NA,3,2,C,0,6,62,68,0
W3LIF,NA,8270,7F,WPA,2,Mercer Co. ARC,50,7,G,806,0,1848,2654,1350
W3LP,NA,1086,2A,EPA,2,NA,4,2,G,7,0,254,261,550
W3M,KV3B,4008,4A,MDC,2,Montgomery ARC,45,4,G,262,9,597,868,1730
W3MIE,N3QQH,3930,2A,WPA,2,Crawford ARS,25,2,G,525,47,356,928,930
W3MUM,W3WEG,2184,2A,EPA,2,Penn-Mar RC,29,2,G,0,0,882,882,420
W3MY,NA,56,1D,NFL,2,NA,1,1,C,12,0,4,16,0
W3NFB,NA,664,1D,MDC,2,NA,3,1,C,0,0,207,207,250
W3NTP,NA,306,1D,MDC,2,NA,1,1,C,59,0,10,69,50
W3NWA,WB3JOE,2386,4A,EPA,2,MARC ARC,32,4,G,172,0,324,496,1050
W3OC,N3JHB,2272,3A,WPA,2,Two Rivers ARC of McKeesport PA,22,3,G,50,0,591,641,890
W3OK,WX3MAS,2052,2A,EPA,2,Delaware Lehigh ARC,30,2,G,34,0,428,462,1060
W3PGA,NA,2898,5A,MDC,2,Aero ARC,35,5,G,84,0,506,590,1550
W3PIE,NA,3388,3A,WPA,2,Uniontown ARC,15,3,G,492,0,435,927,550
W3RA,NA,378,1B1,WPA,2,NA,1,1,G,38,0,38,76,150
W3RLO,NA,106,1D,DE,2,NA,1,1,C,24,0,5,29,0
W3RRR,W3COB,2226,6A,EPA,2,Red Rose Rptr Assn.,15,6,G,30,37,274,341,1410
W3SFG,NA,124,1D,MDC,2,NA,1,1,C,18,0,1,19,50
W3SGJ,NA,1410,3A,WPA,2,Beaver Valley ARA,25,3,G,0,0,280,280,850
W3SK,NA,2782,7A,EPA,2,PENN Wrls Assn.,20,7,G,239,0,88,327,1650
W3SOX,NA,965,1D,EPA,1,NA,2,1,C,0,0,965,965,0
W3SW,NA,1276,2E,WNY,2,NA,2,2,B,0,6,451,457,350
W3TCA,NA,824,2F,WPA,2,Tri-County (PA) ARC,11,2,G,76,0,0,76,520
W3TS,NA,5460,1B1B,EPA,5,NA,1,1,B,501,0,0,501,450
W3U,K3ZMC,5408,4AC,EPA,2,Pottstown Area ARC,34,4,C,601,18,1131,1750,670
W3UDX,AA3YW,6658,7A,WPA,2,Butler Co. ARA,15,7,G,1022,9,632,1663,1270
W3USA,NA,7222,1A,OH,2,Not Case ARC,3,1,G,1475,4,78,1557,1150
W3UU,NA,828,2A,EPA,2,NA,16,2,G,0,0,239,239,350
W3VPJ,KD3MC,4842,2A,EPA,2,Susquehanna Valley ARC,15,2,G,676,0,494,1170,1150
W3VPR,NA,3390,5A,MDC,2,Anne Arundel RC,45,5,G,209,125,282,616,1490
W3VV,NA,1040,3A,WPA,2,NA,12,3,G,0,0,195,195,650
W3WOT/4,NA,146,1E,NC,1,NA,1,1,G,0,0,46,46,100
W3WRC,NA,2076,2A,SV,2,The World RC,6,2,G,135,157,129,421,650
W3WT,NA,2370,1B1B,EPA,5,NA,1,1,B,202,0,0,202,350
W3YA,NA,8681,4A,WPA,1,Nittany ARC,30,4,G,1901,0,3529,5430,1350
W3ZIC,NA,3034,6A,WPA,2,Fort Venango Mike and Key Club,25,6,G,183,194,188,565,1150
W3ZR,N3OMA,3782,3A,EPA,2,Columbia-Montour ARC,15,3,G,300,0,436,736,1710
W4AAZ,NA,1998,4A,NFL,2,North Okaloosa ARC,48,4,B,85,1,232,318,1190
W4ABP,NA,972,3A,GA,2,Lanierland ARC,25,3,G,0,0,191,191,590
W4ABR,NA,558,2A,TN,2,Johnson City ARA,27,2,G,0,0,204,204,150
W4AC,W2XYZ,1868,2A,WCF,1,Tamiami ARC,13,2,G,213,14,144,371,1270
W4AM,NA,1874,3A,TN,2,Chattanooga ARC,53,3,G,23,81,284,388,890
W4AMW,NA,5710,2B2B,KY,5,NA,2,2,B,536,0,0,536,350
W4ATC,NA,1252,3A,NC,2,NC State Univ Student ARS,5,3,G,130,4,333,467,50
W4ATD,KD4TGC,2440,2A,AL,2,Decatur (AL) ARC,30,2,G,37,82,477,596,1010
W4BFB,NC4DP,5824,3A,NC,2,Mecklenburg ARS,66,3,G,532,45,913,1490,1690
W4BKD,NA,169,2F,NFL,1,Chipola ARC,15,2,C,2,0,115,117,50
W4BOC,ND4AA,3704,5A,GA,2,NA,62,5,G,142,99,595,836,1550
W4BTI,NA,1442,3A,GA,2,Kennehoochee ARC,61,3,G,0,0,346,346,750
W4BUG,N4FL,2207,3A,SFL,1,Gold Coast ARA,24,3,G,209,0,589,798,1200
W4BV,NA,1404,3A,TN,2,Lincoln Co. ARA,4,3,G,0,0,317,317,770
W4C,KI4OAS,3250,3A,TN,2,Springhill Rptr Assn. FD,26,3,G,4,219,274,497,1810
W4CA,NA,3908,4A,VA,2,Roanoke Valley ARC,29,4,G,38,138,1017,1193,1170
W4CAE,K9DBC,4404,5A,SC,2,Columbia ARC,41,5,G,645,101,235,981,950
W4CAR,NA,2846,4A,VA,2,Chesapeake ARS,40,4,G,174,176,348,698,750
W4CB,NA,9820,3E,VA,2,NA,6,3,G,1963,0,709,2672,550
W4CDA,WQ4Z,3206,3A,KY,2,Wilderness Road ARC,29,3,G,355,6,176,537,1410
W4CFS,NA,244,1E,SFL,2,NA,1,1,B,0,0,97,97,50
W4CHR,NA,1468,3A,SC,2,NA,10,3,G,52,0,305,357,650
W4CN,NA,3536,2A,KY,2,AR Transmitting Soc. of Louisville,9,2,G,579,20,45,644,1050
W4COV,NA,2596,2F,VA,2,VA Mtn ARC,10,2,C,50,27,629,706,1030
W4CQ,NA,1652,4F,NC,2,Charlotte ARC,15,4,C,3,81,398,482,520
W4CRA,NA,2206,4F,NFL,2,Citrus Co. ARC,25,4,G,97,85,64,246,1350
W4CUE,K4DSO,2938,6A,AL,2,Birmingham ARC,35,6,G,114,16,314,444,1790
W4CUL,N4XI,3072,3A,VA,2,Culpeper ARA,21,3,G,196,19,551,766,1110
W4CVY,W4FIZ,6534,3A,GA,2,Columbus ARC,42,3,B,706,194,722,1622,1490
W4CWM,NA,182,1D,SC,2,NA,1,1,C,0,0,66,66,50
W4DHN,NA,3526,3AC,AL,2,Wiregrass ARC,27,3,C,529,36,258,823,750
W4DHT,NA,528,1B1C,OH,2,NA,1,1,C,0,0,239,239,50
W4DIT,NA,620,1B1B,TN,5,NA,1,1,B,27,0,0,27,350
W4DO,WA4TFZ,5140,3A,VA,2,Albemarle ARC,65,3,G,306,0,1213,1519,1490
W4DOC,NA,1056,5A,GA,2,Atlanta RC,20,5,B,6,0,41,47,950
W4DUX,KG5RVW,4870,3A,WCF,2,Peace River Radio Assn.,57,3,G,703,1,332,1036,1390
W4DV,NA,1640,4A,GA,2,ARC of Augusta,22,4,B,0,39,147,186,1190
W4DW,W4RAL,6642,7A,NC,2,Raleigh ARS,94,7,G,385,121,1314,1820,1990
W4EM,W4BS,3714,5A,TN,2,Delta & MARA & Nashoba & Tri-State,78,5,G,285,75,432,792,1410
W4ES,NA,160,1E,AZ,2,NA,1,1,G,0,0,30,30,100
W4EZ,NA,21645,9AB,NC,5,Orange Co. Radio Amateurs & Durham FM Assn.,53,9,B,1394,264,603,2261,2050
W4F,NA,3878,6F,NFL,2,CQ Florida,86,6,C,298,37,444,779,1650
W4FWD,NA,1712,4F,GA,2,NA,28,4,C,0,78,225,303,950
W4GBR,NA,5670,2AB,AL,5,DeKalb Co. ARC &  NE Alabama QRP Grp,26,2,B,356,134,0,490,770
W4GGM,NA,1632,3A,TN,2,Maury ARC,30,3,B,0,73,145,218,1050
W4GHV,NA,760,1E,NC,2,NA,1,1,G,12,26,179,217,250
W4GJ,NA,5814,3E,NFL,2,NA,3,3,G,1316,0,0,1316,550
W4GL,NA,1220,2AC,SC,2,NA,15,2,C,0,0,485,485,250
W4GLK,NA,194,1B1,TN,2,NA,1,1,B,0,0,22,22,150
W4GR,KN4CGO,9404,8A,GA,2,Gwinnett ARS/ARES,104,8,G,985,397,813,2195,2250
W4GS,NA,2934,5A,SC,2,Grand Strand ARC,33,5,G,310,33,106,449,1350
W4GTA,W4LMS,1058,2AC,GA,2,Tri-States ARC,20,2,C,0,0,144,144,770
W4GWD,NA,378,1AC,SC,2,NA,28,1,C,0,0,14,14,350
W4GZX,NA,3320,3E,TN,2,NA,72,3,G,429,0,357,786,890
W4HAW,NA,1248,2A,SFL,2,West Palm Beach ARG,49,2,G,29,0,191,220,750
W4HFH,NA,2912,5A,VA,2,Alexandria RC,40,5,G,166,0,479,645,1290
W4HOG,NA,3284,3D,NC,2,NA,21,3,C,566,0,385,951,250
W4HZL,NA,1896,1A,VA,2,Middle Peninsula ARC,40,1,B,104,0,265,369,950
W4IY,W4AD,16988,9A,VA,2,Woodbridge Wireless,30,9,G,2604,301,1519,4424,2330
W4IZT,NA,7850,2E,GA,2,NA,10,2,G,1258,0,984,2242,850
W4J,NA,3756,1A,SFL,2,Jupiter Tequesta Rptr Grp,50,1,G,70,0,1073,1143,1330
W4JDS,NA,306,1D,GA,2,NA,1,1,C,64,0,0,64,50
W4JNB,WX4FC,8140,3A,AL,2,Muscle Shoals ARC,25,3,G,1124,0,927,2051,1790
W4K,NA,2050,2F,AL,2,NA,13,2,C,50,0,400,450,1050
W4KAZ,NA,2042,1B1,NC,2,NA,1,1,B,470,0,56,526,50
W4KRN,NA,450,1E,VA,2,NA,1,1,B,95,0,10,105,50
W4KVK,NA,1330,5A,KY,2,Henderson ARC,15,5,B,16,2,4,22,1250
W4LAN,NA,46,1D,VA,2,NA,1,1,C,0,0,23,23,0
W4LHS,NA,3798,3A,GA,2,NA,20,3,G,516,0,492,1008,750
W4LTE,NA,350,1E,NFL,2,NA,1,1,G,75,0,0,75,50
W4LX,NA,2620,5A,SFL,2,Ft. Myers ARC,20,5,G,120,64,167,351,1550
W4MIN,NA,664,2E,WCF,2,NA,6,2,G,0,73,11,84,350
W4MLB,KA4JRY,6338,2F,SFL,2,Platinum Coast ARS,21,2,C,860,5,674,1539,1530
W4MOE,W1PTS,1742,5A,NC,2,Western Carolina ARS,11,5,G,0,55,186,241,1150
W4NBS,NA,550,1D,AL,2,NA,1,1,C,125,0,0,125,50
W4NC,W4S,13050,9A,NC,2,Forsyth ARC,74,9,G,1727,112,1702,3541,2290
W4NJA,NA,6000,3A,KY,2,Paducah ARA,20,3,G,793,36,817,1646,1050
W4NNK,NA,1088,2F,VA,2,Rappahannock ARA,12,2,C,24,0,371,395,250
W4NPS,NA,836,2A,VA,2,Radio Amateur Soc. of Norfolk,6,2,G,0,19,105,124,550
W4NPT,NA,4362,3A,WCF,2,North Port ARC,15,3,G,474,77,544,1095,1070
W4NUN,NA,1410,2D,GA,2,NA,9,2,C,237,0,181,418,100
W4ODR,NA,3620,4A,TN,2,West TN MARS/Tipton ARS,26,4,G,0,107,1121,1228,950
W4OLB,N9KMY,6662,5A,TN,2,Smoky Mountain ARC,77,5,G,530,37,1412,1979,1570
W4ORS,NA,242,1D,AL,2,NA,1,1,C,0,10,76,86,50
W4OT,KC2LXV,2840,6A,SFL,2,Vero Beach ARC,10,6,G,210,5,215,430,1550
W4OVH,NA,3836,3A,VA,2,Ole Virginia Hams,25,3,G,419,50,255,724,1450
W4OWL,NA,2740,2AB,VA,5,Barred Owl RC,5,2,B,122,5,104,231,950
W4PL,NA,6642,3A,TN,2,Tennessee Valley DXA,14,3,G,1228,0,490,1718,750
W4PM,NA,650,1D,VA,2,NA,1,1,C,150,0,0,150,50
W4POT,NA,440,1EB,NFL,5,NA,1,1,B,0,0,38,38,250
W4PWC,NA,700,3F,VA,2,Prince William Co. ARES,2,3,G,0,0,175,175,350
W4QR,NA,3640,3A,VA,2,Spark & HPST & PARC,62,3,G,46,145,683,874,1510
W4R,N3DJO,4462,5A,GA,2,MGRA & CGARC,75,5,G,44,388,572,1004,1590
W4RAT,NA,2060,4A,VA,2,Richmond Multi-Club FD Party,21,4,G,76,7,489,572,750
W4RGT,NA,1222,5A,TN,2,4th Regiment Comms Team & TN State Guard,11,5,B,8,0,120,128,950
W4RKC,NA,3274,3A,VA,2,Shenandoah Valley ARC,27,3,G,366,0,460,826,890
W4RU,NA,972,3A,SFL,2,Big Lake ARC,8,3,G,0,0,11,11,950
W4RYZ,NA,3076,2D,NFL,2,NA,24,2,C,533,146,5,684,350
W4SEC,NA,723,1D,NFL,1,NA,2,1,C,272,0,129,401,50
W4SHL,NA,1808,3E,AL,2,NA,10,3,G,66,87,373,526,450
W4SK,NA,1650,1B1,TN,2,NA,1,1,B,400,0,0,400,50
W4SLC,NA,590,2AC,SFL,2,Ft. Pierce ARC & St. Lucie Co. ARES,11,2,C,0,0,20,20,550
W4SNC,NA,6214,6A,NC,2,Iredell Co. ARS,50,6,G,0,970,182,1152,1970
W4SOF,NA,113,1D,NM,1,NA,1,1,C,0,0,63,63,50
W4SS,NA,4568,3A,SFL,2,Palms West ARC,20,3,G,328,0,1353,1681,550
W4T,W8EYU,4712,3A,TN,2,CPARC,53,3,G,540,167,222,929,1440
W4TA,NA,5180,3A,WCF,2,Clearwater ARS & St. Pete ARC & Upper Pinellas ARC,75,3,G,562,0,691,1253,1550
W4TM,NA,1778,1E,GA,2,NA,2,1,G,230,1,352,583,150
W4TRC,NA,3764,3A,TN,2,Kingsport-Bays Mtn ARC,16,3,B,206,131,623,960,1170
W4UA,KN4JOX,3528,3AC,NC,2,High Point ARC,41,3,C,0,143,903,1046,1150
W4UAL,NA,625,1E,AL,1,NA,3,1,G,0,0,575,575,50
W4UC,KB4HAH,1966,5A,NFL,2,Five Flags ARA,50,5,G,0,10,378,388,1170
W4UD,NA,7546,4A,TN,2,Bristol ARC,75,4,G,879,34,1222,2135,1450
W4UJ,NA,130,1E,SFL,2,NA,1,1,G,20,0,0,20,50
W4UOT,NA,2606,6A,TN,2,Middle TN ARS,32,6,G,23,41,360,424,1630
W4UT,NA,1518,1E,TN,2,NA,1,1,B,342,0,0,342,150
W4V,NA,848,3F,AL,2,62 Rptr Grp,17,3,C,0,0,189,189,470
W4VA,KW4VA,2956,3A,VA,2,Fauquier ARA,16,3,G,179,71,603,853,750
W4VG,NA,134,1C,VA,2,NA,2,1,G,0,0,17,17,100
W4VIC,NA,190,1D,VA,1,NA,1,1,C,70,0,0,70,50
W4VO,W4VO,994,4A,GA,2,NW GA ARC,14,4,G,0,0,42,42,910
W4WC,NA,1988,5A,TN,2,Andrew Johnson ARC,19,5,G,0,20,479,499,950
W4WNT,NA,234,1D,NC,2,NA,1,1,C,0,21,0,21,150
W4XD,K4MRA,8844,3A,VA,2,Massanutten & Valley ARA,53,3,G,1036,165,1245,2446,1550
W4XR,NA,4396,3A,VA,2,Fluvanna ARES Grp,12,3,G,442,5,929,1376,750
W4YE,NA,700,1D,VA,2,NA,1,1,C,175,0,0,175,0
W4YG,NA,1110,1E,VA,2,NA,1,1,G,265,0,0,265,50
W4YK,NA4X,5150,3A,NC,2,Blue Ridge ARC,46,3,G,351,233,712,1296,1390
W4YMI,NC1NC,940,2A,NC,2,Carteret Co. ARS,20,2,G,0,0,70,70,800
W4ZBB,NA,926,3E,NFL,2,NA,17,3,B,0,30,78,108,650
W4ZPR,NA,400,1E,VA,2,NA,1,1,G,50,0,0,50,200
W5ABD,NA,314,1AC,LA,2,Westside ARC,6,1,C,0,0,32,32,250
W5AHS,NA,1770,1AC,AR,2,Alpena High School RC,5,1,C,207,0,396,603,150
W5ANR,NA,2158,3A,AR,2,Ft. Smith AR Area ARC,10,3,G,294,0,56,350,870
W5AOK,NA,608,2F,OK,2,Tri-State ARG,12,2,C,0,0,104,104,400
W5AQA,NA,988,2A,NM,2,Socorro ARA,10,2,G,38,35,73,146,550
W5AUU,NA,1574,3A,AR,2,Faulkner Co. ARC,25,3,G,0,8,256,264,1030
W5AW,NA,270,3D,WTX,2,NA,3,3,C,0,0,85,85,100
W5AWL,K5LFD,3338,3F,NTX,2,Allen Wylie Lucas ARC & Lucas ARC,35,3,C,400,50,344,794,850
W5AWP,AK4DI,1844,4A,MS,2,NA,25,4,G,1,17,231,249,1310
W5BCS,NA,1456,2A,STX,2,Bryan ARC,63,2,G,0,1,201,202,1050
W5BMC,NA,474,2F,LA,2,Bayouland Emergency ARC,11,2,C,0,0,12,12,450
W5CCW,NA,794,2D,MS,2,NA,5,2,C,135,0,102,237,50
W5CFC,NA,680,3A,STX,2,Cy-Fair CERT,7,3,G,0,0,15,15,650
W5CSY,NA,810,3A,NM,2,NA,5,3,B,23,0,34,57,650
W5CT,NA,9404,2E,STX,2,NA,6,2,G,1912,0,753,2665,250
W5DDL,W5EXI,3836,4A,LA,2,Acadiana ARA,20,4,G,123,5,1237,1365,850
W5DRZ,NA,1554,4A,OK,2,Broken Arrow ARC,30,4,G,83,43,50,176,950
W5E,NA,1540,3A,NTX,2,NA,20,3,G,1,104,125,230,870
W5EA,NA,4006,2A,LA,2,NE LA ARC,20,2,G,241,0,1036,1277,970
W5ENT,NA,1416,2F,NTX,2,Rains ARA,33,2,G,0,63,57,120,1050
W5FC,NA,2896,4A,NTX,2,Dallas ARC,82,4,G,62,119,251,432,1670
W5GAD,NA,4878,3E,LA,2,NA,57,3,G,742,67,276,1085,1090
W5GIX,K5LSU,3142,3A,LA,2,Baton Rouge ARC,60,3,B,218,27,486,731,1190
W5GWD,AG5FG,1764,3A,MS,2,Chickasaw ARA,20,3,G,9,48,243,300,1050
W5GZ,NA,56,1D,NM,2,NA,1,1,C,0,0,3,3,50
W5HLP,NA,244,1B1,NTX,2,NA,1,1,G,0,0,47,47,150
W5JAS,NA,1458,2AC,STX,2,Lakes Area ARC,11,2,C,0,67,110,177,970
W5JDX,NA,458,3D,MS,2,NA,3,3,C,3,0,198,201,50
W5JE,NA,2158,3A,AR,2,Ft. Smith Area ARC,10,3,G,294,0,56,350,870
W5JMC,NA,1426,1D,VA,2,NA,1,1,C,0,0,688,688,50
W5JPT,NA,82,1E,NTX,2,NA,1,1,B,0,8,0,8,50
W5JVR,NA,682,1E,GA,2,NA,1,1,G,108,0,0,108,250
W5KS,NA,1506,4AC,OK,2,NA,23,4,C,64,78,124,266,690
W5KTC,NA,2478,2A,STX,2,Port Lavaca ARC,6,2,B,270,2,70,342,1250
W5LOC,NA,574,2F,STX,2,OKRA,2,2,C,0,71,70,141,150
W5MAG,NA,1018,3A,AR,2,Mt. Magazine ARC,10,3,G,0,0,84,84,850
W5MEL,W5TJS,4282,3A,OK,2,OKC AutoPatch Assn.,45,3,G,573,83,169,825,1320
W5MRC,K5CRX,3954,3A,NTX,2,McKinney ARC,65,3,G,608,7,392,1007,710
W5NAC,NA,1140,2F,NTX,2,Nacogdoches ARC,21,2,C,30,2,81,113,850
W5NC,KE5IOV,2596,2A,STX,2,NA,25,2,G,335,0,183,518,890
W5NEM,NA,2168,2A,MS,2,NEMRA,11,2,G,12,0,485,497,1150
W5NFL,NA,426,2F,NTX,2,Navarro ARC,13,2,C,0,0,28,28,370
W5NGU,NA,1526,5F,NTX,2,Denton Co. ARA,50,5,G,233,0,22,255,550
W5NI,NA,960,3A,MO,2,Blue Springs ARC,3,3,B,0,48,109,157,550
W5NN,NA,1102,1C,NTX,2,NA,3,1,B,158,0,110,268,250
W5NNI,NA,3776,3A,NTX,2,Majors Field ARC,14,3,G,375,213,267,855,890
W5NOR,WB5ULK,2952,2F,OK,2,South Canadian ARS,50,2,B,317,0,247,564,1190
W5OBM,K5OLV,1700,3A,MS,2,Olive Branch ARC,10,3,G,32,0,331,363,910
W5PAA,NA,726,1A,OK,2,Aeronautical Center ARC,3,1,G,0,19,0,19,650
W5PDO,NA,1482,2A,NM,2,Los Alamos ARC,10,2,G,32,20,262,314,750
