call,final_score,class,total_qsos,power_multiplier,gota_call,section,number_of_participants,club_name,transmitters,year,power_source,total_cw_qsos,total_digital_qsos,total_phone_qsos,bonus_points,checklog_y_n,x17
KC1FID,1266,2F,103,2,NA,WMA,4,Springfield RACES Club,2,2018,C,0,0,103,1060,NA,NA
KC1FOZ,554,1B1,102,2,NA,NH,1,NA,1,2018,G,0,0,102,350,NA,NA
KC1PUG,96,1D,23,2,NA,WMA,1,NA,1,2018,C,0,0,23,50,NA,NA
KC1WD,62,1D,3,2,NA,EMA,1,NA,1,2018,C,3,0,0,50,NA,NA
KC2DPF,378,1D,164,2,NA,VA,1,NA,1,2018,C,0,0,164,50,NA,NA
KC2FYH,324,1D,97,2,NA,ENY,2,NA,1,2018,C,0,40,57,50,NA,NA
KC2LST,33,1D,33,1,NA,NNJ,1,NA,1,2018,C,0,0,33,0,NA,NA
KC2NYP,16,1B1C,8,2,NA,SNJ,1,NA,1,2018,C,0,0,8,0,NA,NA
KC2OUR,652,4F,301,2,NA,ENY,10,Orange Co. NY ARES/RACES,4,2018,C,0,0,301,50,NA,NA
KC2PDO,184,1D,67,2,NA,NNJ,1,NA,1,2018,C,0,0,67,50,NA,NA
KC2RC,2270,2A,757,2,NA,NLI,20,Kings Co. RC,2,2018,G,33,0,724,690,NA,NA
KC2TFI,62,1D,6,2,NA,WNY,1,NA,1,2018,C,0,0,6,50,NA,NA
KC2TI,2106,3A,478,2,NA,NNY,30,Thousand Islands RC,3,2018,G,78,32,368,930,NA,NA
KC2WI,288,1E,69,2,NA,NNY,1,NA,1,2018,B,0,0,69,150,NA,NA
KC3ARC,4100,2A,1053,2,W3DOV,DE,20,NA,2,2018,G,414,73,566,1020,NA,NA
KC3BVR,116,1B1C,24,2,NA,EPA,1,NA,1,2018,C,0,9,15,50,NA,NA
KC3EF,190,1E,48,2,NA,NFL,1,NA,1,2018,G,0,22,26,50,NA,NA
KC3EYS,90,1EB,8,5,NA,WPA,1,NA,1,2018,B,0,0,8,50,NA,NA
KC3GYU,90,1D,20,2,NA,WPA,1,NA,1,2018,C,0,0,20,50,NA,NA
KC3HMY,206,1D,28,2,NA,MDC,1,NA,1,2018,C,0,0,28,150,NA,NA
KC3HOJ,74,1D,12,2,NA,EPA,1,NA,1,2018,C,0,0,12,50,NA,NA
KC3IPF,172,1B1,61,2,NA,EPA,1,NA,1,2018,B,0,0,61,50,NA,NA
KC3KDK,84,1D,17,2,NA,WPA,2,NA,1,2018,C,0,0,17,50,NA,NA
KC3WX,4768,1E,1214,2,NA,EPA,1,NA,1,2018,G,995,0,219,350,NA,NA
KC4RC,1053,2F,182,1,KB1ND,SC,12,Kershaw Co. ARC,2,2018,C,11,0,171,860,NA,NA
KC4TNQ,514,1D,137,2,NA,TN,1,NA,1,2018,C,0,95,42,50,NA,NA
KC4UG,500,1AC,125,2,NA,AL,18,W AL ARC,1,2018,C,0,0,125,250,NA,NA
KC5CWW,952,2AC,171,2,KD4VVZ,MS,10,CW Wings & More ARC,2,2018,C,0,0,171,610,NA,NA
KC5DR,1982,2A,395,2,WA5WX,LA,45,LA Delta RC,2,2018,G,5,66,324,1050,NA,NA
KC5GOI,144,1B1,47,2,NA,OK,1,NA,1,2018,B,0,0,47,50,NA,NA
KC5JRT,52,1D,1,2,NA,STX,1,NA,1,2018,C,0,0,1,50,NA,NA
KC5OLO,1164,3A,258,2,NA,WTX,55,Key City ARC,3,2018,G,40,59,159,450,NA,NA
KC5ULN,288,3AC,112,2,NA,MS,14,Lowndes Co. ARC,3,2018,C,7,0,105,50,NA,NA
KC5YWN,668,1D,309,2,NA,AR,1,NA,1,2018,C,0,0,309,50,NA,NA
KC7ARS,1302,1A,276,2,NA,NV,4,Churchill ARS,1,2018,B,0,0,276,750,NA,NA
KC7FCW,500,1B1B,34,5,NA,WWA,1,NA,1,2018,B,16,0,18,250,NA,NA
KC7O,580,1E,213,2,NA,LAX,1,NA,1,2018,B,0,2,211,150,NA,NA
KC7RAD,790,1B1B,128,5,NA,IL,1,NA,1,2018,B,0,0,128,150,NA,NA
KC7Z,1754,2A,359,2,NA,WWA,20,Kitsap Co. ARC,2,2018,G,93,0,266,850,NA,NA
KC8BW,418,1E,67,2,NA,MI,1,NA,1,2018,G,67,0,0,150,NA,NA
KC8GTE,24,1D,12,2,NA,MI,1,NA,1,2018,C,0,0,12,0,NA,NA
KC8LKB,116,1D,33,2,NA,WTX,1,NA,1,2018,C,0,0,33,50,NA,NA
KC8NTE,548,1A,32,2,NA,MI,3,Northern MI ARES,1,2018,G,0,17,15,450,NA,NA
KC8R,434,1D,96,2,NA,MI,1,NA,1,2018,C,96,0,0,50,NA,NA
KC8VC,1868,3A,342,2,W8JWN,WI,16,Mich-A-Con ARC,3,2018,G,86,81,175,850,NA,NA
KC8ZMN,176,1D,88,2,NA,MI,1,NA,1,2018,C,0,0,88,0,NA,NA
KC9BBW,8,1D,4,2,NA,VA,1,NA,1,2018,C,0,0,4,0,NA,NA
KC9BZL,202,1E,13,2,NA,IN,1,NA,1,2018,G,13,0,0,150,NA,NA
KC9CZH,698,3A,74,2,NA,WI,4,Columbia Co. ARES/RACES,3,2018,G,0,0,74,550,NA,NA
KC9KQ,2346,2A,453,2,W9UWP,WI,25,Hidden Valleys ARC & UW-Platteville ARC,2,2018,G,255,0,198,930,NA,NA
KC9OLF,346,3AC,98,2,NA,IN,4,Tri-Country Club,3,2018,C,0,0,98,150,NA,NA
KC9SFL,1058,3AC,204,2,NA,IN,22,Daviess Co. ARC,3,2018,C,0,0,204,650,NA,NA
KC9SNM,1452,2E,317,2,NA,IL,5,NA,2,2018,G,284,0,33,250,NA,NA
KC9UXC,90,1C,20,2,NA,WI,1,NA,1,2018,G,0,0,20,50,NA,NA
KC9ZGY,375,1B1B,33,5,NA,WI,1,NA,1,2018,B,0,12,21,150,NA,NA
KCØCQD,134,1D,42,2,NA,MO,1,NA,1,2018,C,0,0,42,50,NA,NA
KCØFUE,94,1D,13,2,NA,KS,1,NA,1,2018,C,0,9,4,50,NA,NA
KCØIEA,358,1B1C,54,2,NA,IA,1,NA,1,2018,C,0,0,54,250,NA,NA
KCØM,1258,2A,147,2,NA,MO,12,Tri-Lakes ARC,2,2018,B,107,0,40,750,NA,NA
KCØQIK,146,1D,24,2,NA,MO,1,NA,1,2018,C,15,9,0,50,NA,NA
KCØQYU,70,1E,10,2,NA,CO,1,NA,1,2018,B,0,0,10,50,NA,NA
KCØUXC,666,1E,104,2,NA,SD,1,NA,1,2018,B,104,0,0,250,NA,NA
KCØZIE,128,2B2,39,2,NA,CO,2,NA,2,2018,B,0,0,39,50,NA,NA
KD1TF,130,1C,15,2,NA,EMA,1,NA,1,2018,G,0,0,15,100,NA,NA
KD2ABL,164,1C,7,2,NA,ENY,1,NA,1,2018,G,0,0,7,150,NA,NA
KD2DVW,76,1D,7,2,NA,SNJ,1,NA,1,2018,C,0,6,1,50,NA,NA
KD2ETT,1480,3A,195,2,NA,WNY,6,CNY Contesters,3,2018,B,0,20,175,1050,NA,NA
KD2FIL,70,1D,10,2,NA,WNY,1,NA,1,2018,C,0,0,10,50,NA,NA
KD2FN,128,1D,39,2,NA,NLI,1,NA,1,2018,C,0,0,39,50,NA,NA
KD2GYO,166,1D,58,2,NA,ENY,1,NA,1,2018,C,0,0,58,50,NA,NA
KD2HFN,128,1D,39,2,NA,NLI,1,NA,1,2018,C,0,0,39,50,NA,NA
KD2IWW,664,1D,164,2,NA,ENY,1,NA,1,2018,C,138,5,21,50,NA,NA
KD2JC,2200,1B1B,210,5,NA,NNJ,1,NA,1,2018,B,210,0,0,100,NA,NA
KD2KSG,74,1D,37,2,NA,WNY,1,NA,1,2018,C,0,0,37,0,NA,NA
KD2KWT,2202,4A,418,2,NA,NNJ,10,Wayne Radio Amateur Emerg Team,4,2018,G,0,63,355,1240,NA,NA
KD2LIL,1190,2A,190,2,NA,ENY,11,Columbia Co. (NY) ARES,2,2018,G,30,0,160,750,NA,NA
KD2LMW,256,1D,95,2,NA,NNY,1,NA,1,2018,C,0,8,87,50,NA,NA
KD2NOP,26,1D,24,1,NA,NLI,1,NA,1,2018,C,0,2,22,0,NA,NA
KD2NSA,570,1D,210,2,NA,ENY,1,NA,1,2018,C,0,0,210,150,NA,NA
KD2OMV,90,1D,10,2,NA,NNY,1,NA,1,2018,C,10,0,0,50,NA,NA
KD4ADC,618,1D,117,2,NA,AL,1,NA,1,2018,C,96,21,0,150,NA,NA
KD4BTD,318,1D,34,2,NA,SFL,2,NA,1,2018,C,0,0,34,250,NA,NA
KD4EE,1240,1B2B,119,5,NA,KY,2,NA,1,2018,B,119,0,0,50,NA,NA
KD4NLE,215,1B1B,3,5,NA,WCF,1,NA,1,2018,B,0,0,3,200,NA,NA
KD4QMY,168,1D,59,2,NA,GA,1,NA,1,2018,C,0,0,59,50,NA,NA
KD5BBR,290,2B2,54,2,NA,OK,2,NA,2,2018,G,0,16,38,150,NA,NA
KD5C,7638,3A,1906,2,W5QGG,WTX,20,Midland ARC,3,2018,G,1382,6,518,1050,NA,NA
KD5COL,218,1D,84,2,NA,TN,1,NA,1,2018,C,0,0,84,50,NA,NA
KD5DLZ,390,1B1,70,2,NA,OK,1,NA,1,2018,G,0,0,70,250,NA,NA
KD5DX,768,3A,49,2,AK5FM,STX,14,NA,3,2018,G,0,0,49,670,NA,NA
KD5TKR,72,1E,11,2,NA,WTX,1,NA,1,2018,G,0,0,11,50,NA,NA
KD5WBW,174,1D,12,2,NA,NTX,1,NA,1,2018,C,0,0,12,150,NA,NA
KD5YPH,134,1D,34,2,NA,CO,1,NA,1,2018,C,0,8,26,50,NA,NA
KD6GWH,58,1D,4,2,NA,SB,1,NA,1,2018,C,0,0,4,50,NA,NA
KD6OAU,90,1D,20,2,NA,ORG,1,NA,1,2018,C,0,0,20,50,NA,NA
KD6RMS,380,1B1,115,2,NA,LAX,1,NA,1,2018,G,0,0,115,150,NA,NA
KD7KKC,474,1E,162,2,NA,ID,1,NA,1,2018,B,0,0,162,150,NA,NA
KD7PH,1192,2A,101,2,KI7BSW,ID,13,Palouse Hills ARC,2,2018,G,12,33,56,900,NA,NA
KD8ATF,390,1D,112,2,NA,WV,1,NA,1,2018,C,0,33,79,100,NA,NA
KD8BB,528,1A,189,2,NA,IN,3,NA,1,2018,B,0,0,189,150,NA,NA
KD8BBK,462,1D,103,2,NA,OH,1,NA,1,2018,C,103,0,0,50,NA,NA
KD8KTN,162,1B1,6,2,NA,MI,1,NA,1,2018,B,0,0,6,150,NA,NA
KD8LBS,2640,3AB,221,5,NA,OH,15,OH Valley Experimenters Club,3,2018,B,102,3,116,1010,NA,NA
KD8OBW,136,1D,43,2,NA,OH,1,NA,1,2018,C,0,0,43,50,NA,NA
KD8ORN,170,1E,60,2,NA,OH,1,NA,1,2018,B,0,0,60,50,NA,NA
KD8SQ,1172,2A,411,2,NA,OH,14,Orrville ARS,2,2018,G,0,0,411,350,NA,NA
KD8TNF,90,1D,28,1,NA,OH,1,NA,1,2018,C,12,0,16,50,NA,NA
KD8UWF,132,1D,41,2,NA,WV,1,NA,1,2018,C,0,0,41,50,NA,NA
KD8YNG,246,1D,98,2,NA,OH,1,NA,1,2018,C,0,0,98,50,NA,NA
KD8ZUY,1020,1A,435,2,NA,WPA,4,Kreuter Family FD,1,2018,G,0,0,435,150,NA,NA
KD9CES,312,1B2,81,2,NA,IN,2,NA,1,2018,B,0,0,81,150,NA,NA
KD9EBS,400,1EB,25,5,NA,IL,1,NA,1,2018,B,25,0,0,150,NA,NA
KD9EII,124,1D,37,2,NA,IL,1,NA,1,2018,C,0,0,37,50,NA,NA
KD9FHR,86,1F,18,2,NA,IL,1,Madison Co. ARES / EMA,1,2018,C,0,0,18,50,NA,NA
KD9GOL,92,1D,21,2,NA,IL,1,NA,1,2018,C,0,0,21,50,NA,NA
KDØCI,1894,2A,212,2,NA,MN,21,Mora Open Rptr Assn.,2,2018,G,78,72,62,1170,NA,NA
KDØHR,380,1B1,65,2,NA,CO,1,NA,1,2018,B,0,0,65,250,NA,NA
KDØIOE,240,1E,29,2,NA,ND,1,NA,1,2018,G,0,16,13,150,NA,NA
KDØJLE,86,1D,36,1,NA,CO,1,NA,1,2018,C,0,0,36,50,NA,NA
KDØLHI,762,2E,56,2,NA,ID,2,NA,2,2018,G,0,0,56,650,NA,NA
KDØMVJ,668,2F,59,2,NA,IA,6,Johnson Co. ARES/RACES Unit,2,2018,O,0,0,59,550,NA,NA
KDØRSX,110,1D,55,2,NA,MO,1,NA,1,2018,C,0,0,55,0,NA,NA
KDØVHD,2706,1A,664,2,NA,CO,4,NA,1,2018,G,664,0,0,50,NA,NA
KDØVUB,162,1E,6,2,NA,NE,1,NA,1,2018,G,0,0,6,150,NA,NA
KE1IU,2628,1E,528,2,NA,CT,2,NA,1,2018,G,465,26,37,590,NA,NA
KE1S,5330,2A,1492,2,W1DX,RI,20,CTRI Contest Grp,2,2018,G,728,0,764,890,NA,NA
KE2WY,502,1D,113,2,NA,WNY,1,NA,1,2018,C,113,0,0,50,NA,NA
KE3GK,520,1E,180,2,NA,MDC,1,NA,1,2018,G,0,5,175,150,NA,NA
KE4D,86,1E,18,2,NA,NFL,1,NA,1,2018,G,0,0,18,50,NA,NA
KE4FD,1538,3AC,365,2,NA,NFL,5,NW FL ARC,3,2018,C,10,169,186,450,NA,NA
KE4HAM,1150,3A,28,2,NA,SC,19,Sun City Hilton Head ARC,3,2018,G,19,3,6,1050,NA,NA
KE4OBT,132,1D,41,2,NA,NFL,1,NA,1,2018,C,0,0,41,50,NA,NA
KE4RX,1758,4A,242,2,NA,TN,25,Roane Co. ARC,4,2018,G,0,2,240,1270,NA,NA
KE4TP,118,1D,34,2,NA,WCF,1,NA,1,2018,C,0,0,34,50,NA,NA
KE4UKX,754,1E,126,2,NA,VA,7,NA,1,2018,B,126,0,0,250,NA,NA
KE4UZL,205,1EB,11,5,NA,SFL,1,NA,1,2018,B,0,0,11,150,NA,NA
KE4VA,340,1D,145,2,NA,SC,1,NA,1,2018,C,0,0,145,50,NA,NA
KE4WUT,72,1D,11,2,NA,TN,3,NA,1,2018,C,0,0,11,50,NA,NA
KE4YVF,1634,4AC,534,2,NA,VA,8,Yadkin Valley ARC,4,2018,C,158,0,376,250,NA,NA
KE5FSY,770,4F,95,2,NA,AR,5,NA,4,2018,C,0,15,80,550,NA,NA
KE5NJ,158,1D,79,2,NA,DE,1,NA,1,2018,C,0,0,79,0,NA,NA
KE5TRB,910,4A,75,2,NA,STX,10,Oak Forest ARC,4,2018,G,1,4,70,750,NA,NA
KE5ZDZ,55,1EB,1,5,NA,STX,2,NA,1,2018,B,0,0,1,50,NA,NA
KE6FNQ,180,1E,15,2,NA,VA,1,NA,1,2018,B,0,0,15,150,NA,NA
KE6LMF,458,2A,4,2,NA,SJV,3,Meyers Family,2,2018,B,0,0,4,450,NA,NA
KE6RN,1592,3A,311,2,NA,SJV,18,California City ARC,3,2018,G,0,0,311,970,NA,NA
KE7A,278,1D,65,2,NA,NTX,1,NA,1,2018,C,49,0,16,50,NA,NA
KE7IZH,472,1D,100,2,NA,AZ,1,NA,1,2018,C,0,86,14,100,NA,NA
KE7KML,1066,1A,4,2,NA,WWA,6,San Juan Co. ARS,1,2018,B,0,4,0,1050,NA,NA
KE7SW,64,1D,14,1,NA,WWA,1,NA,1,2018,C,0,0,14,50,NA,NA
KE7ZAC,14,1D,14,1,NA,WWA,1,NA,1,2018,C,0,0,14,0,NA,NA
KE8COT,2344,3A,221,2,NA,WV,6,Mason Co. ARG,3,2018,G,0,126,95,1650,NA,NA
KE8HEA,258,1D,104,2,NA,OH,1,NA,1,2018,C,0,0,104,50,NA,NA
KE8PX,1746,3A,258,2,NA,OH,10,Wyandot Area Ham Operators Org,3,2018,G,190,0,68,850,NA,NA
KE8RV,3912,4A,1003,2,NA,OH,34,NA,4,2018,G,143,65,795,1490,NA,NA
KE8USA,850,1E,300,2,NA,OH,2,NA,1,2018,B,0,0,300,250,NA,NA
KEØARY,40,1D,40,1,NA,MO,1,NA,1,2018,C,0,0,40,0,NA,NA
KEØEA,1326,3A,195,2,NA,CO,8,Big Sandy ARC,3,2018,G,36,57,102,750,NA,NA
KEØJFG,56,1B1,3,2,NA,CO,1,NA,1,2018,G,0,0,3,50,NA,NA
KEØJMK,106,1E,28,2,NA,OH,1,NA,1,2018,B,0,0,28,50,NA,NA
KEØJWQ,660,1B2B,2,5,NA,CO,2,NA,1,2018,B,0,0,2,650,NA,NA
KEØUI,3976,1E,1045,2,NA,CO,1,NA,1,2018,G,818,0,227,250,NA,NA
KF2XC,274,1D,112,2,NA,WNY,1,NA,1,2018,C,0,0,112,50,NA,NA
KF3B,517,1D,361,1,NA,EPA,1,NA,1,2018,C,156,0,205,0,NA,NA
KF3CG,406,1B1,128,2,NA,WPA,1,NA,1,2018,G,0,0,128,150,NA,NA
KF3EI,70,1C,4,5,NA,SFL,1,NA,1,2018,B,0,0,4,50,NA,NA
KF3G,498,1D,112,2,NA,EPA,1,NA,1,2018,C,112,0,0,50,NA,NA
KF3M,3822,2A,1152,2,NA,EPA,13,Hanover Area Hamming Asson,2,2018,G,4,0,1148,1510,NA,NA
KF4IRC,82,1D,16,2,NA,AL,1,NA,1,2018,C,0,0,16,50,NA,NA
KF4LMT,140,1C,45,2,NA,GA,1,NA,1,2018,B,0,0,45,50,NA,NA
KF4VXJ,422,1E,31,2,NA,NC,1,NA,1,2018,B,0,0,31,360,NA,NA
KF5JRP,422,1B1,86,2,NA,OK,1,NA,1,2018,G,0,0,86,250,NA,NA
KF5NRS,60,1D,5,2,NA,NTX,1,NA,1,2018,C,0,0,5,50,NA,NA
KF5PVT,310,2B2,17,2,NA,NTX,2,NA,2,2018,G,0,13,4,250,NA,NA
KF5RUW,86,1D,18,2,NA,STX,1,NA,1,2018,C,0,0,18,50,NA,NA
KF5WNV,1434,2A,134,2,NA,MS,6,Scott Co. ARC,2,2018,G,108,0,26,950,NA,NA
KF5WXY,114,1D,31,2,NA,AR,1,NA,1,2018,C,0,1,30,50,NA,NA
KF5YUB,172,1D,46,2,NA,NTX,1,NA,1,2018,C,15,0,31,50,NA,NA
KF5ZPL,224,1D,87,2,NA,AR,1,NA,1,2018,C,0,0,87,50,NA,NA
KF6F,278,1D,57,2,NA,SJV,1,NA,1,2018,C,57,0,0,50,NA,NA
KF6FIX,2,1D,1,2,NA,ORG,1,NA,1,2018,C,0,0,1,0,NA,NA
KF6HTE,646,2A,48,2,NA,EB,11,Martinez ARC,2,2018,B,0,0,48,550,NA,NA
KF6I,605,1D,304,1,NA,ORG,1,NA,1,2018,C,244,7,53,50,NA,NA
KF6JXM,154,1D,26,2,NA,SDG,1,NA,1,2018,C,0,26,0,50,NA,NA
KF6NNM,764,3A,55,2,NA,SV,8,Friend & AR Comm Enthusiasts,3,2018,G,0,52,3,550,NA,NA
KF6TJR,270,1E,10,2,NA,EB,1,NA,1,2018,B,0,0,10,250,NA,NA
KF7ITF,154,1D,21,2,NA,AZ,1,NA,1,2018,C,0,21,0,70,NA,NA
KF7MD,3390,1B1B,324,5,NA,CO,1,NA,1,2018,B,324,0,0,150,NA,NA
KF7U,276,1D,113,1,NA,AZ,1,NA,1,2018,C,113,0,0,50,NA,NA
KF7WGL,206,1B1,28,2,NA,UT,1,NA,1,2018,B,0,0,28,150,NA,NA
KF7WNS,1160,1EB,101,5,NA,OR,1,NA,1,2018,B,101,0,0,150,NA,NA
KF7YRW,56,1D,3,2,NA,AZ,1,NA,1,2018,C,0,0,3,50,NA,NA
KF7ZKA,180,1B1,15,2,NA,KY,1,NA,1,2018,B,0,0,15,150,NA,NA
KF8O,146,1D,29,2,NA,OH,1,NA,1,2018,C,19,0,10,50,NA,NA
KFØXV,1460,1B1B,131,5,NA,KS,1,NA,1,2018,B,131,0,0,150,NA,NA
KG1Q,414,1B1,82,2,NA,ME,1,NA,1,2018,B,0,0,82,250,NA,NA
KG2E,230,1B1,40,2,NA,KY,1,NA,1,2018,B,0,0,40,150,NA,NA
KG2NI,206,1D,103,2,NA,WNY,1,NA,1,2018,C,0,0,103,0,NA,NA
KG4GVJ,26,1D,13,2,NA,NC,1,NA,1,2018,C,0,0,13,0,NA,NA
KG4USN,108,1D,23,2,NA,MDC,1,NA,1,2018,C,6,0,17,50,NA,NA
KG4WNA,66,1D,8,1,NA,KY,1,NA,1,2018,C,8,0,0,50,NA,NA
KG5AOP,188,1E,19,2,NA,NFL,1,NA,1,2018,G,0,0,19,150,NA,NA
KG5AUU,324,1B1,35,2,NA,NTX,1,NA,1,2018,B,2,0,33,250,NA,NA
KG5FPU,252,1D,65,1,NA,OK,1,NA,1,2018,C,0,37,28,150,NA,NA
KG5GCC,308,1E,78,2,NA,MS,1,NA,1,2018,G,0,26,52,100,NA,NA
KG5GJT,140,1D,45,2,NA,LA,1,NA,1,2018,C,0,0,45,50,NA,NA
KG5GSI,82,1D,16,2,NA,NTX,1,NA,1,2018,C,0,0,16,50,NA,NA
KG5HKK,1640,2A,145,2,AG5AB,MS,15,Marion Co. Ham RC,2,2018,G,0,0,145,1350,NA,NA
KG5HVO,4338,2D,1262,2,NA,AL,1,NA,2,2018,C,871,1,390,70,NA,NA
KG5IXI,600,2E,95,2,NA,NM,2,NA,2,2018,G,30,0,65,350,NA,NA
KG6CUK,280,1EB,26,5,NA,LAX,1,NA,1,2018,B,0,0,26,150,NA,NA
KG6WIK,178,1C,64,2,NA,SB,1,NA,1,2018,C,0,0,64,50,NA,NA
KG7DAB,144,1D,47,2,NA,WWA,1,NA,1,2018,C,0,0,47,50,NA,NA
KG7FDK,155,1B1B,1,5,NA,EWA,1,NA,1,2018,B,0,0,1,150,NA,NA
KG7HTE,322,1B1,36,2,NA,OR,1,NA,1,2018,B,0,0,36,250,NA,NA
KG7OKY,616,1B2,33,2,NA,NV,2,NA,1,2018,B,0,0,33,550,NA,NA
KG7PR,1246,1A,137,2,NA,WWA,5,Point Roberts ARC,1,2018,B,36,0,101,900,NA,NA
KG7VUI,296,1B2,98,2,NA,SV,2,NA,1,2018,G,0,0,98,100,NA,NA
KG7YBY,368,1B1,59,2,NA,ID,1,NA,1,2018,B,0,0,59,250,NA,NA
KG8IU,28,1D,14,2,NA,OH,1,NA,1,2018,C,0,0,14,0,NA,NA
KG8YT,650,1B2B,50,5,NA,MI,2,NA,1,2018,B,50,0,0,150,NA,NA
KGØEW,892,1B1,221,2,NA,CO,1,NA,1,2018,B,200,0,21,50,NA,NA
KH6CE,1047,1A,497,1,NA,PAC,83,NA,1,2018,G,0,0,497,550,NA,NA
KH6DH,170,1E,10,2,NA,PAC,1,NA,1,2018,B,0,0,10,150,NA,NA
KH6RS,4637,3A,2345,1,NA,PAC,50,Maui ARC,3,2018,G,951,231,1163,1110,NA,NA
KH7X,5214,1E,1266,2,NA,AZ,1,NA,1,2018,G,1266,0,0,150,NA,NA
KI4CJT,514,1B1,120,2,NA,KY,1,NA,1,2018,B,9,3,108,250,NA,NA
KI4DHW,140,1E,90,1,NA,VA,1,NA,1,2018,B,0,0,90,50,NA,NA
KI4ENS,186,1E,18,2,NA,KY,1,NA,1,2018,B,0,0,18,150,NA,NA
KI4FH,134,1D,21,2,NA,WCF,1,NA,1,2018,C,21,0,0,50,NA,NA
KI4IO (+KC4GIA),3110,1B2B,301,5,NA,VA,2,NA,1,2018,B,301,0,0,100,NA,NA
KI4ITI,1470,2A,402,2,NA,AL,3,Team KI4ITI,2,2018,B,0,98,304,470,NA,NA
KI4KKB,40,1D,20,2,NA,SC,1,NA,1,2018,C,0,0,20,0,NA,NA
KI4OXD,154,1D,26,2,NA,NFL,1,NA,1,2018,C,0,26,0,50,NA,NA
KI5EE,1646,2A,431,2,NA,LA,4,South Lake Charles Ham Grp,2,2018,B,47,20,364,650,NA,NA
KI5FJ,264,1E,32,2,NA,VA,2,NA,1,2018,G,0,0,32,200,NA,NA
KI5LR,554,1D,126,2,NA,STX,1,NA,1,2018,C,126,0,0,50,NA,NA
KI6LGW,602,2A,23,2,NA,SF,4,NA,2,2018,G,0,3,20,550,NA,NA
KI6NAZ,224,1B1,37,2,NA,LAX,1,NA,1,2018,B,0,0,37,150,NA,NA
KI6SCT,142,1D,46,2,NA,SCV,1,NA,1,2018,C,0,0,46,50,NA,NA
KI6TPX,445,1B1B,39,5,NA,LAX,1,NA,1,2018,B,0,0,39,250,NA,NA
KI6WIR,74,1D,12,2,NA,LAX,1,NA,1,2018,C,0,0,12,50,NA,NA
KI7AAY,332,1D,141,2,NA,WWA,1,NA,1,2018,C,0,0,141,50,NA,NA
KI7DNO,72,1D,1,2,NA,UT,1,NA,1,2018,C,0,0,1,70,NA,NA
KI7ELQ,98,1D,12,2,NA,WWA,1,NA,1,2018,C,0,12,0,50,NA,NA
KI7FQT,56,1D,3,2,NA,AZ,1,NA,1,2018,C,0,0,3,50,NA,NA
KI7IOC,340,1B1B,54,5,NA,EWA,1,NA,1,2018,B,0,4,50,50,NA,NA
KI7OHH,460,3A,5,2,NA,WWA,8,Am Red Cross Snohomish Co. EOV,3,2018,G,0,0,5,450,NA,NA
KI8R,1930,1A,393,2,NA,OH,8,The Three Amigos,1,2018,G,197,0,196,750,NA,NA
KIØCT,120,1D,35,2,NA,MO,1,NA,1,2018,C,0,0,35,50,NA,NA
KIØHA,54,1D,2,2,NA,MO,1,NA,1,2018,C,0,0,2,50,NA,NA
KJ4CEG,186,1E,18,2,NA,SC,1,NA,1,2018,B,0,0,18,150,NA,NA
KJ4LQX,105,1D,37,1,NA,SFL,1,NA,1,2018,C,8,10,19,50,NA,NA
KJ4M,1030,2B2B,61,5,NA,AL,2,NA,2,2018,B,52,3,6,450,NA,NA
KJ4MFW,378,1B1,14,2,NA,MO,1,NA,1,2018,B,0,0,14,350,NA,NA
KJ4QAN,66,1D,8,2,NA,NFL,1,NA,1,2018,C,0,0,8,50,NA,NA
KJ4VTH,260,1E,80,2,NA,VA,1,NA,1,2018,G,0,0,80,100,NA,NA
KJ4WD,340,1D,75,2,NA,NC,1,NA,1,2018,C,70,0,5,50,NA,NA
KJ5R,70,1D,5,2,NA,NM,1,NA,1,2018,C,5,0,0,50,NA,NA
KJ6HCG,280,2A,15,2,NA,SV,3,Glenn ARS,2,2018,B,0,0,15,250,NA,NA
KJ6HRO,1000,2A,187,2,NA,SV,8,Rich & Rons Field Day,2,2018,G,0,63,124,500,NA,NA
KJ6KCG,634,1E,142,2,NA,ORG,1,NA,1,2018,B,0,0,142,350,NA,NA
KJ6KK,126,1E,13,2,NA,SJV,1,NA,1,2018,B,0,0,13,100,NA,NA
KJ6LCP,368,1F,34,2,NA,ORG,4,NSWC Corona ARC,1,2018,B,0,0,34,300,NA,NA
KJ6PRH,52,1D,1,2,NA,ORG,1,NA,1,2018,C,0,0,1,50,NA,NA
KJ6PWP,206,2D,65,2,NA,SV,2,NA,2,2018,C,13,0,52,50,NA,NA
KJ6RVK,270,1E,10,2,NA,ORG,1,NA,1,2018,B,0,0,10,250,NA,NA
KJ6TLX,78,1D,14,2,NA,SCV,1,NA,1,2018,C,0,0,14,50,NA,NA
KJ6TQ,1140,1E,285,2,NA,MO,2,NA,1,2018,B,0,0,285,570,NA,NA
KJ7MEB,118,1B1,17,2,NA,NC,1,NA,1,2018,B,0,17,0,50,NA,NA
KJØP,55,1EB,1,5,NA,MN,1,NA,1,2018,B,0,0,1,50,NA,NA
KK1PMA,2094,2F,248,2,W1BSN,RI,26,Providence EMA/RACES Club,2,2018,G,0,54,194,1490,NA,NA
KK2U,2280,1B2B,225,5,NA,ENY,2,NA,1,2018,B,145,56,24,150,NA,NA
KK3XX,222,1B1,43,2,NA,ME,1,NA,1,2018,G,43,0,0,50,NA,NA
