Call,GOTA CALL,FINAL SCORE,Category,Section,Power Multiplier,CLUB NAME,Participants,Transmitters,Power Source,TOTAL CW QSOs,TOTAL DIGITAL QSOs,TOTAL PHONE QSOs,TOTAL QSOs,BONUS POINTS
NO5V,NA,525,1E,STX,5,NA,1,1,B,0,19,17,36,250
NO6B,NA,1150,3E,LAX,5,CITARC/JPLARC/PRC/SPARC,3,3,B,0,0,140,140,450
NO7G,NA,298,1D,MT,2,Hi-Line ARC,1,1,C,0,62,0,62,50
NO8C,NA,1438,1E,OH,2,NA,1,1,G,343,2,4,349,50
NO8I,NA,1930,4A,OH,2,Huber Heights ARC,16,4,G,62,291,34,387,450
NO8V,NA,172,3F,MI,2,Gratiot Co. ARA,6,3,C,0,0,61,61,50
NP2GG,NA,400,1E,CT,5,NA,1,1,B,0,0,30,30,250
NP2N/W0,NA,164,1D,IA,2,NA,3,1,C,27,0,3,30,50
NP2Q,NA,2270,1B1B,VI,5,NA,1,1,B,0,212,0,212,150
NP2VI,NA,926,1F,VI,2,St. Croix ARC,13,1,C,0,0,188,188,550
NP2WJ,NA,690,1E,IL,2,NA,1,1,B,0,35,0,35,550
NP3CW,NA,210,1D,PR,2,NA,1,1,C,28,0,24,52,50
NP3O,NA,5030,2A,PR,2,ARRL Puerto Rico Section,11,2,G,333,280,964,1577,650
NP3VI,NA,1262,2E,PR,2,Vieques Island ARC,18,2,S,5,57,122,184,770
NP3X,NA,5638,2AC,PR,2,Monte del Estado FD Crew,6,2,C,1080,5,374,1459,550
NP4VM,NA,74,1D,PR,2,NA,1,1,C,0,0,12,12,50
NQ0M,NA,690,1B1C,KS,2,Iola ARC,1,1,C,35,75,0,110,250
NQ2W,NA,1702,1D,ENY,2,Hudson Valley Contesters and DXers,1,1,C,388,0,0,388,150
NQ4Y,NA,150,1D,TN,2,Tellico Lake ARC,1,1,C,12,13,0,25,50
NR0AD,NA,2514,3F,MO,2,Platte Co. ARG,28,3,C,202,218,92,512,650
NR0Q,NA,1864,1D,OK,2,NA,1,1,C,0,448,11,459,50
NR5N,NA,2070,1E,WV,5,Uniontown ARC,1,1,B,192,0,0,192,150
NR5ON,NA,1410,1E,NM,5,Rocky Mountain Ham Radio,2,1,B,0,116,0,116,250
NR6P,NA,218,3F,ORG,2,Coachella Valley ARC,15,3,C,9,5,56,70,50
NR7WL,NA,1785,1AB,WWA,5,Narwhal ARS,8,1,B,0,103,1,104,750
NR7Y,NA,186,1B1,OR,2,NA,1,1,B,0,0,18,18,150
NR7Z,NA,228,1E,EB,2,NA,1,1,B,0,0,39,39,150
NR9H,NA,58,1D,IL,2,NA,1,1,C,2,0,0,2,50
NS1RA,NA,9388,3A,EMA,2,North Shore Radio Assn.,33,3,G,1923,95,133,2151,1050
NS2N,NA,890,1D,WNY,2,NA,1,1,C,147,48,30,225,50
NS6X,NA,675,1C,SB,5,Conejo Valley ARC,1,1,B,0,0,25,25,550
NS7F,NA,2800,1AB,AZ,5,Saguaro Nights ARC,11,1,B,176,0,34,210,870
NS7U,NA,106,1D,WWA,2,NA,1,1,C,0,14,0,14,50
NS8K,NA,1170,1D,MI,2,Cherryland ARC,1,1,C,280,0,0,280,50
NS8O,NA,478,1E,OH,2,CW Operators' Club,1,1,B,82,0,0,82,150
NT5EE,NA,3098,2A,WTX,2,West Texas ARC,11,2,G,160,511,32,703,350
NT5HS,NA,178,1E,NTX,2,North TX Homeschoolers ARC,1,1,G,0,7,0,7,150
NT7H (+WWRG),WWRG,2660,3A,WWA,2,Olympia ARS,25,3,G,0,0,300,300,2060
NT7Q,NA,234,1D,NV,2,NA,1,1,C,26,0,40,66,50
NT7R,NA,185,1B1B,AZ,5,NA,1,1,B,0,3,1,4,150
NT9E,NA,608,1D,IL,2,The 415 ARC,1,1,C,0,114,1,115,150
NU0Y,NA,526,3D,KS,2,NA,1,3,C,0,119,0,119,50
NU4N,NA,82,1D,KY,2,Paducah ARA,1,1,C,0,8,0,8,50
NU4SC,NA,978,2E,SC,2,Low Country Contest Club,4,2,G,0,152,60,212,250
NU5DE,NA,996,1E,STX,2,Naturist ARC,2,1,B,1,0,371,372,250
NU7DE,NA,462,2A,AZ,2,Desert Circle ARC,3,2,B,0,19,18,37,350
NU7I,NA,440,1D,AZ,2,NA,1,1,C,87,0,11,98,70
NU8A,NA,470,1D,MI,2,Cherryland ARC,1,1,C,105,0,0,105,50
NV1P,NA,72,1D,CT,2,NA,1,1,C,0,0,11,11,50
NV5E (+KG5HFL),NA,2202,2B2,STX,2,NA,2,2,B,0,210,356,566,650
NV5S,NA,610,1E,STX,5,NA,1,1,B,46,0,0,46,150
NV9X,NA,890,1E,IL,5,NA,1,1,B,84,0,0,84,50
NW3Y,NA,1110,1E,DE,2,Frankford RC,1,1,G,240,0,0,240,150
NW7US,NA,456,1D,OH,2,Brown Co. ARC,4,1,C,0,0,103,103,250
NW8S (+N8ESG),N8ESG,13774,5A,OH,2,Black River Radio Ops,10,5,G,1138,1088,1130,3356,2610
NW8U,NA,2108,1D,WV,2,Central West Virginia Wireless Assn.,1,1,C,424,0,181,605,50
NX0G,NA,1474,2A,CO,2,Mountain ARC (CO),10,2,G,201,0,60,261,550
NX0I,NA,866,1D,MO,2,Kansas City Contest Club,1,1,C,204,0,0,204,50
NX3H,NA,670,1D,SC,2,Salkehatchie ARS,1,1,C,0,155,0,155,50
NX7W,NA,376,1D,MT,2,NA,1,1,C,0,0,163,163,50
NX9L,NA,246,1D,MO,2,NA,1,1,C,0,19,60,79,50
NY0J,NA,298,1E,MO,2,Tri-Lakes ARC,1,1,B,0,37,0,37,150
NY1V,NA,342,1D,IN,2,Soc. of Midwest Contesters,1,1,C,0,73,0,73,50
NY2A,NA,426,1B1,WNY,2,NA,1,1,B,0,0,188,188,50
NY2JC,NA,2212,3D,NNY,2,Jefferson Co. (NY) RAC,5,3,C,236,150,159,545,350
NY6U,NA,130,1D,SCV,2,NA,1,1,C,0,20,0,20,50
NY7AR,NA,310,2A,MT,2,North Yellowstone ARC,3,2,B,0,0,30,30,250
NY7S,NA,382,3AC,AZ,2,West Valley ARC,3,3,C,0,83,0,83,50
NZ?T,NA,1062,1E,MO,2,Tri-Lakes ARC,1,1,B,228,0,0,228,150
NZ1D,NA,166,1D,NFL,2,Montachusett ARA & Waltham ARA,1,1,C,26,0,6,32,50
NZ1Q,NA,506,1E,WCF,2,St. Petersburg ARC,1,1,S,43,46,0,89,150
NZ2S,NA,216,1B1,EWA,2,NA,1,1,B,0,0,33,33,150
NZ5T (+N5DEW),N5DEW,4946,2A,NTX,2,Lake Whitney ARS,31,2,G,171,346,274,791,2330
NZ5Y,NA,140,1D,NTX,2,NA,1,1,C,0,0,45,45,50
PD1BHZ,NA,102,1D,DX,2,NA,1,1,C,0,13,0,13,50
VA1MM,NA,1562,1D,NS,2,Halifax ARC,1,1,C,378,0,0,378,50
VA2CO,NA,54,1D,QC,2,NA,1,1,C,0,0,2,2,50
VA2EO,NA,654,1E,QC,2,NA,1,1,B,125,0,2,127,150
VA2HZ,NA,1598,1D,QC,2,NA,1,1,C,0,328,118,446,50
VA2IW,NA,1042,1D,QC,2,NA,1,1,C,221,21,12,254,50
VA2KBR,NA,402,1D,QC,2,NA,1,1,C,0,88,0,88,50
VA2KD,NA,312,1B1,QC,2,NA,1,1,B,0,0,31,31,250
VA2NW,NA,130,1D,QC,2,Ottawa Valley QRP Soc.,1,1,C,14,0,12,26,50
VA2SCJ,NA,54,1B1,QC,2,NA,1,1,B,0,0,2,2,50
VA3ANM,NA,54,1D,GH,2,NA,1,1,C,0,0,2,2,50
VA3AUW,NA,208,1D,ONS,2,NA,1,1,C,0,0,79,79,50
VA3BXG,NA,450,1D,GH,2,York Region ARC,1,1,C,0,100,0,100,50
VA3CJZ,NA,100,1D,GH,2,Hamilton (ON) ARC,1,1,C,0,0,25,25,50
VA3CTA,NA,1900,3A,GH,2,Central Toronto ARC,13,3,G,10,205,185,400,670
VA3EC,NA,466,1D,GH,2,Contest Club Ontario,1,1,C,104,0,0,104,50
VA3FLF,NA,1420,1E,GH,5,NA,1,1,B,0,104,6,110,350
VA3FMN (+VA3DAC),NA,200,1B2,ONE,2,NA,2,1,B,0,0,25,25,150
VA3FN,NA,930,1B1B,ONS,5,NA,1,1,B,88,0,0,88,50
VA3GE,NA,994,1D,ONE,2,NA,1,1,C,236,0,0,236,50
VA3IAH,NA,434,1D,ONE,2,Ottawa Valley Mobile RC,1,1,C,0,0,142,142,150
VA3IIF,NA,234,1D,GH,2,Mississauga ARC,1,1,C,46,0,0,46,50
VA3KEO,NA,1042,1F,ONS,2,Inverhuron Ham RC,3,1,C,0,88,20,108,650
VA3KGB,NA,258,1D,ONE,2,Kingston Amateurs,1,1,C,0,52,0,52,50
VA3KRT,NA,220,1E,ONE,2,NA,1,1,B,0,0,35,35,150
VA3MU,NA,558,1D,GH,2,NA,1,1,C,0,127,0,127,50
VA3NED,NA,60,1D,ONS,2,Barrie ARC,1,1,C,0,0,5,5,50
VA3NFL,NA,565,1E,ONS,5,NA,1,1,B,0,36,11,47,150
VA3NIA,NA,520,1B1B,ONE,5,Palo Alto ARA,1,1,B,27,0,0,27,250
VA3NRR,NA,636,1A,ONE,2,Renfrew Co. ARC,5,1,G,0,0,73,73,490
VA3NSS,NA,304,1E,ONS,2,London ARC,1,1,G,0,0,67,67,170
VA3OGG,NA,534,1B1,ONN,2,Manitoulin ARC,1,1,B,0,70,2,72,250
VA3OOL,NA,70,1D,GH,2,NA,1,1,C,0,0,10,10,50
VA3PAF,NA,206,1D,ONS,2,NA,1,1,C,28,0,22,50,50
VA3PNL,NA,88,1D,GH,2,NA,1,1,C,0,0,19,19,50
"VA3RAC (VA3QR, op)",NA,852,1B1,ONS,2,Radio Amateurs of Canada,1,1,B,49,2,49,100,550
VA3RKM (+VE3EUR),NA,1490,1B2B,ONE,5,Ottawa Valley QRP Soc.,2,1,B,67,17,0,84,650
VA3RSA,NA,560,1D,GH,2,NA,1,1,C,13,110,9,132,50
VA3TET,NA,1076,4A,ONS,2,Elmira ARC,4,4,G,54,0,105,159,650
VA3UG,NA,740,1D,ONS,2,Contest Club Ontario,1,1,C,0,157,31,188,50
VA3WEX,NA,930,1B1B,ONE,5,Ottawa Valley Mobile RC,1,1,B,0,67,2,69,250
VA3WHC,NA,1062,3A,GH,2,Western Hemisphere Amateur Contest Club,3,3,B,0,100,56,156,550
VA3WP,NA,680,1E,ONS,2,NA,1,1,B,0,120,15,135,170
VA3WU,NA,266,1D,GH,2,NA,1,1,C,0,0,108,108,50
"VA3YV (VE3IMG, VE3EQP)",NA,2950,1B2B,ONS,5,NA,2,1,B,257,0,6,263,350
VA4CQ,NA,558,1B1,MB,2,NA,1,1,G,0,68,18,86,250
VA4PAR,NA,1252,1AC,MB,2,Pathfinders ARC,7,1,C,0,0,501,501,250
VA5NN,NA,558,1D,SK,2,Regina ARA,1,1,C,92,0,70,162,50
VA6BED,NA,76,1D,AB,2,NA,1,1,C,0,0,13,13,50
VA6CCW,NA,290,1E,AB,2,NA,1,1,B,0,0,20,20,250
VA6RCN,NA,864,1B1C,AB,2,NA,1,1,C,133,0,91,224,150
VA6SJA,NA,324,1D,AB,2,Calgary ARA,1,1,C,1,0,0,1,320
VA6VA,NA,246,1A,AB,2,NA,3,1,B,0,0,48,48,150
VA6WWW,NA,166,1D,AB,2,NA,1,1,C,0,29,0,29,50
VA7BKK,NA,174,1C,BC,2,NA,1,1,B,0,0,12,12,150
VA7GEM,NA,254,1D,BC,2,PODXS 070,1,1,C,0,51,0,51,50
VA7GI,NA,1238,1E,BC,2,Orca DX and Contest Club,1,1,S,272,0,0,272,150
VA7KBM,NA,380,1B1B,BC,5,Orca DX and Contest Club,1,1,B,0,13,0,13,250
VA7MM,NA,2964,2E,BC,2,NA,5,2,B,408,136,69,613,650
VA7ST,NA,66,1D,BC,2,Orca DX and Contest Club,1,1,C,0,4,0,4,50
VA7UZ,NA,406,1E,BC,2,Richmond Emerg. Programs ARS,1,1,B,0,62,4,66,150
VA7YJJ,NA,210,1D,BC,2,NA,3,1,C,0,0,80,80,50
VA7ZM,NA,172,1D,BC,2,NA,1,1,C,30,0,1,31,50
VE1ARC (+VE1WN),VE1WN,1931,2A,NS,2,Greenwood ARC,27,2,G,40,0,168,208,1435
VE1FO (+VC1933),VC1933,4901,2F,NS,2,Halifax ARC,12,2,C,792,0,169,961,1395
VE1LD (+VA1AVR),VA1AVR,8697,3A,NS,2,Annapolis Valley ARC and Kings Co. ARC,33,3,G,532,227,1153,1912,3355
VE1RTI,NA,164,2AC,NS,2,Antigonish ARC,4,2,C,0,0,7,7,150
VE1SQ,NA,242,1D,NS,2,Halifax ARC,1,1,C,0,0,96,96,50
VE1UW,NA,920,2A,NS,2,Pictou Co. ARC,13,2,B,0,0,185,185,550
VE1VEI,NA,94,1D,NS,2,Greenwood ARC,1,1,C,11,0,0,11,50
VE2BVV,NA,794,1D,QC,2,NA,1,1,C,0,186,0,186,50
VE2BXA,NA,138,1D,QC,2,NA,1,1,C,0,22,0,22,50
VE2CAM,NA,1010,1AB,QC,5,Club Radioamateur Maskoutain,3,1,B,64,0,4,68,350
VE2CBS,NA,674,1A,QC,2,Club Radioamateur Sorel-Tracy,6,1,B,101,30,0,131,150
VE2CLM,NA,312,1AC,QC,2,Club Radioamateur Rive Sud de Montreal,9,1,C,20,0,41,61,150
VE2CQ (+VE2CDX),VE2CDX,4871,2A,QC,2,Club Radioamateur de Quebec,32,2,G,0,625,368,993,1635
VE2CRD,NA,1694,5A,QC,2,Club Radioamateur de Drummondville,20,5,G,152,4,10,166,1050
VE2CRO,NA,5326,3A,QC,2,Club Radioamateur dl l'Outaouais,31,3,G,935,0,408,1343,770
VE2CVR,NA,1186,2A,QC,2,Club Radioamateur de la Vallee du Richelieu,10,2,G,8,15,172,195,750
VE2CWI (+VE2ARC),VE2ARC,4086,2A,QC,2,Montreal ARC / West Island ARC,35,2,B,542,83,218,843,1150
VE2CWQ,NA,1808,2A,QC,2,Club Radioamateur VE2CWQ,11,2,B,114,52,197,363,750
VE2CYH,NA,258,1A,QC,2,Covey Hill ARC,10,1,G,0,0,54,54,150
VE2ESX,NA,532,1D,QC,2,NA,1,1,C,120,0,1,121,50
VE2EZD,NA,1334,1D,QC,2,NA,1,1,C,296,0,0,296,150
VE2FCR,NA,558,1D,QC,2,West Island ARC,1,1,C,0,127,0,127,50
VE2FK,NA,1918,1D,QC,2,NA,1,1,C,467,0,0,467,50
VE2GT,NA,56,1D,QC,2,NA,1,1,C,0,1,1,2,50
VE2HEW,NA,1564,1D,QC,2,NA,1,1,C,15,304,19,338,250
VE2HLS,NA,234,1D,QC,2,NA,1,1,C,21,0,0,21,150
VE2IAA,NA,328,1D,QC,2,NA,1,1,C,0,0,139,139,50
VE2NTT,NA,2790,1D,QC,2,NA,1,1,C,0,0,1370,1370,50
VE2ONR,NA,94,1D,QC,2,NA,1,1,C,0,0,22,22,50
VE2OV,NA,238,1D,QC,2,Club Radioamateur VE2CWQ,1,1,C,0,0,94,94,50
VE2RRE,NA,74,1D,QC,2,NA,1,1,C,0,0,12,12,50
VE2SRL,NA,68,1D,QC,2,Club Radioamateur de Drummondville,1,1,C,0,0,9,9,50
VE2TA,NA,1042,2F,QC,2,Club Radioamateur de l'Estrie,14,2,C,0,0,446,446,150
VE2UMS,NA,1866,1A,QC,2,Union Metropolitaine des Sans-filistes de Montreal,25,1,G,95,54,200,349,870
VE2VIA,NA,410,1D,QC,2,NA,1,1,C,90,0,0,90,50
VE2XTD,NA,1070,1D,QC,2,NA,1,1,C,0,255,0,255,50
VE2ZM,NA,450,1B1B,QC,5,NA,1,1,B,20,0,0,20,250
VE3AC (+VE3RAC),VE3RAC,4055,3A,ONN,2,Sudbury ARC,53,3,G,73,129,461,663,2325
VE3AIR,NA,1004,2A,ONE,2,Manotick Amateur Radio Grp.,3,2,G,0,43,41,84,750
VE3AQ,NA,1374,1D,GH,2,Contest Club Ontario,1,1,C,331,0,0,331,50
VE3AVP,NA,1174,1B1,ONE,2,3730 Grp.,1,1,S,0,176,10,186,450
VE3AWS,NA,90,1D,ONS,2,NA,1,1,C,0,0,20,20,50
VE3BOE,NA,5820,1E,ONE,5,Ottawa Valley Mobile RC,1,1,B,0,547,0,547,350
VE3BTS,NA,350,1B1B,GH,5,NA,1,1,B,20,0,0,20,150
VE3CJ (+VA3DGA),VA3DGA,3447,9A,GH,2,Burlington ARC,13,9,B,254,107,164,525,1675
VE3DC,NA,494,1D,GH,2,Hamilton (ON) ARC,1,1,C,0,0,222,222,50
VE3DVC,NA,138,1D,ONS,2,Haldimand Norfolk ARC,1,1,C,22,0,0,22,50
VE3DYY,NA,102,1D,ONS,2,Haldimand Norfolk ARC,1,1,C,13,0,0,13,50
VE3EAC,NA,420,1B1B,ONE,5,NA,1,1,B,0,25,4,29,150
VE3EDE,NA,360,1B1B,ONE,5,NA,1,1,B,1,5,10,16,250
VE3EJ,NA,250,1D,GH,2,Contest Club Ontario,1,1,C,50,0,0,50,50
VE3EJM,NA,228,1D,ONS,2,NA,1,1,C,0,0,89,89,50
VE3ELL,NA,1234,2D,ONS,2,NA,1,2,C,0,296,0,296,50
VE3EPS,NA,138,1D,ONS,2,NA,1,1,C,0,0,44,44,50
VE3ETE,NA,288,1D,ONN,2,Manitoulin ARC,1,1,C,0,54,11,65,50
VE3EY,NA,1538,1D,GH,2,Contest Club Ontario,1,1,C,372,0,0,372,50
VE3FMK,NA,310,1D,ONE,2,Kingston Amateurs,1,1,C,0,0,80,80,150
VE3GCB,NA,2178,2A,ONS,2,Barrie ARC,12,2,B,0,0,554,554,1070
VE3GIQ,NA,174,1D,ONE,2,Ottawa Valley Mobile RC,1,1,C,0,0,62,62,50
VE3GRA,NA,152,1D,ONE,2,NA,1,1,C,0,0,51,51,50
VE3GTM (+VE3EKN),NA,730,1B1B,ONE,5,NA,1,1,B,0,9,38,47,450
VE3HG,NA,690,1E,GH,5,NA,1,1,B,51,0,6,57,150
VE3HIX,NA,978,1D,GH,2,North Shore ARC (ON),1,1,C,207,0,0,207,150
VE3IC (+CK3IC),CK3IC,4587,5A,ONS,2,Kitchener-Waterloo ARC,20,5,G,497,174,479,1150,945
VE3IDT,NA,260,1D,ONS,2,NA,1,1,C,0,5,95,100,50
VE3JOG,NA,72,1D,ONS,2,NA,1,1,C,0,0,11,11,50
VE3JSQ,NA,106,1D,ONE,2,NA,1,1,C,14,0,0,14,50
VE3JZT,NA,422,1E,ONS,2,NA,1,1,B,34,8,2,44,250
VE3KAR,NA,4674,5AC,ONE,2,Kingston Amateurs,8,5,C,227,491,676,1394,450
VE3KGE,NA,106,1D,ONS,2,Haldimand Norfolk ARC,1,1,C,0,0,28,28,50
VE3KJQ,NA,680,1E,ONE,5,Ottawa Valley Mobile RC,1,1,B,43,0,0,43,250
VE3KTN,NA,3040,1E,ONE,5,Ottawa Valley Mobile RC,1,1,B,0,269,0,269,350
VE3LBU,NA,410,1D,ONE,2,Ottawa Valley Mobile RC,1,1,C,0,90,0,90,50
VE3LC,NA,3860,1E,ONE,5,Ottawa Valley Mobile RC,1,1,B,214,137,0,351,350
VE3LCA,NA,4430,2AB,ONE,5,Lanark North Leeds ARES,14,2,B,333,33,24,390,650
VE3LKS,NA,1726,1D,GH,2,North Shore ARC (ON),1,1,C,0,418,2,420,50
VE3LON,NA,4004,7A,ONS,2,London ARC,40,7,G,469,114,201,784,1270
VE3LRL,NA,116,1D,GH,2,Hamilton (ON) ARC,1,1,C,3,0,27,30,50
VE3LSO,NA,170,1B1,ONE,2,NA,1,1,B,0,0,10,10,150
VE3MCF,NA,574,1E,ONE,2,Victoria-Haliburton ARA,1,1,G,0,56,0,56,350
VE3MF,NA,170,1D,ONS,2,Cambridge DX Soc.,1,1,C,0,0,60,60,50
VE3MGY,NA,8070,1D,ONS,2,Contest Club Ontario,1,1,C,1685,320,0,2005,50
VE3MIS,NA,6168,6A,GH,2,Mississauga ARC,25,6,G,558,415,298,1271,1680
VE3MVM,NA,162,1D,ONS,2,NA,1,1,C,28,0,0,28,50
VE3NA,NA,260,1E,ONE,5,Ottawa Valley Mobile RC,1,1,B,0,0,2,2,250
VE3NFN,NA,2270,1B1B,GH,5,Contest Club Ontario,1,1,B,212,0,0,212,150
VE3NSR,NA,1372,4A,GH,2,North Shore ARC (ON),12,4,G,0,101,49,150,870
VE3NYP,NA,132,1D,ONS,2,Haldimand Norfolk ARC,1,1,C,0,0,41,41,50
VE3OKV,NA,1198,4A,GH,2,South Halton ARES Grp.,8,4,G,33,30,148,211,650
VE3OSR,NA,1290,3A,ONS,2,Georgian Bay ARC,9,3,G,0,98,124,222,650
VE3PC,NA,688,1E,ONE,2,Victoria-Haliburton ARA,2,1,O,0,0,269,269,150
VE3PYJ,NA,400,1C,GH,5,NA,1,1,B,0,0,50,50,150
VE3QC,NA,90,1D,ONE,2,NA,1,1,C,8,2,0,10,50
VE3QO,NA,886,1D,ONE,2,Ottawa ARC,1,1,C,135,74,0,209,50
VE3RB,NA,2156,4A,ONE,2,Peterborough ARC,11,4,G,5,283,177,465,650
VE3RC,NA,6114,3E,ONE,2,Ottawa ARC,20,3,G,946,423,94,1463,450
VE3RIA,NA,698,1D,ONS,2,Hamilton (ON) ARC,1,1,C,162,0,0,162,50
VE3RL,NA,1996,3A,ONE,2,Quinte RC/Prince Edward RC,20,3,B,209,53,199,461,550
VE3RSE,NA,820,2A,ONS,2,Elgin ARS,10,2,B,0,0,135,135,550
VE3RVZ,NA,116,1D,ONE,2,Peterborough ARC,1,1,C,0,0,33,33,50
VE3SAR (+VA3SAR),VA3SAR,1979,3A,ONS,2,Lambton Co. RC,15,3,G,68,30,81,179,1425
VE3SGB,NA,1904,1A,ONS,2,South Georgian Bay ARC,11,1,G,199,0,219,418,670
VE3SGK,NA,382,1A,ONN,2,Sudbury ARC,3,1,B,0,0,66,66,250
VE3SHO,NA,878,1D,GH,2,NA,1,1,C,0,207,0,207,50
VE3SKY,NA,1074,4A,ONS,2,Skywide ARC,9,4,G,0,76,60,136,650
VE3SOO,NA,2228,2F,ONN,2,Algoma ARC,16,2,C,0,393,93,486,470
VE3SPR,NA,5334,3A,ONS,2,Sun Parlour ARC,11,3,G,479,417,500,1396,750
VE3SSR,NA,634,1E,GH,2,NA,1,1,G,74,44,6,124,150
VE3SST,NA,356,3D,ONE,2,Contest Club Ontario,1,3,C,18,47,23,88,50
VE3SXB,NA,226,1D,ONS,2,Brantford ARC,1,1,C,0,0,113,113,0
VE3SYZ,NA,92,1D,ONE,2,Ottawa Valley Mobile RC,1,1,C,0,0,21,21,50
VE3THI (+VA3TGL),NA,480,1B2B,ONE,5,NA,2,1,B,10,13,20,43,150
VE3TM,NA,1466,1D,ONE,2,Contest Club Ontario,1,1,C,354,0,0,354,50
VE3TNC (+VE3WE),VE3WE,2194,3A,GH,2,Toronto ARC,25,3,G,59,155,104,318,1130
VE3UZ,NA,290,1D,ONS,2,London ARC,1,1,C,60,0,0,60,50
VE3VIG,NA,110,1D,ONE,2,Ottawa Valley Mobile RC,1,1,C,15,0,0,15,50
VE3VM,NA,2178,5A,GH,2,Niagara Peninsula ARC,12,5,G,0,178,58,236,1350
VE3VSW (+VE3SVC),VE3SVC,3280,2A,ONE,2,Seaway Valley ARC,15,2,B,0,0,550,550,2180
VE3XR,NA,3560,4A,GH,2,Peel ARC,30,4,G,395,49,72,516,1640
VE3XTI,NA,84,1D,ONN,2,NA,2,1,C,0,0,7,7,70
VE3YDK,NA,440,1E,ONE,2,Ottawa Valley Mobile RC,1,1,B,0,21,53,74,250
VE3YET,NA,222,1D,ONS,2,NA,1,1,C,0,0,86,86,50
VE3YRA (+VE3YRK),VE3YRK,3390,3A,GH,2,York Region ARC,55,3,G,4,341,280,625,1450
VE4MR,NA,150,1D,MB,2,Brandon ARC,1,1,C,25,0,0,25,50
VE4RBH,NA,112,1A,MB,2,East Selkirk ARC,3,1,B,0,0,31,31,50
VE4WDZ,NA,380,1B1,MB,2,NA,1,1,B,0,0,15,15,350
VE4WSC,NA,1816,3E,MB,2,Winnipeg Senior Citizens RC,57,3,G,172,0,99,271,930
VE4XM,NA,564,1A,MB,2,East Selkirk ARC,5,1,B,0,57,43,100,250
VE5AA,NA,804,3A,SK,2,Saskatoon & District ARA,20,3,G,47,24,35,106,450
VE5DWR,NA,196,1D,SK,2,NA,1,1,C,0,33,7,40,50
VE5GC,NA,798,1D,SK,2,NA,1,1,C,187,0,0,187,50
VE5KC,NA,196,1D,SK,2,NA,1,1,C,0,0,73,73,50
VE5MX,NA,862,1D,SK,2,NA,1,1,C,203,0,0,203,50
VE5NN,NA,2376,3A,SK,2,Regina ARA,22,3,S,217,26,227,470,950
VE5WIZ,NA,54,1D,SK,2,NA,1,1,C,0,0,2,2,50
VE5YD,NA,722,1A,SK,2,Melfort Repeater Grp.,10,1,G,0,0,186,186,350
VE6EX,NA,570,1AB,AB,5,Alberta Clippers,5,1,B,32,0,0,32,250
VE6FI,NA,1026,2E,AB,2,NA,2,2,G,0,0,388,388,250
VE6FT,NA,950,1A,AB,1,Mayerthorpe Flying Tigers,4,1,G,0,0,600,600,350
VE6FXL,NA,506,1B1,AB,2,NA,1,1,B,0,0,78,78,350
VE6GTZ,NA,58,1D,AB,2,NA,1,1,C,2,0,0,2,50
VE6KLE,NA,176,1E,AB,2,NA,1,1,B,0,0,13,13,150
VE6LK (+VE6VPD),VE6VPD,1290,1B1B,AB,5,VE6FAR Cycle 25,1,1,S,54,0,0,54,750
VE6MRF,NA,688,2AC,AB,2,Mackenzie Regional RC,7,2,C,7,45,65,117,350
VE6NQ (+VE6AFO),VE6AFO,2408,3A,AB,2,Calgary ARA,20,3,G,315,2,120,437,900
VE6ORM,NA,402,1D,AB,2,NA,1,1,C,0,0,176,176,50
VE6QE,NA,966,2A,AB,2,Central Alberta ARC,18,2,G,0,0,208,208,550
VE6RWP,NA,154,1B1,AB,2,NA,1,1,B,0,0,2,2,150
VE6VIC,NA,470,1B1B,AB,5,Foothills ARS (AB),1,1,B,42,0,0,42,50
VE6ZC,NA,525,1B1B,AB,5,NA,1,1,B,7,0,1,8,450
VE7BIA,NA,170,1B2,BC,2,NA,2,1,B,0,0,10,10,150
VE7BLW,NA,112,1D,BC,2,NA,1,1,C,14,0,3,17,50
VE7CMR,NA,1204,4A,BC,2,Maple Ridge ARC,5,4,B,0,1,315,316,570
VE7CRC,NA,502,2A,BC,2,Campbell River ARS,10,2,G,0,0,176,176,150
VE7CVA (+VE7AQW),VE7AQW,680,2A,BC,2,Cowichan Valley ARS,10,2,G,45,9,72,126,320
VE7CVW,NA,1922,6A,BC,2,Comox Valley ARC,33,6,B,57,0,272,329,1150
VE7CW (+VE7IHL),NA,496,1B2,BC,2,West Kootenay ARC,2,1,B,43,0,37,80,250
VE7ECC,NA,544,2A,BC,2,Abbotsford ARES Soc.,14,2,G,0,0,147,147,250
VE7GDH,NA,568,1E,BC,2,Salt Spring Island ARS,1,1,B,1,0,157,158,250
VE7GEL,NA,1010,1D,BC,2,NA,1,1,C,0,240,0,240,50
VE7IP,NA,1502,3A,BC,2,East Kootenay ARC,7,3,G,0,115,91,206,860
VE7KDX,NA,470,1D,BC,2,Kamloops DX Grp.,1,1,C,90,0,30,120,50
VE7KWA,NA,140,1D,BC,2,North Okanagan RAC,1,1,C,0,0,45,45,50
VE7LGY,NA,308,3D,BC,2,Langley ARA,5,3,C,25,7,65,97,50
VE7LRV,NA,474,1B1,BC,2,NA,1,1,B,56,0,0,56,250
VE7LSI,NA,54,1D,BC,2,NA,1,1,C,0,0,2,2,50
VE7MIR,NA,1700,3A,BC,2,Mid Island Radio Assn.,30,3,G,82,0,61,143,1250
