CALL,GOTA Call,FINAL SCORE,Category,Section,Power Multiplier,Club Name,Participants,Transmitters,Power Source,TOTAL CW QSOs,TOTAL DIGITAL QSOs,TOTAL PHONE QSOs,TOTAL QSOs,BONUS POINTS,Checklog Y/N
N5QNS,NA,122,1D,WTX,2,NA,1,1,C,0,0,36,36,50,NA
N5RN,NA,518,1D,AR,2,NA,1,1,C,0,117,0,117,50,NA
N5SLY,NA,946,1D,NTX,2,Grayson Co. ARC,1,1,C,0,224,0,224,50,NA
N5SU,NA,54,1D,AR,2,NA,1,1,C,1,0,0,1,50,NA
N5T,NA,3900,9F,STX,2,Johnson Space Center ARC/Clear Lake ARC,34,9,G,227,147,327,701,1750,NA
N5TML,NA,234,1D,STX,2,Hambuds,2,1,C,0,0,42,42,150,NA
N5TT,NA,2968,2A,STX,2,Williamson Co. (TX) ARC,6,2,G,0,357,195,552,1150,NA
N5UVQ,NA,175,1E,NM,5,Amateur Radio Caravan Club,1,1,B,0,0,5,5,150,NA
N5VBP,NA,618,1D,OK,2,Dallas ARC,4,1,C,0,0,224,224,170,NA
N5VDQ,NA,1006,1D,NTX,2,Southwest Dallas Co. ARC,6,1,C,90,0,228,318,190,NA
N5XJ,NA,714,1D,STX,2,NA,1,1,C,166,0,0,166,50,NA
N5XZ,NA,5950,1D,STX,2,Brazos Valley ARC,1,1,C,1475,0,0,1475,50,NA
N5ZKK,NA,664,1E,STX,2,NA,1,1,S,88,40,1,129,150,NA
N5ZO,NA,814,1D,SDG,2,Southern CA Contest Club,1,1,C,191,0,0,191,50,NA
N6ACS,NA,3096,4A,LAX,2,Los Angeles Fire Dept. ACS,11,4,G,275,61,301,637,1150,NA
N6AJ,NA,566,1D,SJV,2,NA,1,1,C,0,95,18,113,150,NA
N6AKO,NA,122,1D,LAX,2,NA,1,1,C,1,17,0,18,50,NA
N6ARA,NA,1485,1B1B,SJV,5,Pasadena RC/JPLARC/CITARC,1,1,B,95,0,17,112,450,NA
N6BFG,NA,230,1B1,OR,2,NA,1,1,B,0,0,40,40,150,NA
N6BHX,NA,394,1D,EB,2,Martinez ARC,1,1,C,0,36,0,36,250,NA
N6BOX,NA,680,1E,ORG,2,Moreno Valley ARA,2,1,G,0,32,101,133,350,NA
N6DEC,NA,110,1D,LAX,2,San Fernando Valley ARC,1,1,C,0,15,0,15,50,NA
N6EFF,NA,110,1D,EB,2,South Bay ARA,1,1,C,13,0,4,17,50,NA
N6EWG,NA,290,1D,SJV,2,NA,1,1,C,60,0,0,60,50,NA
N6FQ,NA,1342,3A,SDG,2,Fallbrook ARC,46,3,G,4,0,178,182,970,NA
N6FRG,NA,462,1A,SJV,2,Calaveras ARS,4,1,B,0,0,56,56,350,NA
N6GA,NA,1455,2AB,LAX,5,Zuni Loop MEF,3,2,B,96,0,9,105,450,NA
N6HAN,NA,52,1D,SCV,2,NA,1,1,C,0,0,1,1,50,NA
N6HI,NA,870,1E,AZ,5,Arizona Outlaws Contest Club,1,1,B,72,0,0,72,150,NA
N6IPD,WB6CJH,2612,2A,ORG,2,Irvine Disaster EmComm,31,2,B,273,0,235,508,1050,NA
N6JIV,NA,155,1B1B,NNJ,5,New Providence ARC,1,1,B,0,0,1,1,150,NA
N6JSO,NA,234,1C,SCV,2,San Francisco Radio Club,1,1,B,0,17,8,25,150,NA
N6K,WA6YBN,1506,3A,SJV,2,Sierra ARC of the High Mojave,17,3,B,0,53,72,125,1150,NA
N6KHO,NA,434,1D,OR,2,Valley Radio Club of Oregon,1,1,C,0,50,92,142,50,NA
N6KRV,NA,596,3A,SJV,2,Sequoia ARG,6,3,B,0,0,23,23,550,NA
N6LY,NA,168,1E,SF,2,Valley of the Moon ARC,1,1,B,0,0,9,9,150,NA
N6MDV,NA,858,1E,LAX,2,NA,2,1,B,36,0,82,118,550,NA
N6MI,NA,4614,1B2,SB,2,Tom's Garage ARC,2,1,G,910,16,170,1096,570,NA
N6MON,NA,118,1D,EB,2,Hayward Radio Club,1,1,C,0,17,0,17,50,NA
N6NA,NA,2322,5A,SV,2,River City Amateur Radio Comm. Soc.,35,5,B,177,30,172,379,1150,NA
N6NFB,NA,578,1E,SJV,2,NA,1,1,B,0,82,0,82,250,NA
N6NO,NA,152,1D,LAX,2,Pasadena RC/JPLARC/CITARC,1,1,C,0,0,1,1,150,NA
N6OKU,NA,1660,1D,ORG,2,Orange Co. (CA) ARC,1,1,C,0,0,805,805,50,NA
N6OOA,NA,1038,1A,SJV,2,Central Valley Amateur Radio Enthusiasts,3,1,B,0,0,394,394,250,NA
N6PAZ,NA,1406,1E,SJV,2,NA,3,1,B,80,119,30,229,550,NA
N6PCD,NA,134,1D,ORG,2,GOTAHAMS,1,1,C,0,21,0,21,50,NA
N6PM,NA,1178,1D,ORG,2,South Orange ARA,1,1,C,0,282,0,282,50,NA
N6PN,NA,330,1D,EB,2,Northern CA Contest Club,1,1,C,70,0,0,70,50,NA
N6PNX,NA,818,2D,SF,2,NA,2,2,C,0,192,0,192,50,NA
N6QQ,NA,2218,1D,LAX,2,Downey ARC,1,1,C,0,517,0,517,150,NA
N6R,NA,6710,11A,SB,2,VCARS/SSARC,54,11,G,184,338,1336,1858,1950,NA
N6RK,NA,2934,1E,SV,2,Palo Alto ARA,1,1,G,696,0,0,696,150,NA
N6RLS,NA,584,1D,EB,2,East Bay ARC,1,1,C,0,100,17,117,150,NA
N6ROR,NA,1720,3A,SDG,2,Ramona Outback ARS,20,3,B,18,37,225,280,1050,NA
N6RZR,NA,570,1B1B,SV,5,NA,1,1,B,0,42,0,42,150,NA
N6SBC,NA,1998,4F,SCV,2,San Benito Co. ARA,8,4,C,0,157,35,192,1300,NA
N6SD,N6WB,2182,2A,SDG,2,Escondido ARS,25,2,G,175,118,70,363,870,NA
N6SSF,NA,248,3F,SCV,2,South San Francisco Comm.,4,3,C,0,0,49,49,150,NA
N6TCZ,NA,18,1D,LAX,2,NA,1,1,C,0,0,9,9,0,NA
N6TQ,NA,1166,1D,SF,2,Redwood Empire DX Assn./MARS,1,1,C,279,0,0,279,50,NA
N6US,NA,2218,1E,SV,2,Bay Area Radio Killowats,1,1,B,517,0,0,517,150,NA
N6UWQ,NA,190,1D,SV,2,Sierra Foothills ARC,1,1,C,0,0,70,70,50,NA
N6VH,NA,166,1D,SDG,2,Southern CA Contest Club,1,1,C,27,0,4,31,50,NA
N6VNO,NA,760,1B1B,SCV,5,NA,1,1,B,36,0,0,36,400,NA
N6WT,NA,1270,1D,SB,2,NA,1,1,C,243,54,16,313,50,NA
N6YMZ,NA,574,1D,ORG,2,NA,1,1,C,130,0,2,132,50,NA
N7A,NA,1606,1F,NV,2,Amargosa ARC,3,1,C,0,201,26,227,750,NA
N7AME,NA,154,1D,WWA,2,NA,1,1,C,0,0,52,52,50,Y
N7AN,NA,2060,4A,WWA,2,Radio Amateurs of Skagit County,64,4,G,163,16,147,326,1050,NA
N7AO,NA,292,1D,UT,2,Great Salt Lake Contest Club,1,1,C,49,0,23,72,50,NA
N7BOI,NA,450,2F,ID,2,City of Boise Auxiliary Comm. Svc.,3,2,C,0,0,100,100,250,NA
N7CFO,NA,150,1B1,EWA,2,Cascade Radio Group,1,1,S,0,0,50,50,50,NA
N7DA,NA,1242,1B1,SDG,2,Tom's Garage ARC,1,1,B,242,0,12,254,250,NA
N7DB,NA,460,1D,OR,2,NA,1,1,C,32,0,91,123,150,NA
N7DLV,NA,426,1C,WWA,2,NA,1,1,G,0,0,38,38,350,NA
N7DX,NA,1030,1D,WWA,2,Western WA DX Club,1,1,C,245,0,0,245,50,NA
N7ECV,NA,1240,1E,EWA,5,NA,1,1,B,0,87,0,87,370,NA
N7EDW,KA7UCI,1378,4A,WWA,2,Edmonds Woodway ARC,15,4,G,0,61,32,93,1070,NA
N7EEL,NA,60,1D,EWA,2,NA,1,1,C,0,0,5,5,50,NA
N7ESU,NA,822,1D,ID,2,NA,1,1,C,0,193,0,193,50,NA
N7FAN,NA,76,1D,AZ,2,NA,1,1,C,0,0,13,13,50,NA
N7G,NA,506,2A,MT,2,Yellowstone Radio Club/Musselshell ARC,12,2,G,34,0,10,44,350,NA
N7GHZ,NA,2594,1E,AZ,2,Tortolita Radio Club,1,1,S,0,586,0,586,250,NA
N7HYV,NA,232,1D,NV,2,NA,1,1,C,33,3,19,55,50,NA
N7JAK,NA,88,1D,WWA,2,NA,1,1,C,0,0,19,19,50,NA
N7JI,NA,1305,1E,OR,5,NA,1,1,B,94,7,9,110,250,NA
N7JN,NA,200,1A,WWA,2,San Juan Co. ARS,3,1,G,0,0,25,25,150,NA
N7JOE,NA,66,1D,AZ,2,Northern AZ DX Assn.,1,1,C,0,0,8,8,50,NA
N7KC,NA,1260,1E,WWA,5,Clallam Co. ARC,1,1,B,100,0,0,100,260,NA
N7KDT,NA,1388,2D,AL,2,NA,2,2,C,0,181,257,438,150,NA
N7KE,NA,1084,2A,WWA,2,Radio Club of Redmond,12,2,G,108,0,101,209,450,NA
N7KN,NA,940,1B1,WWA,2,NA,1,1,G,190,0,15,205,150,NA
N7LD,NA,120,1D,NV,2,NA,1,1,C,0,0,35,35,50,NA
N7LE,NA,4772,3A,OR,2,Central OR DX Club,16,3,G,667,197,333,1197,650,NA
N7LGN,W7BOI,1108,2A,ID,2,American Legion Post 113 ARC,10,2,G,0,0,124,124,860,NA
N7LRG,NA,350,1E,WWA,2,Stanwood-Camano ARC,1,1,G,0,0,100,100,150,NA
N7MZW,NA,434,1B1,WY,2,Grand Mesa Contesters of CO,1,1,B,0,0,192,192,50,NA
N7NB,NA,382,1D,WWA,2,NA,1,1,C,58,0,0,58,150,NA
N7NKR,NA,296,1B1,CO,2,NA,1,1,B,0,0,73,73,150,NA
N7OBI,NA,66,1D,WWA,2,Snohomish Co. Hams Club,1,1,C,0,0,8,8,50,NA
N7OKD,NA,382,1B1C,OK,2,Ada Post 72 ARC,1,1,C,0,0,16,16,350,NA
N7OY,NA,530,2A,OR,2,Lincoln Co. (OR) ARC,6,2,G,0,0,40,40,450,NA
N7PI,NA,448,2A,ID,2,Pocatello ARC,50,2,G,30,0,39,69,250,NA
N7PIB,NA,184,1E,SF,2,Valley of the Moon ARC,1,1,S,0,21,0,21,100,NA
N7PWZ,NA,986,1D,AZ,2,NA,1,1,C,0,234,0,234,50,NA
N7QPP,NA,1230,1D,GA,2,North Fulton ARL,1,1,C,0,295,0,295,50,NA
N7RB,NA,1132,4A,MT,2,Capital City ARC,17,4,B,0,1,189,190,750,NA
N7RCS,NA,2470,1E,SFL,5,NA,1,1,B,232,0,0,232,150,NA
N7RF,NA,1338,1D,STX,2,Kendall ARS,1,1,C,0,322,0,322,50,NA
N7RI,NA,62,1D,WY,2,PODXS 070,1,1,C,0,3,0,3,50,NA
N7RVD,NA,958,1B1,EWA,2,NA,1,1,G,152,0,0,152,350,NA
N7SE,NA,286,1D,CO,2,NA,1,1,C,59,0,0,59,50,NA
N7SHG,NA,460,1B1B,OR,5,NA,1,1,B,0,0,2,2,450,NA
N7SRR,NA,62,1D,WWA,2,Sky Valley ARC,1,1,C,0,0,6,6,50,NA
N7SU,NA,774,1E,AZ,2,Thunderbird ARC,1,1,G,156,0,0,156,150,NA
N7TPR,NA,176,1D,WWA,2,Jefferson Co. (WA) ARC,1,1,C,0,0,63,63,50,NA
N7TPT,NA,345,1B1B,WWA,5,NA,1,1,B,0,0,19,19,250,NA
N7TRC,W7OXB,780,4A,WWA,2,Trilogy ARC,8,4,G,0,0,15,15,750,NA
N7TWB,NA,334,1E,AZ,2,Honeywell-Glendale ARC,1,1,S,0,0,42,42,250,NA
N7US,NA,2690,1D,IL,2,McHenry Co. Wireless Assn.,1,1,C,635,0,0,635,150,NA
N7UVH,NA,3006,1D,ID,2,ID Renegades,1,1,C,0,739,0,739,50,NA
N7UW,NA,908,2A,WY,2,University ARC,12,2,G,10,110,139,259,150,NA
N7WAH,W7ERY,2448,2A,WWA,2,Wahkiakum Co. ARC,13,2,B,45,189,141,375,1230,NA
N7WY,NA,2602,1B1,WY,2,NA,1,1,G,638,0,0,638,50,NA
N7XCZ,NA,672,2D,NV,2,NA,1,2,C,0,119,23,142,150,NA
N7XQA,NA,110,1D,AZ,2,Explorer Post 599,2,1,C,0,0,30,30,50,NA
N7XW,NA,1135,1B1B,WWA,5,NA,1,1,B,74,0,29,103,250,NA
N7YO,NA,262,1C,MT,2,Great Falls Area ARC,1,1,B,0,53,0,53,50,NA
N8A,NA,5050,1E,OH,5,NA,2,1,S,283,167,0,450,550,NA
N8AA,NA,450,1D,OH,2,Dial Radio Club of Middletown,1,1,C,100,0,0,100,50,NA
N8AJM,NA,346,1E,MI,2,NA,1,1,B,0,38,12,50,170,NA
N8ARA,NA,2230,5A,OH,2,Newark ARA,38,5,G,0,167,156,323,1250,NA
N8BC,NA,6370,5A,OH,2,Lake Co. ARA,16,5,G,1094,0,422,1516,1150,NA
N8BJQ,NA,1382,1D,OH,2,Deep Dixie Contest Club,1,1,C,333,0,0,333,50,NA
N8BL,NA,1700,1D,WV,2,NA,1,1,C,387,0,1,388,150,NA
N8BR,NA,2134,1D,NC,2,Orange Co. Radio Amateurs and Durham FM Assn.,1,1,C,521,0,0,521,50,NA
N8BV,NA,1202,1E,OH,2,OH-KY-IN ARS,1,1,G,0,0,576,576,50,NA
N8BVD,NA,814,1D,OH,2,Splinter Grp. ARC,1,1,C,0,191,0,191,50,NA
N8CPA,NA,910,1D,OH,2,NA,1,1,C,215,0,0,215,50,NA
N8DM,NA,1718,1D,WCF,2,North Port ARC,2,1,C,417,0,0,417,50,NA
N8DXZ,NA,428,1E,MI,2,NA,1,1,B,55,0,29,84,150,NA
N8EFO,NA,2690,2B2B,OH,5,NA,2,2,B,156,0,116,272,550,NA
N8FKF,NA,274,1D,MT,2,NA,1,1,C,0,56,0,56,50,NA
N8FYL,NA,1318,1D,MI,2,L'Anse Creuse ARC,1,1,C,291,0,2,293,150,NA
N8GMY,NA,306,1D,MI,2,NA,1,1,C,0,64,0,64,50,NA
N8HAR,NA,254,1D,MI,2,L'Anse Creuse ARC,1,1,C,0,0,102,102,50,NA
N8HWV,NA,222,1D,WI,2,NA,1,1,C,43,0,0,43,50,NA
N8II,NA,2374,1D,WV,2,Potomac Valley Radio Club,1,1,C,108,0,946,1054,50,NA
N8IPO,NA,150,1D,OH,2,Mound ARA,1,1,C,0,0,50,50,50,NA
N8IW,NA,976,2A,OH,2,Wayne Co. Go-Getters,3,2,G,153,0,57,210,250,NA
N8JXJ,NA,440,1B1,OH,2,Mound ARA,1,1,S,0,0,45,45,350,NA
N8KD,NA,2230,1E,MI,2,NA,1,1,O,495,0,0,495,250,NA
N8KZ,NA,300,1D,MI,2,Utica Shelby EmComm Assn.,1,1,C,56,0,13,69,50,NA
N8LA,NA,386,1D,MO,2,St. Louis QRP Soc.,1,1,C,84,0,0,84,50,NA
N8LC,NA,2822,3A,MI,2,L'Anse Creuse ARC,24,3,G,466,25,104,595,650,NA
N8LWF,NA,156,1E,OH,2,NA,1,1,B,0,0,3,3,150,NA
N8M,NA,3030,4AB,OH,5,Middle Bass Expedition,5,4,B,190,27,2,219,850,NA
N8MME,NA,474,1D,MI,2,Genesee Co. Radio Club,1,1,C,0,106,0,106,50,NA
N8NC,NA,1430,5AB,OH,5,North Coast ARC,10,5,B,3,0,190,193,450,NA
N8NMG,NA,382,1E,OH,2,NA,1,1,B,0,33,0,33,250,NA
N8NMV,NA,490,1D,OH,2,Ohio Valley Experimenters Club,1,1,C,110,0,0,110,50,NA
N8OQ,NA,790,1E,VA,5,Fluvanna Co. ARES,1,1,B,0,64,0,64,150,NA
N8OYY,NA,1030,1E,WV,2,Central WV Wireless Assn.,1,1,G,0,220,0,220,150,NA
N8PFK,NA,668,1E,MI,2,NA,1,1,G,0,116,27,143,150,NA
N8RAT,NA,920,1E,WV,2,NA,1,1,G,0,0,385,385,150,NA
N8RGA,NA,1268,1D,MI,2,NA,1,1,C,0,272,65,337,50,NA
N8SD,NA,128,1D,OH,2,NA,2,1,C,0,0,39,39,50,NA
N8SDR,NA,1214,1D,OH,2,Hamilton ARC,1,1,C,282,9,0,291,50,NA
N8SL,NA,3672,3A,MI,2,South Lyon Area ARC,25,3,G,337,217,253,807,950,NA
N8TCP,NA,1402,1E,OH,2,Splinter Grp. ARC,1,1,G,2,286,0,288,250,NA
N8TD,NA,1820,1B1B,OH,5,NA,1,1,B,177,0,0,177,50,NA
N8TFD,NA,418,1C,OH,2,Queen City Em. Net,1,1,B,67,0,0,67,150,NA
N8UXN,NA,192,1D,MI,2,Grand Rapids ARA,1,1,C,0,0,71,71,50,NA
N8VV,NA,1270,1D,OH,2,Coshocton Co. ARA,1,1,C,305,0,0,305,50,NA
N8WL,NA,1250,1D,OH,2,CRES ARC,1,1,C,0,300,0,300,50,NA
N8XI,NA,706,1D,MI,2,Livonia ARC,1,1,C,164,0,0,164,50,NA
N9AU,NA,550,1D,WI,2,Soc. of Midwest Contesters,1,1,C,100,0,0,100,150,NA
N9BBE,NA,278,1D,IL,2,Grundy Co. ARC,1,1,C,57,0,0,57,50,NA
N9BCP,NA,522,1A,IN,2,21 Repeater Grp.,7,1,G,43,0,0,43,350,NA
N9BD,NA,510,1D,SV,2,Yuba-Sutter ARC,1,1,C,4,110,2,116,50,NA
N9BGU,NA,226,1D,CO,2,NA,1,1,C,0,0,88,88,50,NA
N9BSO,NA,1650,1D,MO,2,St. Louis QRP Soc.,1,1,C,311,0,178,489,50,NA
N9BT,NA,86,1D,IL,2,NA,1,1,C,0,0,18,18,50,NA
N9CCA,NA,2134,6A,IN,2,Clay Co. Auxcom,11,6,B,1,85,150,236,1490,NA
N9CHA,NA,1720,2E,WI,2,NA,2,2,G,283,0,169,452,250,NA
N9CX,NA,650,1D,OH,2,CRES ARC,1,1,C,150,0,0,150,50,NA
N9EA,NA,344,1D,IL,2,Riverbend Wireless Operators Club,1,1,C,1,47,51,99,50,NA
N9EAX,NA,366,1E,WI,2,NA,1,1,B,0,0,108,108,150,NA
N9EOC,KB9FVJ,3248,4A,IN,2,Central IN ARA,32,4,G,165,253,183,601,1210,NA
N9EP,NA,3498,1A,WI,2,NA,4,1,G,552,95,230,877,450,NA
N9EZ,NA,3010,1B2,MI,2,NA,2,1,G,715,0,0,715,150,NA
N9GMT,NA,5364,5E,WI,2,FM38 Repeater Grp.,9,5,G,0,505,1147,1652,1050,NA
N9GQA,NA,598,1E,AL,2,Deep South ARC,1,1,B,0,87,0,87,250,NA
N9HOX,NA,190,1B1B,IL,5,NA,1,1,B,0,0,28,28,50,NA
N9HQ,NA,172,1D,IL,2,Wheaton Community Radio Amateurs,1,1,C,0,3,55,58,50,NA
N9IGP,NA,194,1B1,IL,2,NA,1,1,B,0,0,72,72,50,NA
N9IHC,NA,406,1D,WI,2,NA,1,1,C,0,0,128,128,150,NA
N9ITO,NA,820,1B1B,IL,5,Schaumburg ARC,1,1,B,67,0,0,67,150,NA
N9JCA,NA,642,1E,IN,2,PODXS 070,1,1,B,0,98,0,98,250,NA
N9JFK,NA,302,1B1,WI,2,NA,1,1,B,0,0,76,76,150,NA
N9JM,NA,800,2A,IN,2,Whitewater Valley ARC,12,2,G,0,0,75,75,650,NA
N9LFF,NA,195,1B1B,LAX,5,Pasadena RC/JPLARC/CITARC,1,1,B,0,0,9,9,150,NA
N9LTA,NA,0,1D,WI,1,NA,1,1,C,0,8,32,40,0,NA
N9MII,NA,1564,3A,WWA,2,NA,7,3,B,0,41,175,216,1050,NA
N9MT,NA,58,1D,IN,2,NA,1,1,C,0,2,0,2,50,NA
N9NM,NA,1254,1D,STX,2,Hill Country ARC,1,1,C,301,0,0,301,50,NA
N9OF,NA,1182,1D,STX,2,Hill Country ARC,1,1,C,283,0,0,283,50,NA
N9PQ,NA,326,1E,IN,2,NA,1,1,B,0,44,0,44,150,NA
N9PVW,NA,126,1D,LA,2,NA,1,1,C,0,1,36,37,50,NA
N9RI,K9HMX,1914,2A,IN,2,Muncie Area ARC,23,2,G,91,0,190,281,1170,NA
N9RJV,NA,3232,2A,IL,2,Schaumburg ARC,40,2,G,387,0,267,654,1150,NA
N9TBD,NA,190,1D,IL,2,Bolingbrook ARS,1,1,C,0,35,0,35,50,NA
N9TF,NA,1062,1D,TN,2,Tennessee Contest Grp.,1,1,C,252,0,2,254,50,NA
N9TUQ,NA,76,1D,IL,2,Six Meter Club of Chicago,1,1,C,0,0,13,13,50,NA
N9UA,NA,750,1D,WI,2,Northeast WI DX Assn.,1,1,C,175,0,0,175,50,NA
N9UN,NA,190,1D,IN,2,NA,1,1,C,0,10,0,10,150,NA
N9UW,NA,614,3D,WI,2,Space Place Amateur Radio Center,7,3,C,0,69,94,163,150,NA
N9WG,NA,734,1D,IN,2,NA,1,1,C,0,171,0,171,50,Y
N9WH,NA,4782,3A,IL,2,The 415 ARC,30,3,G,481,1,652,1134,1550,NA
N9ZG,NA,192,1D,NC,2,NA,2,1,C,0,0,71,71,50,NA
N9ZI,NA,2880,1E,IN,5,NA,1,1,B,273,0,0,273,150,NA
NA1GB,NA,1006,1C,EMA,2,Framingham ARA,2,1,B,117,0,194,311,150,NA
NA1RA,NA,1118,3F,CT,2,Northville ARA,15,3,G,52,3,54,109,790,NA
NA2X,NA,406,1E,WNY,2,Binghamton ARA,1,1,B,64,0,0,64,150,NA
NA3A,NA,1630,2F,WPA,2,Amateur Radio League of Lawrence County,6,2,C,0,37,216,253,1050,NA
NA4C,NA,1064,1D,TN,2,Dickson Co. ARC,1,1,C,51,145,0,196,280,NA
NA4CC,NA,1746,2AC,NC,2,Cleveland Co. ARS,15,2,C,77,0,174,251,1090,NA
NA4DC,NA,2250,2A,SFL,2,Davie/Cooper City ARC,35,2,G,40,36,348,424,1250,NA
NA4M,NA,268,1E,STX,2,NA,1,1,G,0,0,59,59,150,NA
NA4ST,NA,1346,1D,AL,2,Shelby Co. (AL) ARC,1,1,C,0,296,6,302,150,NA
NA4TC,NA,98,1D,TN,2,WCARES Contest Grp.,1,1,C,0,12,0,12,50,NA
NA4X,NA,298,1D,VT,2,Blue Ridge ARS,1,1,C,0,0,124,124,50,NA
NA5M,NA,174,1D,NTX,2,NA,1,1,C,0,31,0,31,50,NA
NA5N,NA,1770,1E,NM,5,Socorro ARA,1,1,B,162,0,0,162,150,NA
NA6F,NA,196,1E,ORG,2,NA,1,1,B,0,0,23,23,150,NA
NA6MF,NA6MF,670,3A,SCV,2,NASA Ames Research Center ARC,3,3,B,0,10,20,30,590,NA
NA6O,NA,458,1D,EB,2,Livermore Amateur Radio Klub,1,1,C,102,0,0,102,50,NA
NA6Y,NA,202,1D,NNY,2,NA,1,1,C,0,38,0,38,50,NA
NA7OR,NA,1800,2E,WWA,2,Willamette Valley DX Club,4,2,G,183,165,29,377,350,NA
NA9VY,NA,386,1AC,IN,2,Aerohead Repeater Org.,3,1,C,0,0,168,168,50,Y
NB2L,NA,90,1D,WNY,2,Keuka Lake ARA,1,1,C,0,0,20,20,50,NA
NB3P,NA,366,1D,WCF,2,NA,1,1,C,0,79,0,79,50,NA
NC3Y,NA,600,1D,MDC,2,Potomac Valley Radio Club,1,1,C,136,0,3,139,50,NA
NC4CA,NA,2238,5F,NC,2,Four Co. ARES,5,5,C,0,271,302,573,550,NA
NC4GK,NA,654,1D,NC,2,Cape Fear ARS,1,1,C,0,126,0,126,150,NA
NC4LC,NA,1028,2F,NC,2,Lincoln Co. Volunteer Comm.,5,2,G,0,18,103,121,750,NA
NC4MI,NA,218,1D,NC,2,NA,1,1,C,0,0,84,84,50,NA
NC4ML,NA,3612,2A,NC,2,Moore Co. ARS,25,2,B,68,198,614,880,1320,NA
NC4OC,NA,1934,4AC,NC,2,Onslow ARC,8,4,C,235,136,0,371,450,NA
NC4TT,NA,974,5AC,NC,2,Yadkin Valley ARC,5,5,C,85,0,192,277,250,NA
NC4ZO,NA,240,3AC,NC,2,Randolph ARC,3,3,C,2,0,91,93,50,NA
NC6V,NA,590,1E,ORG,2,Corona PD CSV Grp.,1,1,B,85,0,0,85,250,NA
NC7G,NA,1024,2A,WWA,2,Highline ARC,18,2,G,55,0,67,122,670,NA
NC7M,NA,442,1D,OR,2,Willamette Valley DX Club,1,1,C,36,0,124,160,50,Y
NC8N,NA,210,1D,SC,2,North Augusta Belvedere Radio Club,1,1,C,0,0,80,80,50,NA
NC9P,NA,306,2D,STX,2,NA,2,2,C,0,64,0,64,50,NA
NC0B,NA,658,1B1,CO,2,NA,1,1,B,0,0,254,254,150,NA
ND1J,NA,382,1D,GA,2,NA,1,1,C,0,81,4,85,50,NA
ND3Q,NA,70,1D,EPA,2,NA,1,1,C,0,5,0,5,50,NA
ND4DX,NA,184,1D,NFL,2,NA,1,1,C,3,0,61,64,50,NA
ND4G,NA,210,1D,NFL,2,NA,1,1,C,27,13,0,40,50,NA
ND4X,NA,1122,1D,KY,2,Paducah ARA,1,1,C,240,3,0,243,150,NA
ND8D,NA,524,1D,OH,2,NA,1,1,C,101,0,35,136,50,NA
ND9E,NA,140,1D,IL,2,NA,1,1,C,10,10,5,25,50,NA
NE1F,NA,88,1D,NH,2,Granite State ARA,1,1,C,0,0,19,19,50,NA
NE1FO,NA,1510,5A,NH,2,N. New England Field Amateur Radio Ops.,10,5,B,50,72,76,198,870,NA
NE3I,NA,294,1D,EPA,2,RF Hill ARC,1,1,C,36,0,0,36,150,NA
NE3MD,NA,334,1E,MDC,2,Northeast MD Amateur Radio Contest Soc.,2,1,B,0,0,92,92,150,NA
NE4S,NA,406,1D,GA,2,South East Contest Club,1,1,C,0,89,0,89,50,NA
NE5A,NA,782,1D,OK,2,NA,1,1,C,183,0,0,183,50,NA
NE5IL,NA,226,1D,NTX,2,Plano ARC,1,1,C,0,29,30,59,50,NA
NE5P,NA,74,1D,STX,2,Oak Hill ARC,1,1,C,0,0,12,12,50,NA
NE5TX,NA,2636,3A,STX,2,Eastside ARS,25,3,G,0,271,291,562,970,NA
NE7H,NA,462,1E,OR,2,NA,1,1,B,0,6,44,50,350,NA
NE7RD,NA,262,1D,OR,2,NA,1,1,C,53,0,0,53,50,NA
NE9T,NA,486,1A,IN,2,IMARC,3,1,G,32,0,4,36,350,NA
NE0DA,NA,890,1E,CO,2,Pueblo West ARC,1,1,B,185,0,0,185,150,NA
NF1A,NA,520,1B1,ME,2,HP Alumni RC,1,1,B,17,0,1,18,450,NA
NF1O,NA,426,1D,NH,2,Granite State ARA,1,1,C,67,10,34,111,50,NA
NF1T,NA,982,1D,WCF,2,NA,1,1,C,0,233,0,233,50,NA
NF2L,NA,560,1B1B,WNY,5,NA,1,1,B,0,41,0,41,150,NA
NF3R,NA,6788,3E,EPA,2,Frankford Radio Club,1,3,G,16,1590,7,1613,350,NA
NF4AC,NF4RC,4172,2F,NFL,2,Alachua EOC Radio Club,26,2,G,231,458,13,702,1390,NA
NF4CQ,NA,6384,3A,NFL,2,Columbia ARS,18,3,G,806,312,211,1329,1490,NA
NF6P,NA,1264,1B2,KY,2,NA,2,1,G,179,16,67,262,350,NA
NF6R,NA,210,1D,SJV,2,Long Island CW Club,1,1,C,40,0,0,40,50,NA
NF7D,NA,658,1D,AL,2,Alabama Contest Grp.,1,1,C,117,35,0,152,50,NA
NF8M,NA,238,1C,MI,2,NA,1,1,B,22,0,0,22,150,NA
NF9Z,NA,1366,1D,IL,2,NA,1,1,C,0,0,658,658,50,NA
NF0T,NA,726,1D,IA,2,NA,1,1,C,0,165,8,173,50,NA
NG1I,NA,490,1D,WMA,2,NA,1,1,C,110,0,0,110,50,Y
NG2G,NA,82,1D,WWA,2,NA,1,1,C,0,8,0,8,50,NA
NG4L,NA,76,1D,WCF,2,NA,1,1,C,0,0,13,13,50,NA
